,textstring
361.1,witsteyn brecken krud era clion in wyne myt vigen ghesoden ghedruncken is gud weme begynt de watersucht tho werdende.  dat sulue drinck we klauwechtich edder schoruede ys wan he vth dem bade geyt.  dat sad ghepuluert myt wyne gedrunken vordifft den steyn vnde macket de netten wol ghande so schrifft dias corides
362.1,waddecke heth serum van allen deyren deme to etende plecht is gemeynlicken dem mynschen nutte io doch de al derbeste waddecke is van iungen swarten seghen best. dar na negcst. van alsulken schapen de gude wey de hebben io schal de waddecke versch nyge weszen myt oreme eygen guden rocke se ys heyter droger nature van deme ersten grade wente in dat drudde grat  se reyneget de grouen vuchtnisse des maghen der dermen se opent de bestoppinghe leueren vnde mylten vnde der neren vnde vorteret allerleyge vucht nisse yn deme bucke. we se versch drincket edder etet.  hestu vele boszes blodes sudt de waddecken myd reyneme honnighe vnde myt gudeme hoppen des drincke auent vnde morgen warm  swarten koleram ock rode vnde vorbrande vuchtnisse reyneget rosen fiolen suc ker fumus terre myt synem blomen myt honnige in der waddecken ge soden drink auent vnde morgen warm do dar to wormeden ysopen dat reyneget de melancolien vnde wunderlicke synne wunderlicke danken do dar to wermeden swerdelen wortelen wylde negelken wortelen dat suuert de gelen sucht tho allen dussen veren do io to iowelken ichteswat fyn romesch speck  wan du segen waddecken edder schap waddecken wult seyden so do alle tyt io dar reyne honnich in dat star ket ore naturlycken krafft noch. beth deyt dat fyn speck edder spike narden knobbecken sad so is se al derbest.
362.2,in aller dusser hir gheschreuen art zedighe edder in alle ore eghene na ture alder starckest.
362.3,bystu rudich edder schoruedich ed der klauwechtich so wassche di myt roer edder gesoden segen schap wad deken wente hire diascorides auicenna ysaac in dietis iohannes messue de simplicibus in medicinis.
362.4,waddeken van iunghen swarten segen roe edder best ghesoden vnde ghedruncken edder genuttet io vnder dach vnde vnder nacht dre edder verdehalff werdinck wych te is gud alle den de dusse suke beb ben dede melancolien vnde wunder licken synne dancken hebben der ge le gronen sucht water sucht edder kolre feuer sucht. ock der bestoppeden leueren. neren. mylten ock de bose vorbrande droge vuchtnisse in edder vp der hudt des liues der ledematen hebben alse is droge schorf brune bladderen wytte edder rode kleyne bladderen dede tokomende vtsettescheyt betekenen in deme be gynne edder wan de vtsettesche suke rede is also secht iohannes fili us messue regis damasci garden mynte ghestot myd warmer segen waddecken vppe dat gemechte vor drifft vngesundicheyt sericheyt vnde heylet wol also secht diascorides.
363.1,uwycken bom babran hunc in greco to latine testera is heit vnde droge in deme anderen grade dat sad is noch heiter dat is yn schoden alse swarte wicken de blomen vnde alle de bome alle telghen synt vuller bernede vuchtich eyt vul. to der artzedighe berede de blomen edder dat sad alsus. nym dryuolde rode rosen en gud deyl do dar to annisz sad vennekol sad kre telmoren sad vnde sud dat myt rey nem honnighe in vletem watere lan ghe. de blomen kort nicht langhe en seyde in deme sade nym des sa des des auendes warm dre quentin wychte edder dridde halff bijst du stark. dat macket spigent edder den hoffganck.  dat sulue vordrifft flecma. vloyte qualster vnde bosze materien vth den ledematen vnde suuert de neren van aller ouerulo dicheyt vnde macket de netten wol gande vnde brickt den steyn in bla sen in neren vnde leth de materien nicht dar ynne beharden to deme steyne.  wedder de groten bosen sweren dar lutteke sweren by synt wrifft der blomen dre edder veyr quentyn de nutte mit deme suluen sode edder myt weycken eygeren. wedder ein swel in der milten nym des sades gestot edder der blomen to wreuen twey quentyn wychte mit wyn etecke vnde honnighe to hope ghemenget alz oximel.  wan du erst en kleyne getten vnde ghe druncken heffst vnde mackestu dy dar vacken vomitum spigende me de eyns edder twye edder drye in der wecken dat vordrifft der neren vnde lenden sucke vnde de podageren vo yte sucke also secht iohannes messue de medicinis simplicibus.
364.1,walsch walnot bom nux romana des bomes sche me edder syn water drupe is schedelick allen kruden allen vruchten ock syn scheme ys bosze allen mynschen houeden vnde bregen notbom twyge edder drye geplantet so hebben de note dunne schel wan du erst vmme den bom eyne groue wente vppe de wortelen mackest in der plantinge vnde dar in asschen myt ossen messe ghemenget vnde lest den bom also wassen.  wan de bom harde steyn nothe hefft deme schaff de vthwendigen borcken be quemelicken aff vnde bore myt eynem bore edder neuer eyn hol edder mer dorch syne wortelen vnde sla da rin busbomen holt edder yseren ne gele vnde lat wedder to wassen so werden se gud.  wan du alle rype note van deme bome sleyst. so do de gronen schel aff vnde legghe de note also vucht in eynen nygen erden gropen vnde decke dene to mit eineme grastorue also dat de er de bouen sy vnde dat grasz almestich vppe de note in den gropen recke so blyuen se versch alle den wyntter. wente hyre plinius vnde palladius libro xj. expertum est.
364.2,uersche note synt kolder gesunder deme houede der borst ok deme magen wen droge.  uersche notthe nutte nochterne myd wyn etecke. dat weycket den buck vnde sachtet de vallende sucht.  welk kint vele seyuert vt syneme munde deme brat de note vnde gyff ome eten  de sul uen verschen note nochterne myd vigen vnde ruden gegetten in pesti lencien ys gudt vnde beward den mynschen vor aller vorgyfftighen spise dat sy kol edder anders wat. hefft dy eyn vnsynnich hunt ghebeten so menge versche note mit sol te cipollen vnde honnighe stot tho hoppe legghe warm dar vp. uan den suluen noten eyn warm plaster myt ruden vnde honnighe gestoet vppe eyn hart swel wan dat begynt dat weycket vnde delet sik wultu spigen nym de bynnerdersten borcken van dem nothbome stot de tho puluere vnde drinck myt watere de suluen versche note myt ruden mit honnige vackene genuttet vor drifft dat kellent vnde brekent in den ledemathen des mynschen. wente hyre plinius vnde auicenna. ij. canone.  uersche note stot myt oren dunnen schellen eyn warm plaster vppe deme nauele deme bucke vordrifft alle swel de dar ynne wassen inwendich  allerhande note ane brot genuttet schadet der stempne deme magen.  io doch myt brode starcken se wol vnde synt ghesund droghe nothkerne legghe in kold water eyne nacht edder lenger wen te de dunne hut aff ga so bederff se alse versche note in noden.  not bomes blade grosze vnde legge vp blodighe wunden  dat sulue not loff in watere ghesoden ghedrunken is gud deme vele syne nesze blodet nothbomes borcke ghepuluert an derhalff quentyn nutte myt wine wedder de kolden pissen also schrift plinius vnde ysaac in dietis.
364.3,twey versche walnote twey vy gen. xx. wynblade de stot to hoppe myt en cleyne soltes we dat nochter ne id des dages en kan deme neyn pestilencien edder neyn vorgyft scha den also hefft dyascorides bevunden
365.1,walnote dede grot sint alse duuen eygere de sint het vnde vucht de synt gekomen van deme lande to india se syn al soyte vnde waren gud drey yar versch synt se alle tyd alder best.
365.2,myt brode ghenuttet so starcken se des mynschen herte se hytten vnde starcken des mynschen nature vnde macken gud bloud.  droge de suluen not kerne vnde puluere in wyne edder in weyten beyre mit lackerissien sape vnde myt ghestot ten vigen dat drincke vnde et wed der den kolden dampen vnde ambor sticheyt vmme de borst also schrift platearius vnde diascorides.
366.1,ysope soycke in. i. ysope. yszeche soycke stockwort yuesche is ok in i. yseren hart soycke in i. yuenloff yne vuenholt. edera edera nigra edera repens wasset gherne in kolden ste den edder landen.  yffloffsap in de nesze ghedan suuert houet vnde sachtiget syne kranckheyt.  des swarten yffloff sap macket de vrowen vnvruchtbar na orer tyt ghe druncken.  des swarten yffloff holt klar dodet de lusze vnde de har erst thu vt vnde strick dar in so en wassen se nicht mer. also schrifft vincencius in speculo libro. ix.
367.1,ywenbom yvenbom tamaristus tamatrix tamarystera hefft vette blede alle tyd grone is is heyter vnde droger nature gro ne versch is se aldernuttest in art die.  de kolle myt den bladen in wyne gesoden drinck auent vnde mor ghen vnder tyden warm ys gudt wedder de bestoppinge leueren edder mylten edder we drepende pis set.  de suluen twey macke to pul uer des nutte in dyner spyse. wedder de suluen sucke ock in dyneme drancke ghenuttet.  eyn bekere edder eyn andere vat van der wor telen edder van deme holte dar drink alle tyd vth wedder de suluen suke dat sulue ys ock gudt wedder de lenden sucke.  de borcke is beter wan de blade in artzedie wente hyre platearius  ywenbom blade sut in wyne dat holt in dyneme mun de wan dyne thene wey don. ok so dorch vreten de worme dat the ne vleysch nicht  des holtes edder borcke edder blade in watere geso den vnde des gedruncken des auen des vnde morgens vnde dat lyff ho uet vnde kledere dar ynne gewasz schen so steruet de lusze wente hyre auicenna sequitur nunc. de do ghede der watere.
368.1,water van ysopen is gudt der drogen borst de enge vnde struff ys vnde de hy ghet. ok wedder den hosten wedder alle sucke der lungen de wermet id des morgens nochterne genuttet. water van ysernharte is gut wed der vorgifft wedder de tarcianen kolde ouer den dridden dach. wedder eyn kranck houet nochterne ghenuttet vnde de hud wyttet yd dar mede ghewasschen etc.
368.2,water van keruelen. starcket dat herte de synne vnde is gud noch terne gedruncken wedder dat kolde alle daghe wedder dat kranke bre ghen de krancke syden wedder vp blasinghe der lunghen vnde brickt den steyn.
368.3,water van kruzemynten hefft macht alse de mynte ore macht hefft.
368.4,water van luchteken is gut wedder swymen des houedes wedder kolde vuchtnisse des houedes ok liues ghedruncken nochterne ok vppe de krampen vppe dat bosze vur in den boszen sweren vnde wunden.
368.5,water van luchteken in de oghen vnde de oghen dar mede bestreken vorclaret dat ghesichte.
368.6,water van venekol nochterne ge druncken vordrifft alle blasende suke in deme lyue vnde vmme de borst vnde suuert den magen.
368.7,dat sulue water myt schelwordt.
368.8,watere myt reyneme honnige tho hoppe warm ghemenget vmme de oghen ghestreken vorclaret dat ge sichte venekol water warm in de oren ghedan dodet de worme
368.9,water van ghenszekerszen warm ghedruncken vordrifft dat blod bo uen vnde nedden.
368.10,water van bonen blomen vnde des krudes kolle to hope ghedruncken is wedder vorgyfft vnde de hud vn de dat antlate dar mede bestrecken wyttet dat. etc.
368.11,water van wedewinden kolle vnde blomen is also water van bonen. water van aurinen ghedruncken hittet den magen vnde drifft de worme dar vth water van bathonien wermet dat kolde houet vnde magen eyn plaster myt heden vppe de oghen vnde vppe dat houet vppe de dunnynge warm ghelecht
368.12,water van merck vnde polleygen nochterne warm gedruncken hyttet dat kolde houet den kolden magen vnde vordrifft de wyndighen vp rofinge vthe deme maghen.
368.13,water van den wycken kollen vn de blomen van keytzecken vnde hol under auent vnde morgen gedrun ken ock in deme bade is gud deme watersuchtigen. vnde is gud wed der alle schelinge an deme maghen dat sulue water vordryfft brune vlacken dat angesichte auent vnde morgen dar mede ghewasschen.
368.14,eyn mosz edder eyn lactuarium. van den suluen blomen to veyr ed der to vijff malen in der weycken. in deme sommere ghenuttet vnde eyns edder twyge in der weycken dat iar dorch dat beholt gude iogent varwe vnde ys gudt wedder alle boze vuchtnisse des lichammes van wat sacke de komen vnde is gudt wedder bekummeringe vmme de borst. ock wedder den dampen. van dorricheyt.
368.15,water van fiolen blomen ok des krudes kolle vnde van pippelen blomen vnde des krudes kolle gedruncken is gut wedder de feuer hytte vnde let den buk nicht bestoppen ifte hart werden water van fiolen heft de kraft alse rosenwater wan dat id den buk weycket vnde nicht be stoppet vnde is gut in dat sere dar dat vur inne is gedan.  water van wytter vnde bruner godes vorgetenkrude star ket de sinne gedrunken vnde is gud der engen borst vnde is nutte der swangeren vrowen water van rosen wart alder best van wepick rosen vnde is kolder nature. vnde gedrunken auent vnde morgen so kuldet dat sere vnde be stoppet vnde hardet den buck we des vele nuttet.  wermeden wa ter genuttet is gut wedder de wa tersucht van kolder sacke wedder swargemotichect melancolien wed der de vallende sucht iffte suke wed der de harden bestoppeden mylten wedder de spolworme benedden in deme lyue wedder eynen kolden magen wedder krankheyt des ho des van bosezme rocke vthe deme maghen yn de vuchten wunden ge dan droghet se.
368.16,water van byboten ghedruncken opent der netten ganck ok der vrou wen tyd vnde is den vrouwen gudt wan se kindere getelen schullen vnde myt deme suluen watere vnde mit byboten krude de hemelicken stede bestrecken vnde ghebadet.
368.17,water van kamillen soycke in deme bokstaue. c.
368.18,water van yueszchen stockwordt auent vnde morgen genuttet wey ket de swele in deme lyue. dat sul ue krud edder wortele gesoden in watere warm vppe de swele en bu ten weycket se wol.
368.19,water van merck krude vnde syne wortelen petercilien krudt holword krud dar to is gud wedder den steyn in der blaszen vnde reyschet de netten vnde der vrouwen tijd ock wedder de watersucht.
368.20,water van fumus terre fymel ster ne schonecken auent vnde morgen gedruncken dat reyniget allerhande bosze vuchtnisse des lyues in eynes yowelcken mynschen conplex ien vnde in deme bade ghedrunken is id dar ock gud wedder. water van holwort krude mit synen blomen auent vnde morgen genut tet vordrifft flecma vuchtnisse vnde opent der netten ganck vnde bricket den steyn in blaszen ock in neren. water van wylden negelken kru de vnde wortelen hefft de suluen kraft alse holword water. etc.
368.21,water van huslocke kuldet gantz sere ghedruncken edder syn plaster we in deme heiten feuer lijd de drin ke des myt anderem borne water dat kolet inwendich. ok vppe hete swel macke eyn plaster dar van edder des krudes sape. dat sulue vor drifft de hitte der leueren.
368.22,water van seekenneken. require. sebladt vnde krude de vppe den dyken wasset wey dat heyte feuer hefft deme bestrick houet dunnynghe vornhouet den standen aderen senen by den henden eyn plaster myt desseme watere myt ghersten meele midt dem wytten van deme eyge vppe de heyten leueren gema ket kolt. dat sulue also is gut wed der de ghelen sucht dat sulue water des morgens ghedruncken encleyne dat vordrift vth maghen vth le ueren de vnnaturlicheyt alle. wa ter van melden krude nochterne ge druncken vordrifft den kolleren vn de de koller vuchtenisse. van deme dede gheyl gronen sucht hefft. wa ter van petercilien krude nochterne ghedruncken is gudt weme nicht tho etende lustet vnde drifft vth de me bucke bosze wynde. dat sulue water myt suckere ghesoden vnde nochterne ghedruncken loset den hosten vnde alle bosze vuchtenisze vthe deme lyue.
368.23,water van salueygen vnde polley gen nochterne gedruncken dat sach tet den hosten. dat anghesichte rey niget id gelesucht. lichtet schorf. iuc kent. weydagen in den ledematen vnde den bloud vlote vormynret id. dat sulue water myt beuergeylen ghesoden vnde negen morgen noch terne gedrunken wermet alle mins licke nature vnde vorlenget dat na turlicke leuent myt guder regeringe water van krude dat heth schorff word edder knopword is gut wed der syden sucke. wedder lungen su ke wedder swel in deme lyue vnde su uert de borst der olden lude nochterne ghedruncken vnde is gut vp pe eyn bose lockerichtich swel dat antrax andrake het gelecht.
368.24,water van ertberen vordrift de vlac ken in den oghen in deme antlate dar in edder vp gedan warm id si van kolder edder van heyter sake ock droghet id de trane der ogen. vnde vorluchtet dat ghesichte wan de hindernisse nicht alto olt is.
368.25,dat sulue water vordrifft de blad deren der vthsettescheit in deme ant late wan se nicht alto old syn dar mede bestrecken dat is so bevunden nym eynen korff van rische gema ket dar do ripe ertberne in vnde hen ghe in eynen kolden kelre sette eyn reyne gheveyte dar vnder vnde dat water sammele to hope vnde distil lere dat dorch eynen ghlesen helm de in heyteme water sta. so ys dat water gud.
368.26,water van raden blomen van we dewynden blomen vnde wedewin den krudes kolle dat weycket de harden hud vnde vordrifft de vlecken der kolden sake in deme antla te des auendes dar mede ghewass chen vnde des morgens gewasschen mit watere dar weyte clighe vnde bonen meel ynne ghesoden ys.
368.27,water dat in deme meyge vth deme wynstocke druppet wan he besne den is dar henghe eyn enghe glasz vnder vnde beholt dat water des do eynen dropen io in eynen wyn kel des oghen by der nesze warme lichtich dat vorluchtet dat ghesich te dat kranck ys van heyter sacke vnde vordrifft de killinghe vnde de hytte dar van ock dat houet dar mede vackene bestrecken edder ge wasschen macket schone lanck har den vruwesnamen.  wan du dat distyllerest so wert dat alderbest.
368.28,water van wegebreden kruden vn de van krude dat vijff blade edder vijff vyngher heth des drinck myd warmem wyne des morgens dat meteghet edder vordrifft de hyt vmme de borff vnde is gud in heyten te wunden de tuth dat ock tho. hoppe. etc.
368.29,water van krude dat heth wyue krich warm nochterne gedrunken myt lantwyne macket verdich alle vnuerdicheyt des maghen vnde krencket den hofganck de van hit te ys. etc.
368.30,water dat merwater het make al sus nym eyn punt soltes menge myt veyr punt waters vnde beholt dat na der wyse so makes vele edder luttick wan du des bederfst wente hyre de ervaren dynck vnde vthe meyster azonis vnde meyster ro gerij schrifften. etc.
369.0,nu volget hire vele oly nutticheit
369.1,olye van rosen is kolder na ture wan du one maken wult heffstu neynen bom olye so nym walnotte olye edder gu de meysche reyne ko botteren ane solt in noden anders yo van bom olye van dreuolden verschen rosen edder wepen rosen in noden. myt deme rosen olye myt bom olye gemacket in deme heyten feuere dat we de heyten sucht heten bestrick houet vornhouet dunnynge de clop peden aderen an henden an den enc kelen der voyten dat sachtet de hit te vnde ocket den slap dat schaltu ouer nicht don wan dat feuer har de in syner weyckinge is wen wan dat ouer is anders mochte de seyke dar aff steruen.  uppe heyte killen de sweyl mengge roszen olye myd den dodderen van eygeren wol to hope gheslaghen dat is gudt wan dat eyns edder twyghe versch alse eyn plaster dar vp gelecht.  eyn gut plaster van rosen oly eyges do deren vnde eyn halff quentyn opij vordrifft alle hytte alle kellinge al le swel alle kellinge in den ellenbogen in den hant leden in den schul deren in den knigen in den enckelen ok wan de senen dar inne weyk slop synt.  wan hytte ys neddere achter ynne myt sweren edder sericheyt. dar do vp rosezn olye mydt deme wytten van deme eyge. vnde encleyne blywyttes ghemenghet.  dat sulue is gudt vppe heyte leueren in deme bade wyn etick myd roszen olye ghemenget wriff dat lyff dar mede wedder den schorff iuckent. wente hire rogerius et ex lectura super antidotarium nicolai soke ock in r rosze rosenolye.
369.2,oly wan du neynen bom olye heffst vnde syn bederuest so nym meysche reyne ko botteren dar dat solt vth ghetogen sy vnde bedarff de dar vor.
369.3,olye van fyolen hefft de sul uen krafft alle de rosen oly ane dat dusse weycker vnde vuchter vnde bequemer is.
369.4,olye van wytten seeblomen de vppe den dyken edder anderen stande wateren wassen den macke alse rosen olye we nycht slapen mach van hytte des houedes de bestrick myd deme olye dunnynghe vornhouet vnde ok de lede  dussen olye roszen olye myt wasse ghemenget eyne sweden macke dar aff is gut vppe alle hey te swel.  we vele not hefft vmme de borst van hitte edder sine synne kranck synt van deme heyten kolre blode de salue de borst vackene warm dar mede.
369.5,olye van lilien blomen mit bom olye gemaket is gut in allen dingen also de na ture der lilien meister beschreuen heft macke van eynem kleynen syden docke eyne teppecken vnde stecke in lilien olye macke veth vnde stecke warm in de heyten drogen vnnater liken matricen de nicht vrucht en entfangen kan.  wan der vrou wen ore ghemechte sere edder ghe swullen is dat salue se myt lilien oly dat en ys neyne rechtuerdich bade mome de nicht en hefft lilien oly vnde hennepen twerne wan de vro wen kinderen hebben willen dar se by is wente hire magister azon vnde trotula schrifft.
369.6,olye van bylsen vmme sunte iohannes dage to mydden sommer. nym des bilsen kru des kolle vnde blomen in eynen nigen erdenen gropen vul vnde ma ket also men deyget olye macket edder nym bilsen sat in reyne wa ter drey nacht dar na wrinck dat water vth lat dat sad drogen dar na legge dat sad twey nacht in wa ter wringe dat echt vth. vnde lat dat drogen in der sunnen. edder van deme sade make oly alse van mane iff te lyne  myt dem olye bestrick de heyten killende ledematen de hey ten podagra vout sucke.  mit de me suluen olye bestrick de heyten hut de sick aff schellet  de suluen oly menghe myd vrouwen melk vnde bestrik dunnynge vnde vornhouet vnde andere kloppende aderen der arme der enckele antklauwen wed der dat heite feuer dat de heite sucht het ouer nicht in deme dage wan de sucke dick roret.  ok de olye vor drifft gantz sere alle hitte wur du one vp strickest. also hefft practica rogerij. ssoycke oly van soyten mandelen.
369.7,oly van persick kernen strick vppe vnde vmme den nauel der kyndere edder supen se des nochterne so steruen de worme in deme bucke also secht lectura super antidotarium nicolai
369.8,olye van eyges dodderen ys gud vp alle bosze starcke sucke yn den lenden venstere edder wur sick eyn ghebrant hefft edder vppe de cleyne bladdederen vnder den oghen edder vppe de cleynen bladderen de eyn vlecht heytet. nym twyntich eygere edder noch mer sud se hart nym de dode ren vth de dodere brat roste in eynem yseren schapen wente se swart werden so holt den schapen scheyff also heyt vnde drucke myt eynen ande ren breden heyten yseren harde vppe de heyten dodere so vluth dar olye vth. also schrift magister rogerij
369.9,olye van weyte is gud ghe saluet vppe schorff vppe brant vppe vlecht vppe de suluen suke alle alse olye van eygers doderen hire vore. nym guden rey nen wete twysschen twey glogende breyde heyte yserene vnde perse edder drucke dat harde to hope so gheyt swart olye dar vth so secht. rogerius.
369.10,olye van camyllen blomen is gut eyn luttik nochterne ghesopen vnde eyn warm plaster vordrifft de sucke des magen edder vmme de borst van bosen win den. den olye makestu van blomen myt bom olye alse roszen olye also secht de lectura.
369.11,olye van lorberen is hey ter nature dar vmme dar mede ghesaluet edder ghe nuttet vordrifft he de kolden gicht de olden kolden sucke des houedes he is ok also gud wedder de kolk edder de lenden sucke edder de derm sucke edder de sucke in armen edder in beynen vnde weddder aff volich eyt des vleysches edder der ledema te.  ock myt warmem wyne nochterne ghedruncken is he gud der seycken leueren vnde vordrifft de bosen wynde vth deme bucke io doch macket dat walgeringe. in me bade dar mede gesaluet vordrift he den schorff vnde iuckent.  ock is he gud in allen kolden saken wen te hyre dyascorides vnde auicenna vnde rrogerius.
369.12,olye van suren mandelen kernen gesaluet dunnynge vorhouet gifft guden slap vnde de hut vppe deme lyue weycket wyttet se myt roszen olye.  dusse loye myt honnige gesoden in de oren gedan starcket dat houet dodet de worme starcket dat horent.  unde de ogen in der sunnen to sere gebrant eyn plaster myt dusse olye myt was se legge dar vp.  dusse olye myd warmem wyne auent vnde mor gen gedruncken is gud wedder se richeyt inwendich des liues.  ok is he gud der borst der lungen deme houede deme dampen der lenden sucht deme steyne in der blaszen der vruwen matricen wente hyre auicenna vnde plinius libro. xiij.  dusse olye mit honnighe warm vordrift de vlecken des antlates vnde slichtet de grouen naren de van wunden synt.  de sulue olye myt rosen olye mit wit teme was se vnde myd ghestotten lylyen wortelen to hope eyn warm plaster vppe de ogen vordrifft vyn nen vnde schemmeringe so secht ra sis.  de sulue olye is wol toma te warm vnde vucht in deme ande ren grade vnde is gud genuttet mil ten vnde neren.  dussen olye make alse nod olye also secht diascorides
369.13,olye van ruden is gud wedder kolde sake wed der den kulk wedder de lenden sucke warm vppe de syden edder vppe de lenden gestreken alse eyn plaster edder mit eyneme kliste re in dat lijff achter in gegoten. dat sul ue is gud wedder de vallende sucke de nicht van kinde vp is gewesen an dat herte an de dunnynge vppe den bregen ghesaluet edder alse ein plaster edder myt eyneme klystere in dat. lijff ghegotthen. edder ghedaen.
369.14,snyd ruden blade kolle vnde blo men cleyne drucke se tho hope alse eynen clump lath dat in eynen kelre ligghen susz daghe edder achte dar na stot dat vnde sud dat in bom olye in eyneme kettelle myt wate re wente de drudde deyl vor soden is so wrinck dat dorch eynen dock in eyn vat dat is ruden olye.
369.15,olye van garden polleygen is ock gud vppe kolde suke ghesaluet.  de sulue olye starcket der vrouwen matrix vnde suuert se van kolder vuchtnisse also dat se eyn kint entfangen mach nym garden polleygen kolle blader blomen snyd se cleyne vnde to stod se nicht sere do se in eyn steyn vath edder myt bom olye in eyn gud er dene vete dat sette in eynen ketele myt watere lath de polleygen mit deme bom olye dar ynne seyden wen te de drudde deyl des boem olyes vorsoden is so wrinck dat dorch ey nen lynen dock in eyne dichte bussen dat is polleygen olye. etc.
370.1,gvmmy arabicum is klar van arabien dat me to de me blacke deyt edder tho der tynten is heyt vnde vucht in deme ersten grade vnde is dragant gummy in syner nature ghelick
370.2,is dyn tunge struff legghe gummy arabicum in eynen kleynen lynen douck in water dat id werde alse weyck lym dar bestrick de tungen mede  brickestu dy vele vnde beholst dyne spise by dy nicht so drink gummy arabicum puluer vnde kan neel rindecken puluere in watere dar kruszemynten ynne gesoden sy. heffstu den hoffganck van blode so macke puluer van gummy arabicum van wegebreden sade dat nut te in dyner spisze vnde de suluen pul uere sud in roszen water edder in regen watere des drinck warm. edder kolt.  blot dy dyn nese al to vele so menghe puluer gummy ara bicum dracken bloud puluer myd roszen water des do in de nese vnde eyn plaster dar van in dyne dunnyn ghe.  welker vrouwen ore tijt al to vele kumpt de drincke des suluen puluers auent vnde morgen in roszen watere vnde do des vore an. de moder in de hemelicken stede.
370.3,gummy arabicum puluer sud in reghen watere des drinck warm auent morghen wedder de boszen borst wedder den droghen hosten wente hyre platearius circa instans gummy arabicum puluer genut tet dat starcket den magen.  brant van vure dar legghe vp des suluen puluers myt deme wytten van deme eyge so schrifft constantinus.  gum my clar dat vthe deme plumbome kumpt dat temperere myt etecke van wyne edder myt wyne edder myt roszen watere dat is gud den ogen vnde vordrifft ore iuckent. so secht diascorides.
371.1,redick de roue redick ed der beyder redick het de is reyde vorgeschreuen in latyne radix fulgelsandria iodoch hire  uppe de stidde dar dat redick sad gheseyget is besprenge des auendes vackene myt solt watere so werden de wortelen soter vnde de groten blade vacken aff ghebrocken vnde de cleynen blade vackene wed der myt verscher erde vp gehstrau wet so werden de wortelen duste groter.  ock redick sad in honni ghe eyne nacht ghelecht dar na ge seyget werden de wortelen sothe so secht palladius libro. xx.
371.2,ro redick nochterne ghegeten al se eynen roue schadet den ogen stro ten thenen vnde maghen vnde ma ket den athmen stinken.  io doch na etende also gegetten is he gesunt so drifft he de spisze nedder vnde vordauwet se wol so secht diascorides vnde ysaac in dietis.
372.1,merredick pepperen den de lude ghemeynlicken redick heyten in latine rafanus romanus merredick is dryerhande se synt alle drey eyner nature.
372.2,eyn heftt krusze blade de andere slichte. de drudde is wylde de heft slichte korte runde blade des smak is gantz scharp styde. raphanus. wesset wol in kolden vuchten ma geren steden wente hire palladius libro. iiij. plinius libro. xix.
372.3,old elpenbeyn wriff mit verscher merredick wortelen dat wert wit vnde reyne.  dyne hende wryff mydt merredickes nateme sape so machstu slangen an gripen an schaden  wedder alle tokomende vor gyfftnisse ethen de olden wysen mey stere erst vor aller spisze. raphanum walsche note ruden edder vickbonen vnde merck sadt dat sulue vordrifft bosze vuchtnisse.  so secht ysiderus ethimoloyarum. der wor telen do den harden pedick vth de borcken synt cleyne de lat droghen ane sunnen so is se eyn yar gud. io doch se is versch beter.  wedder de harden geswullene mylten edder leueren redick merredick krud vn de sad ghestoet in wyne myt bom olye ghesoden legghe warm vppe den buck vnde borst sup des sodes nochterne warm.  dat sulue also is ock gud wedder de kolden netten pyssen vnde wedder den hof ganck myt blode.  wedder squi nancian dat bosze swel in der stro ten sud redick merredick in honni ghe vnde wyn etecke to hope van dem sode macke in der stroten gar garismum eyne gorgelynge warm vnde spige io dat wedder vth vake ne.  wedder bozen vlote qualster in der borst ock wedder de derff. swynt sucht nutte iffte ethe ghesoden merredick in aller dyner spyse kol vleysch edder vysche
372.4,dat sulue beholt dat lijff ghesund. van velen quaden sucken.
372.5,dar de har vp deme houede vth vallen dar strick vp wriff dat mit merredick sape vnde ghestoet myd hederick raden sade tho hope.
372.6,alle vnrechte varwe brun edder blauwe edder ghel vppe der hudt. bestrick wryff in deme bade myd wyn etecke dar merredick sat yn ne ghestot is.  dat sulue is ock gud wedder de cleynen bladderen ock wedder bladderken de en vlecht heyten.  water van merredick krude bladen vnde encleyne der wor telen dar to. distillere alse rosen wa ter dat drinck nochterne dat vor luchtet de oghen opent de bestoppeden leueren vnde vordrifft de gelen brunen blauwen sucke de ictericia heth.  wedder de watersucht vnde wedder dat lenden ouele. stod sennep myt wyn etecke dar legge merredick wortelen in eyne nacht de edt auent vnde morgen seuen da ge.  wedder de sericheyt in der borst vmme dat herte ock in deme buke sot merredick myt honnige dat nutte auent vnde morgen vijff daghe also grot alse eyn hasselnod. wan den vrouwen dat dar vt val let edder de meylen dat har aff by ten so wriff dat myt merredick sa pe wente hyre dyascorides platea rius auicenna. plinius libro. xx. etc.
373.1,to deme ersten van den wich ten de tho artzedige horen vnde van anderen dingen de men mackenmot dar to.
373.2,aureus donarius is eyn guldene syn ghewichte is ein quentyn vnde eyn luttick mer.  auer in groter artzedie alse intiriaca so is id myn wan eyn quentyn.
373.3,acetabulum weget twey quentyn auellana is ein hasselnot de weyghet eyn quentyn secht auicenna amphora het dre scheppel in orer mate.
373.4,cardus is eyn kanne de hefft dre ammer enberen emmeren.
373.5,ciatus hefft anderhaluen verdink wichte sprick auicenna.
373.6,cocliar eyn leppel vul honnighes weget twey quentyn vnde en lut tick mer sprickt almansor.
373.7,cocliar in artzedie in syner wich te is ein quentyn vnde sesteyn wey te korne secht serapio.
373.8,chorus korner is veyr vnde twyntich hympten vnde ichtes wat mer
