,textstring
2455,ainsi par sa prouesse feurent desconfiz tous ceulx de larmée qui estoient entrez dedans le clous iusques au nombre de treze mille six cens vingt & deux iamays maugis hermite ne se porta sy vaillament à tout son bourdon contre les sarrasins des quelz est escript es gestes des quatre filz haymon comme feist le moyne à lencontre des ennemys avecq le baston de la croix.
2456,comment picrochole print dassault la roche clermaud & le regret & difficulté que feist grangousier de entreprendre guerre.
2457,ce pendent que le moyne sescarmouscha comme avons dict contre ceulx qui avoient entré le clous.
2458,picrochole à grande hastiveté passa le gué de vède avecques ses gens & assaillit la riche clermaud on quel lieu ne luy feut faicte resistance quelconques & par ce quil estoyt ià nuyct delibera en ycelle ville se hebergier soy & ses gens & refraischir de sa cholère pungitive.
2459,au matin prit dassault les boullevars & chasteau & le rempara tresbien : & le proveut de munitions requises pensant là fayre sa retraicte si dailleurs estoit assailly.
2460,car le lieu estoyt fort & par art & par nature à cause de sa situation & assiete.
2461,or laissons les là & retournons à nostre bon gargantua qui est à paris bien instant à lestude de bonnes letres & exercitations athleticqus & le vieulx bon homme grandgousier son père qui après souper se chauffoit les couilles à un beau clair & grans feu & attendent graisler des chastaignes escript on foyer avec un baston bruslé dun bout dont on escharbotte le feu : faisant à sa femme & famille de beaux contes du temps iadys.
2462,un des bergiers qui guardoient les vignes nommé pillot : se transporta devers luy en icelle heure & raconta entierement les excès & pillaiges que faisoyt picrochole roy de lerné en ses terres & dommaines & comment il avoyt pillé guasté sacagé tout le pays excepté le clous de seuillé que frère iean des entommeures avoyt saulvé à son honneur & de present estoyt ledit roy en la roche clermaud : où à grande instance se remparoyt luy & ses gens.
2463,holos holos dist grandgousier quest cecy bonnes gens?
2464,songe ie ou si vray est ce quon me dict?
2465,picrochole mon amy ancien de tout temps de toute race & alliance me vient il assaillir qui le meut?
2466,qui le poinct?
2467,qui le conduict?
2468,qui la ainsi conseillé?
2469,ho ho ho ho ho.
2470,mon dieu mon saulveur ayde moy inspire moy conseille moy à ce quest de faire.
2471,ie proteste ie iure davant toy ainsy me soys tu favorable sy iamays à luy desplaisir ne à ses gens dommage ne en ses terres ie feyx pillerie mais bien au contrayre ie lay secouru de gens dargent de faveur & de conseil en tous cas que ay peu congnoistre son adventaige.
2472,quil me ayt doncques en ce poinct oultragé ce ne peut estre que par lesperit maling.
2473,bon dieu tu cognoys mon couraige car à toy rien ne peut estre celé.
2474,si par cas il estoyt devenu furieux & que pour luy rehabiliter son cerveau tu me leusse ycy envoyé : donne moy & povoir & sçavoir le rendre au iouc de ton sainct vouloir par bonne discipline.
2475,ho ho ho.
2476,mes bonnes gens mes amys & mes beaulx serviteurs fauldra il que ie vous empesche à me y ayder?
2477,las ma vieillesse ne requeroyt dorenavant que repous & toute ma vye nay rien tant procuré que paix.
2478,mais il fault ie le voy bien que maintenant de harnoys ie charge mes pauvres espaules lasses & foibles & en ma main tremblante ie preigne la lance & la masse : pour secourir & guarantir mes pauvres subiectz.
2479,la raison le veult ainsi car de leur labeur ie suys entretenu & de leur sueur ie suys nourry moy mes enfans & ma famile.
2480,ce non obstant ie nentreprandray poinct guerre que ie naye essayé tous les ars & moyens de paix là ie me resolus.
2481,adoncques feist convocquer son conseil & propousa laffayre tel comme il estoyt.
2482,et feut conclut quon envoyroyt quelque homme prudent devers picrochole sçavoir pourquoy ainsi soubdainement estoyt party de son repous & envahy les terres es quelles il navoyt droict quiconques.
2483,davantaige quon envoyast querir gargantua & ses gens affin de maintenir le pays & defendre à ce besoing.
2484,le tout pleut à grandgousier & commenda que ainsi feust faict.
2485,dont sus lheure envoya le basque son laquays querir à toute diligence gargantua et luy escripvit comme sensuyt.
2486,la teneur des letres que grandgousier escryvoyt à gargantua.
2487,la ferveur de tes estudes requeroyt que de long temps ne te revocasse de cestuy philosophicque repous sy la confiance de nos amys & anciens confederez neust de present frustré la seureté de ma vieillesse.
2488,mays puis que telle est cette fatale destinée que par yceulx soys inquieté : es quelz plus ie me repousoye force me est te rappeller au subside des gens & biens qui te sont par droict naturel assiez.
2489,car ainsi comme debiles sont les armes au dehors si le conseil nest en la maison : aussi vaine est lestude & le conseil inutile : qui en temps oportun par vertu nest executé & son effect reduict.
2490,ma deliberation nest poinct de provocquer mays de apayser dassaillir mays defendre : de conquester mays de guarder mes feaulx subiectz & terres hereditaires.
2491,es quelles est hostilement entre picrochole sans cause ny occasion et de iour en iour porsuyt sa furieuse entreprinse avecques excès non tolerables à personnes libères.
2492,ie me suis en debvoir mys pour moderer sa cholère tyrannicque luy offrent tout ce que ie pensoys luy povoir estre en contentement & par plusieurs foys ay envoyé amiablement devers luy pour entendre en quoy par quoy & comment il se sentoyt oultragé mays de luy nay eu responce que de voluntaire deffiance & que en mes terres pretendoyt seulement droict de bien seance.
2493,dont iay congneu que dieu eternel la laissé au gouvernail de son franc arbitre & propre sens qui ne peut estre que meschant sy par grace divine nest continuellement guydé : & pour le contenir en office & reduyre à cognoissance me la ycy envoyé à molestes enseignes.
2494,pourtant mon filz bien amé le plus toust que faye pourras ces letres veues retourne à diligence secourir non tant moy ce que toutesfoys par pitié naturellement tu doibs que les tiens lesquelz par raison tu peuz saulver et guarder.
2495,lexploict sera faict à moindre effusion de sang que sera possible.
2496,et si possible est par engins plus expediens cautèles & ruses de guerre nous saulverons toutes les ames : & les renvoyerons ioyeux à leurs domiciles.
2497,treschier filz la paix de christ nostre redempteur soyt avecques toy.
2498,salue ponocrates gymnastes & eudemon de par moy.
2499,du vingtiesme de septembre ton père grandgousier.
2500,comment ulrich gallet feut envoyé devers picrochole.
2501,les letres dictees & signées grandgouzier ordonna que ulrich gallet maistre de ses requestes homme saige & discret duquel en divers & contencieux affaires il avoyt esprouvé la vertus & bon advys allast devers picrochole pour luy remonstrer ce que par eulx avoit esté decreté.
2502,en celle heure partit le bonhomme gallet & passé le gué demanda au meusnier de lestat de picrochole : lequel luy feist responce que ses gens ne luy avoient laissé ny coq ny geline & quilz sestoient enserrez en la roche clermaud & quil ne luy conseilloyt poinct de proceder oultre de peur du guet car leur fureur estoit enorme.
2503,ce que facilement il creut & pour celle nuict hebergea avecques le meusnier.
2504,au lendemain matin se transporta avecques la trompette à la porte du chasteau & requist es guardes quilz le feissent parler au roy pour son profit.
2505,les parolles annoncées au roy ne consentit aulcunement quon luy ouvrit la porte mays se transporta sus le boulevard & dit à lembassadeur.
2506,qui a il de nouveau?
2507,que voulez vous dyre?
2508,a doncques lembassadeur propousa comme sensuyt.
2509,la harangue faicte par gallet à picrochole.
2510,plus iuste cause de douleur naistre ne peut entre les humains que si du lieu dont par droicture esperoient grace & benevolence ilz recepvent ennuy & dommaige.
2511,et non sans cause combien que sans raison plusieurs venuz en tel accident ont ceste indignité moins estimé tolerable que leur vie propre & en cas que par force ny aultre engin ne lont peu corriger se sont eulx mesmes privez de ceste lumière.
2512,doncques merveille nest si le roy grandgouzier mon maistre est à ta furieuse & hostile venue saisy de grand desplaisir & perturbé en son entendement merveille seroit si ne lavoient esmeu les excès incomparables qui en ses terres & subiectz ont esté par toy et tes gens commis es quelz na esté obmis nul exemple dinhumanité.
2513,ce que luy est tant grief de soy par la cordiale affection de laquelle a chery ses subiectz que à mortel homme plus estre ne sçauroit toutesfoys sus lestimation humaine plus grief luy est en tant que par toy et les tiens ont esté ces griefz et tords faictz.
2514,qui de toute memoyre et ancienneté aviez toy & tes pères une amitié avecques luy & tous ces ancestres conceue laquelle iusques à present comme sacrée ensemble aviez inviolablement maintenue guardée & entretenue si bien que non luy seullement ny les siens mais les nations barbares poictevins bretons manseaux et ceulx qui habitent oultre les isles de canarre & isabella ont estimé aussi facile demollir le firmament & les abysmes eriger au dessus des nues que desemparer vostre alliance : & tant le ont dedoubtée en leurs entreprinses que nont iamais ouzé provoquer irriter ny endommaiger lun par craincte de laultre.
2515,plus y a.
2516,ceste sacrée amytié tant a emply ce ciel que peu de gens sont auiourdhuy habitans par tout le continent & isles de locean qui ne ayent ambitieusement aspiré estre receuz en icelle à pactes par vous mesmes conditionnez : autant estimant vostre confederation que leurs propres terres & dommaines.
2517,en sorte que de toute memoyre na esté prince ny ligue tant esserée ou superbe qui ait ouzé courir sus ie ne dys pas vos terres mais celles de vos confederez.
2518,et si par conseil precipité ont encontre eulx attempté quelque cas de nouvelleté le nom & tiltre de vostre alliance entendu ont soubdain desisté de leurs entreprinses.
2519,quelle furie doncques vous esmeut maintenant toute alliance brisée toute amytié conculquée tout droit trespassé envahir hostilement ses terres sans en rien avoir esté par luy ny les siens endommaigé irrité ny provoqué?
2520,où est foy?
2521,où est loy?
2522,où est raison?
2523,où est humanité où est crainte de dieu?
2524,cuyde tu ces oultraiges estre recellées es espritz eternelz & au dieu souverain qui est iuste retributeur de vos entreprinses?
2525,si le cuyde tu te trompe car toutes choses viendront à son iugement.
2526,sont ce fatales destinées ou influences des astres qui voulent mettre fin à tes ayzes & repous?
2527,ainsi ont toutes choses leur fin & periode.
2528,et quand elles sont venues à leur poinct supellatif elles sont en bas ruinées car elles ne peuvent longtemps en tel estat demourer : cest la fin de ceulx qui leurs fortunes & prosperitez ne peuvent par raison & temperance moderer.
2529,mais si ainsi estoit phée & deust ores ton heur & repos prendre fin failloit il que ce feust en incommodant à mon roy : celluy par lequel tu estoys estably?
2530,si ta maison debvoit ruiner failloit il quen sa ruyne elle tombast suz les atres de celluy qui lavoyt aornée?
2531,la chose est tant hors les mettes de raison tant abhorrente de sens commun que à pene peut elle estre par humain entendement conceue : & tant demourera non creable entre les estrangiers iusques à ce que leffect asseuré & tesmoigné leur donne à entendre que rien nest ny sainct ny sacré à ceulx qui se sont emancipez de dieu & raison pour suyvre leurs affections perverses.
2532,si quelque tort eust esté par nous faict en tes subiectz & dommaiges si par nous eust esté porté faveur à tes mal vouluz si en tes affaires ne te eussions secouru si par nous ton nom et honneur eut esté blessé : ou pour mieulx dyre si lesperit calumniateur tentant à mal te tyrer eust par fallaces espèces & phantasmes ludificatoyres mys en ton entendement que envers toy eussions faict chose non digne de nostre ancienne amytié tu debvoys premier te enquerir de la verité puis nous en admonester.
2533,et nous eussions tant à ton gré satisfaict que eusse occasion de toy contenter.
2534,mais o dieu eternel quelle est ton entreprinse?
2535,vouldroys tu comme tyrant perfide piller ainsi & dissiper le royaulme de mon maistre?
2536,le as tu esprouvé tant ignave & stupide quil ne voulust : ou tant destitué de gens dargent de conseil & dart militaire quil peust resister à tes iniques assaulx?
2537,depars dicy presentement & demain pour tout le iour soye retiré en tes terres sans par le chemin faire aulcun tumulte ny force.
2538,et paye mille bezans dor pour les dommaiges que tu as faict en ces terres.
2539,la moytié payera demain laultre moytié payeras es ides de may prochainement venant : nous delaissant ce pendent pour houstaige les ducs de tournemoule de basdefesses & de menuail ensemble le prince de gratelles & le viconte de morpiaille.
2540,comment grandgouzier pour achapter paix feist rendre les fouaces.
2541,a tant se teut le bonhomme gallet mays picrochole à tous ses propos ne respondit aultre chose si non venez les querir : venez les querir.
2542,ils ont belle couille & molle.
2543,ilz vous brayeront de la fouace.
2544,adoncques sen retourne vers grandgousier lequel trouva à genoux teste nue encline en un petit coing de son cabinet pryant dieu quilz vouzist amollir la cholère de picrochole & le mettre au poinct de raison sans y proceder par force.
2545,quand veit le bon homme de retour il luy demanda.
2546,ha mon amy mon amy quelles nouvelles mapportez vo?
2547,il ny a dist gallet ordre cest homme est du tout hors du sens & delaissé de dieu.
2548,voyre mays dist grandgousier mon amy quelle cause pretend il de cest excès?
2549,il ne me a dist gallet cause quelconques exposé.
2550,sy non quil ma dict en cholère quelques motz de fouaces.
2551,ie ne sçay si lon auroyt poinct faict doultrage à ses fouaciers ie le vieulx dist grandgousier bien entendre davant quaultre chose deliberer sur ce que seroyt de fayre.
2552,allors manda sçavoir de cest affayre & trouva pour vray quon avoyt prins par force quelques fouaces de ses gens & que marquet avoyt eu un coup de tribard sus la teste.
2553,toutesfoys que le tout avoyt esté bien payé & que ledict marquet avoyt premier blessé forgier de son fouet par les iambes.
2554,et sembla à tout son conseil que en toute force il se doibvoyt defendre.
2555,ce non obstant dist grandgouzier.
2556,puys quil nest question que de quelques fouaces ie assayeray le contenter car il me desplaist par trop de lever guerre.
2557,adoncques senquesta combien on avoyt prins de fouaces et entendent quatre ou cinq douzaines commenda quon en feist cinq charretées en icelle nuyct & que lune feust de fouaces faictes à beau beuure beaux moyeux deufz beau saffran & belles espices pour estre distribuée à marquet & que pour ses interestz il luy donnoyt sept cens mille philippus pour payer les barbiers qui lauroient pensé & dabondant luy donnoyt la mestayrie de la pomardière à perpetuité franche pour luy & les siens.
2558,pour le tout conduyre & passer fut envoyé gallet.
2559,lequel par le chemin feist cuillir près de la saulloye force grands rameaux de cannes & rouzeaux & en feist armer autour leurs charrettes & chascun des chartiers & luy mesmes en tint un en sa main : par ce voulant donner à congnoistre quilz ne demandoient que la paix & quilz venoyent pour lachapter.
2560,eulx venuz à la porte requirent parler à picrochole de par grandgousier.
2561,picrochole ne voulut oncques les laisser entrer ny aller à eulx parler & leur manda quil estoyt empesché mays quilz dissent ce quilz vouldroient au capitaine toucquedillon lequel affeustoyt quelque pièce sus les murailles.
2562,adoncq luy dict le bon homme.
2563,seigneur pour vous rescinder toute ance de debat & houster toute excuse que ne retournez en nostre première alliance nous vous rendons presentement les fouaces dont est la controverse.
2564,cinq douzaines en prindrent nos gens : elles furent tresbien payeez nous aymons tant la paix que nous en rendons cinq charrettes : desquelles ceste icy sera pour marquet qui plus se plainct.
2565,dadventaige pour le contenter entierement voy là sept cens mille philippus que ie luy livre & pour linterest quil pourroyt prendre ie luy cède la mestayrie de la pomardière à perpetuité pour luy & les siens possedable en franc alloy.
2566,voyez cy le contract de la transaction.
2567,et pour dieu vivons dorenavant en paix & vous retirez en vos terres ioyeusement cedant vostre place icy en laquelle navez droict quelconques comme bien le confessez et amys comme par avant.
2568,toucquedillon raconta le tout à picrochole & de plus en plus envenima son couraige luy disant : ces rustres ont belle peur.
2569,par dieu grangouzier se conchie le pouvre beuveur ce nest pas son cas daller en guerre mais ouy bien de vuider les flascons.
2570,ie suis dopinion que retenons ces fouaces & largent et au reste nous hastons de remparer icy pour suivre nostre fortune.
2571,mais pensent ilz pas bien avoir affaire à une duppe de vous paistre de ces fouaces?
2572,voilà que cest le bon traitement & la grande familiarité que leurs avez par cy davant tenue vous ont rendu envers eulx contemptible.
2573,oignez villain il vous poindra.
2574,poignez villain il vous oindra.
2575,cza cza cza dist picrochole sainct iacques ilz en auront faictez ainsi quavez dict.
2576,dune chose dist toucquedillon vous vieulx ie advertir.
2577,nous sommes icy assez mal avitaillez : & pourveuz maigrement des harnoys de gueule.
2578,si grangouzier nous mettoit siège dès à present men irois faire arracher les dens toutes seulement que troys me restassent autant à vos gens comme à moy avec icelles nous navangerons que trop à manger nos munitions.
2579,nous dist picrochole naurons que trop mangeailles.
2580,sommes nous icy pour manger ou pour batailler?
2581,pour batailler vrayement dist toucquedillon.
2582,mais de la panse vient la dance.
2583,et où faim règne : force exule.
2584,tant iazer : dist picrochole.
2585,saisissez ce quilz ont amené.
2586,adoncques prindrent argent & fouaces & beufz & charrettes.
2587,et les renvoyèrent sans mot dire si non que plus naprochassent de se près pour la cause quon leur diroit demain.
2588,ainsi sans rien faire retournèrent devers grandgouzier & luy contèrent le tout : adioustans quil nestoyt aulcun espoir de les tyrer à paix si non à vive & forte guerre.
2589,comment certains gouverneurs de picrochole par conseil precipité le mirent on dernier peril.
2590,les fouaces destroussées comparurent davant picrochole les duc de menuail comte spadassin et capitaine merdaille et luy dirent sire auiourdhuy nous vous rendons le plus heureux & plus chevalureux prince qui oncques feut depuis la mort de alexandre macedon.
2591,le moyen en est tel vous laisserez icy quelque capitaine en garnison avec petite bande de gens pour garder la place laquelle nous semble assez forte : tant par nature que par les rampars faicts à votre invention.
2592,vostre armée partirez en deux comme trop mieulx lentendez.
2593,lune partie yra ruer sur ce grandgozier et ses gens.
2594,par icelle sera de prime abordée facillement deconfit.
2595,là recouvrerez argent à tas.
2596,laultre partie en ce pendent tirera vers onys sanctonge angomoys & gascoigne : ensemble perigot medoc & elanes.
2597,sans resistence prendront villes chasteaulx & forteresses.
2598,a bayonne à saint iehan de luc à fontarabie saysirez toutes les naufz & coustoyant vers gallice & portugal pillerez tous les lieux maritimes iusques à ulisbone ou aurez renfort de tout equipage requis à un conquerent.
2599,par le corbieu hespaigne se rendra car ce ne sont que madourrez.
2600,passerez par lestroict de sybille & là erigerez deux colunnes plus magnificques que celles de hercules à perpetuelle memoire de vostre nom.
2601,et sera nommé cestuy destroict la mer picocholine.
2602,passée la mer picrocholine voicy barberousse qui se rend vostre esclave.
2603,ie dist picrochole le prandray à mercy.
2604,voyre dirent ilz pourveu quil se face baptizer.
2605,et oppugnerez les royaulmes de tunix de hippes hardiment toute barbarie.
2606,en passant oultre retiendrez en vostre main maiorque sardaine corsicque & aultres isles de la mer ligusticque & baleare.
2607,coustoyant à gausche dominerez toute la gaule narbonicque provence & allobroges genes florence lucques & à dieu seas rome.
2608,le pouvre monsieur du pape meurt desià de peur.
2609,par ma foy dist picrochole ie ne luy baiseray sa pantoufle prinze italie voylà naples calabre apoulle et sicile toutes à sac.
2610,et malthe avecq.
2611,ie vouldrois bien que les plaisans chevaliers iadicts rhodiens vous resistassent pour veoir de leur urine.
2612,ie iroys dist picrochole voluntiers à laurette.
2613,rien rien dirent ilz ce sera au retour.
2614,de là prendrons candie cypre rhodes & les isles cyclades.
2615,et donnerons sus la morée.
2616,nous la tenons.
2617,sainct treignan dieu gard hierusalem.
2618,car le soubdan nest pas comparable à vostre puissance.
2619,ie dist il feray doncques bastir le temple de solomon.
2620,non dirent ilz encores.
2621,attendez un peu : ne soyez iamais tant soubdain à vos entreprises.
2622,sçavez vous que disoit octavien auguste?
2623,festina lente.
2624,il vous convient premierement avoir lasie minour carie lycie pamphilie cilicie lydie phrygie mysie betune charazie satalie samagari castamena luga savasta : iusques à euphrastes.
2625,voyrons nous dist picrochole babylone & le mont sinay?
2626,il nest dirent ilz ià besoing pour ceste heure.
2627,nest ce pas assez tracassé de avoir oultre passé les monts caspiens avoir transfreté la mer hircane & chevauché les deux armenies & les troys arabies?
2628,par ma foy dist il nous sommes affolez?
2629,ha pauvres gens quoy?
2630,dirent ilz que boyrons nous par ces desers?
2631,nous dirent ilz avons ià donné ordre à tout.
2632,par la mer siriace vous avez neuf mille quatorze grands naufz chargées des meilleurs vins du monde elles arrivèrent à iaphes.
2633,là se sont trouvez vingt & deux cent mille chameaux & seize cens elephans lesquelz avez prins à une chasse environ sigeilmes lors que entrastes en lybie : & dabondant eustes toute la caravane de la mecha.
2634,ne vous fournirent ilz pas de vin à suffisance?
2635,voyre mays dist il nous ne beumez poinct frais.
2636,ha dirent ilz par la vertus non pas dun petit poisson un preux un conquerent un pretendent & aspirant à lempire univers ne peut pas tousiours avoir ses aizes.
2637,dieu soit loué que estez venu vous et voz gens saufz & entiers iusques au fleuve du tigre.
2638,mais dist il que faict ce pendent la part de nostre armée qui desconfit ce villain humeux grandgousier?
2639,ilz ne chomment pas dirent ilz nous les rencontrerons tantost.
2640,ilz vous ont pris bretaigne normandie flandres haynault barband artoys hollande selande ilz ont passé le rhein par sus le ventre des sueves & lanquenetz & part dentre eulx ont dompté luxembourg : louraine la champaigne savoye iusques à lyon auquel lieu ont trouvé des garnizons retournans des conquestes navales de la mer mediterranée.
2641,et se sont reassemblez en bohème après avoir mys à sac soueve witemberg bavières austriche moravie & stirie.
2642,puis ont donné fierement ensemble sus lubek norvverge svveden richz dace gotthic eugroneland les estrelins iusques à la mer glaciale.
2643,et ce faict conquestèrent les isles orchades & subiuguèrent escosse angleterre & irlande.
2644,de là navigans par la mer fabuleuse & par les sarmates ont vaincu & dominé prussie polonie lithuanie russe valache la transsylvane & hongrie bulgarie turquie & sont à constantinople.
2645,allons nous dist picrochole rendre à eulx le plus toust.
2646,car ie veulx estre aussi empereur de trebizonde.
2647,ne tuerons nous pas tous ces chiens turcs & mahumetistes?
2648,que diable dirent ilz ferons nous doncques?
2649,et donnerez leurs biens & terres à ceulx qui voauront servy honnestement.
2650,la raison dist il le veult.
2651,cest equité.
2652,ie vous donne la carmaigne surie & toute palestine.
2653,ha dirent ilz cyre cest du bien de vous : grand mercy.
2654,dieu vous face bien prosperer.
2655,là present estoit un vieux gentil homme esprové en divers hazars & vray routier de guerre nommé echephron lequel oyant ces propous dist.
2656,iay grand peur que toute ceste entreprinse sera semblable à la farce du pot au laict duquel un cordouannier se faisoit riche par resverie : puis le pot cassé neust de quoy disner.
2657,que pretendez vous par ces belles conquestes?
2658,quelle sera la fin de tant de travaulx & traverses?
2659,ce sera dist picrochole que repouserons à noz aises.
2660,dont dit echephron & si par cas jamais nen retournez?
2661,car le voyage est long & perilleux.
2662,ne vault il pas mieulx que dès maintenant nous repousons sans nous mettre en ces hazars?
2663,o dist spadassin par dieu voicy un bon resveux mais allons nous cacher au coing de la cheminée : & là passons avec les dames nostre temps à enfiller des perles ou à filler comme sardanapalus.
2664,qui ne se adventure na cheval ny mule.
2665,ce dist salomon.
2666,qui trop dist echephron se adventure perd cheval & mulle.
2667,respondit malcon.
2668,baste dist picrochole passons oultre.
2669,ie ne crains que ces diables de legions de grandgouzier.
2670,cependent que nous sommes en mesopotamie silz nodonnoient sus la queue quel remède?
2671,tresbons dist merdaille une belle petite commission laquelle voenvoirez ès moscovites vous mettra en champ pour un moment cinquante mille combatans deslite.
2672,o si vous me faictes vostre lieutenant ie renye la chair la mort & le sang.
2673,ie tueroys un pigne pour un mercier.
2674,ie mors ie rue ie frape ie tue.
2675,suz suz dist picrochole quon depesche tout : & qui me ayme si me suyve.
2676,comment gargantua laissa la ville de paris pour secourir son pays & comment gymnaste rencontra les ennemis.
2677,en ceste mesme heure gargantua qui estoit yssu de paris soubdain les lettres de son père leues : sus sa grand iument sen venant avoit ià passé le pont de la nonnain luy ponocrates gymnaste & eudemon lesquelz pour le suyvre avoient prins checvaulx de poste le reste de son train venoit à iustes iournées amenent tous ses livres & instrument philosophicque.
2678,luy arrivé à parillé feut adverty par le mestayer de gouguet comment picrochole sestoit ramparé à la rocheclermaud & avoit envoyé le capitaine tripet avec grosse armée assaillir le boys de vède & vaugaudry & quilz avoient couru la poulle iusques au pressouer billard & que cestoit chose estrange et difficile à croyre des excès quilz faisoient par le pays.
2679,tant quil luy feit peur & ne sçavoit pas bien que dire ny que faire.
2680,mais ponocrates luy conseilla quilz se transportassent vers le seigneur de la vauguyon qui de tous temps avoit esté leur amy & confederé & par luy seroient mieulx advisez de tous affaires ce quilz feirent incontinent & le trouvèrent en bonne deliberation de leur secourir & feut de opinion quil envoyroit quelquun de ses gens pour descouvrir le pays & sçavoir en quel estat estoient les ennemys affin de y proceder par conseil prins selon la forme de lheure presente.
2681,gymnaste leur offrit dy aller mais il feut conclud que pour le meilleur il menast avecques soy quelquun qui congnoistroit les voyes & destorses & les rivières de lentour.
2682,adoncques partirent luy & prelinguand escuyer de vauguyion & sans effroy espièrent de tous coustés.
2683,cependent gargantua se refraischit & repeut quelque peu avecques ses gens & feist donner à sa iument ung picotin davoyne cestoient soixante & quatorze muys.
2684,gymnaste & son compaignon tant chevauchèrent quilz rencontrèrent les ennemys tous espars et mal en ordre pillans & desrobans tout ce quilz povoient : et de tant loing quilz laperceurent accoururent sus luy à la foulle pour le destrousser : adonc il leur cria messieurs ie suis pauvre diable ie vous requiers quayez de moy mercy.
2685,iay encourez quelque teston nous le boyrons & ce cheval icy sera vendu pour payer ma bien venue : cela faict retenez moy des vostres car iamais homme ne sceut mieulx prendre larder roustir & aprester voyre par dieu demembrer et gourmender poulle que moy qui suis icy & pour mon proficiat ie boy à tous bons compaignons.
2686,lors descouvrir sa ferrière & sans mettre le nez dedans beuvoit assez honestement.
2687,les marroufles le regardoient ouvrans la gueule dung grand pied et tirans les langues comme levriers en attente de boyre après : mais trpiet le capitaine sus ce poinct accourut veoir que cestoit.
2688,adoncq gymnaste luy offrit la bouteille disant.
2689,tenez capitaine beuvez en hardument ien ay faict lessay cest vin de la faye moniau.
2690,quoy dist tripet ce gautier icy se guabèle de no.
2691,qui es tu?
2692,ie suis dist gymnaste pauvre diable.
2693,ha dist tripet puis que tu es pauvre diable cest raison que passez oultre car tout pauvre diable passe par tout sans péage ny gabelle.
2694,mais ce nest de coustume que pauvres diables soient si bien montez : pourtant monsieur le diable descendez que ie aye le roussin & si bien il ne me porte vous maistre diable me porterez.
2695,car iayme fort quun diable tel memporte.
2696,comment gymnaste soupplement tua le capitaine tripet et aultres gens de picrochole.
2697,ces motz entenduz aulcuns dentre eulx commencèrent avoir frayeur et se seignoient de toutes mains pensans que ce feust un diable desguisé & quelquun dentre eulx nommé bon ioan tyra les heures de sa braguette & crya assez hault agios ho theos.
2698,si tu es de dieu sy parle sy tu es de laultre sy ten va.
2699,et pas ne sen alloit ce que entendirent plusieurs de la bande et se departoient de la compaignie.
2700,le tout notant & considerant gymnaste.
2701,pourtant dist semblant descendre de cheval et quand feut pendent du cousté du montouer feist soupplement le tour de lestrivière son espée bastarde au cousté & par dessoubz passé se lancza en lair & se tint des deux piedz sus la scelle le cul tourné vers la teste du cheval.
2702,puis dist.
2703,mon cas va au rebours.
2704,adoncq en tel poinct quil estoit feist la guambade sus un pied tournant à senestre & ne faillit oncq de rencontrer sa propre assiete sans en rien varier.
2705,dont dist tripet ie ne feray pas cestuy là pour ceste heure & pour cause.
2706,bien dist gymnaste iay failly ie vois defaire cestuy sault : lors par grande force & agilité feist en tournant à dextre la gambade comme davant.
2707,ce faict mist le poulce de la dextre sus larczon de la scelle & leva tout le corps en lair se soustenent tout le corps sus le muscle et nerf dudict poulce : & ainsi se tourna troys foys à la quatriesme se renversant tout le corps sans à rien toucher se guinda entre les deux aureilles du cheval osudant tout le corps en lair sus le poulce de la senestre : & en cest estat feist le tour du moulinet puys frapant du plat de la main dextre sus le meillieu de la scelle se donna tel branle quil se assist sus la crope comme font les damoiselles.
2708,ce faict tout à laise passe la iambe droicte par sus la scelle & se mist en estat de chevaicheur sus la crope.
2709,mais dist il mieulx vault que ie me mette entre les arsons : adoncq se appoyant sus les poulces des deux mains à la crope davant soy se renversa cul sus teste en lair & se trouva entre les arsons en bon maintien puys dun sobresault se leva tout le corps en lair et ainsi se tint piedz ioinctz entre les arsons & là tournoya plus de cent tours les bras estenduz en croix & crioyt ce faisant à haulte voix.
2710,ienraige diables ienraige ienraige tenez moy diables tenez moy tenez.
2711,tandis quainsi voltigeoyt les marrouffles en grand esbahissement disoient lun à laultre.
2712,par la mer dé cest un lutin ou un diable ainsi desguisé.
2713,ab hoste maligno libera nos domine : & sen fuyoient à la route regardans darrière soy comme un chien qui emporte un plumail.
2714,lors gymnaste voyant son adventaige descend de cheval : & desguaine son espée & à grands coups chargea sus les plus huppez et les ruoyt à grands monceaulx blessez navrez & meurtriz sans que nul luy resistast pensans que ce fust un diable affamé tant par les merveilleux voltigenens quil avoyt faict que par les propous que luy avoit tenu tripet en lappellant pauvre diable.
2715,si non que tripet en trahison voulut luy voulut fendre la cerveille de son espée lancquenette mais il estoit bien armé & de cestuy coup ne sentit que le chargement & soubdain se tournant lancea un estoc volant au dict tripet & ce pendent que icelluy se couvroit en hault luy tailla dun coup lestomach le colon & la moytié du foye.
2716,dont tomba par terre & tombant rendit plus de quatre potées de souppes & lame meslée parmy les souppes.
2717,ce faict gymnaste se retyre considerant que les cas de hazart iamais ne fault poursuyvre iusque à leur perdiode : & quil convient à tous chevaliers reverentement traicter leur bonne fortune sans la molester ny gehainer.
2718,et montant sus son cheval luy donne des esprons tyrant droict son chemin vers la vauguyon & prelinguand avecques luy.
2719,comment gargantua demolliyt le chasteau du gué de vède et comment ilz passèrent le gué.
