folio,side,par,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
95,rb,2,"o,x,N,9","cc,8,a,m","o,N,a,Z","c^c,2,8,9","4,o,N,o,x","o,N,a,Z","P2,o,m","cc,c,M,c,a,Q","o,M,a,Z","4,o,N,cc,8,9"
95,va,1,"o,M,a,n","9,M,a,Z,a,x","cc,8,9,N,a,n","8,a,Z","4,o,N,c,c,9","x,8,9","o,N,a,n",9,"o,x,a,m","c^c,c,8,a,n"
95,vb,1,"cc,c,9","o,8,a,m","c^c,c,8,9","o,M,a,x","cc,8,9","9,M,9","o,N,a,Z,a,Z","9,M,c^c,c,8,9","o,N,c^c,c,9","o,M,a,x,8,9"
95,vb,2,"o,N,cc,c,8,9","o,N,c,8,9","8,a,Z","cc,M,a,x","P1,cc,o,8,a,m","4,o,8,a,m","c^c,c,o,2","8,cc,o,8,9","o,M,a,Z,8,9","8,o,x,N,a,n"
95,vb,3,"8,a,m","o,M,a,n","cc,c,8,a,m","cc,c,8,a,n",N,"cc,o,8,9","c^c,c,9,N","2,a,n","2,N,cc,?,9","4,o,N,o"
95,vb,4,"cc,c,M,c,9","o,M,o,8,9","o,N,a,m","4,o,8,a,n","x,c^c,c,c","8,a,x","M,cc,8,a,m","8,o,x,N,cc,9","c^c,c,M,c,9","4,o,M,a,m"
96,r,1,"4,o,M,cc,o,2","8,c^c,o","o,M,c,c,o","cc,c,o,8,9","a,Z","cc,2",8,"8,9","o,x","cc,c,o,8,a,n"
96,v,1,"cc,c,o,Z","2,o,8,2,a,Z","8,a,n","cc,c,c,N,c,o","2,o,2,a,Z","2,o,c,M,c,c","cc,c,c,N,c,c,9","o,2","2,a,Z","c,N,c,c,9"
99,r,1,"9,M,c,o,x,8,9?","M,c^c,o,x,8,9","o,P2,a,Z,a,x","o,N,a,Z,a,8,o,Q",$,$,$,$,$,$
99,r,2,"o,N,a,Z,9","2,N,c,c,a,x","2,a,x,o,x","o,N,o,Z","a,n","o,Z,o","2,a,x,o","o,N,9","8,a,Z,a,Z","o,N,a,Z,9"
99,r,3,"o,M,a,x,8,9","o,M,a,x,a,Q","o,N,o,x,o",$,$,$,$,$,$,$
99,r,4,"c,N,c,9","8,a,m","o,N,c,o,x,9","8,a,m","c,N,c,o,x","cc,o,8,9","cc,c,c,9","9,N,o,x","a,x","cc,2"
99,r,5,"cc,c,o,M,cc,9","9,M,c,o,x,8","o,N,c,o,x,9","o,N,9","cc,o,N,9","o,a,Z,a,Z","a,x,o,x,9","o,a,Z,o",$,$
99,r,6,"o,N,c,o,x","4,o,M,o,x","8,a,m","c^c,c,o,x","4,o,M,o,x","o,N,c,c,9","cc,c,c,2","4,o,N,o,x,8","o,N,cc,o,x","4,o,N,a,x"
99,r,7,"8,a,Q","2,o,Z,9","2,a,m,9","c,M","Z,cc,c,9","cc,o,c,N,cc,9","8,a,Z","o,c,N,c,9","o,N,o,?",$
99,r,8,"o,c?N,c,9","cc,o,8,9","a,i,Z","o,m","9,N,c,c,9","c,N,c,c,9","c,N,c,c,9","cc,N,c,c,9","4,o,N,c,9","a,x,2"
99,r,9,"M,o,x,2,a,2,9",$,$,$,$,$,$,$,$,$
99,r,10,"a,8?,a,i,Z,a,Q","o,Z","o,x,2","9,cc,o,Z",c^c,"c^c,c,M,9","o,N,c,c,9","o,N,o,Z","8,a,m","8,9"
99,v,1,"o,Z,a,x,a,2?","8,a,Z,o,x,a,x,9","a,N,a,x,8,o,8,9","o,N,a,Z,a,8?,9",$,$,$,$,$,$
99,v,2,"o,M,o,N,9","a,Z,o,x","o,x,2,9","o,M,a,x,9","a,2,9","8,a,Z","o,x,8,9","cc,9","o,M,a,Z","o,M,o,x,8,9"
99,v,3,"o,x,o,i,Z,a,Q","4,o,N,o,?","c^c,o,c,M,c,9","o,N,o,x","o,N,o,Z,a,m","a,m",2,"cc,o","8,a","c,N,c,9"
99,v,4,"o,2,a,Z,9","o,M,o,x,2,a,Z","2,a,m,o","2,a,Z,9","8,a,m+,c","o,c,c,c,2,a,Z,9",$,$,$,$
99,v,5,"o,x,8,9","o,N,c,o,8,a,x","4,o,N,c,9","o,N,o,x","cc,o,x,c^c,c,9","N,c,c,c,9","c^c,o","4,o,N,c,c,cc,a,Q","c^c,c,o,8,o,x","o,N,c,o,x"
99,v,6,"8,o,x,8,a,Q","o,x,N,9","o,N,c,o,8,a,Z","o,x,c,N,o,Z","cc,o,Z","o,M,a,x","o,N,c,cc,9",$,$,$
99,v,7,"o,N,o,m","cc,o,8,9","cc,c,o,x","o,4,o,c,c,o,x","o,x,o,N,c,c,c,9","8,o,x,?,a,Q","a,m","o,Z","4,o,N,c,c,o,Z","o,x,c^c,9"
99,v,8,"N,c,c,o,x,8,9","o,x","9,cc,o,x","o,N,o,x,8,a,x,9","o,N,a,x","9,N,c,o,x","o,Z,a,x,o,x,9","o,Z","o,N,o,x","o,x,N,c,o,x"
99,v,9,"N,o,x,c,c,a,Z,o,x",$,$,$,$,$,$,$,$,$
100,r,1,"8,a,m,8,9","cc,a,Z","2,a,Z","cc,o,P1,a,Z,9","o,M,c,a,Z","2,o,cc,o,Z,c,P1,c,9","cc,o,2,a,Z,o,c^c,o,x",$,$,$
100,r,2,"2,o,P1,a,Q","8,a,N,o,?,N","2,o,2,a,Q","2,o?,M,9","cc,o,x,2,a,n","o,Z,a,Z,o",$,$,$,$
100,r,3,"8,a,Z,c,a","4,o,N,c,c,o,8,9","cc,o,x","cc,o,Z","4,o,N,c,c,o,x","c^c,o,x","8,cc,c,o,Z","9,N,c,c,c,o","o,M,a,x","Z,a,m"
100,r,4,"o,M,c,o,x","c^c,o,c,N,c,c,9",$,$,$,$,$,$,$,$
100,r,5,"o,N,o,x,2","o,x,cc,c,o,Q","o,Z,o,x","o,N,c,c,o,2",$,$,$,$,$,$
100,r,6,"o,M,o,x,cc,c,9","cc,c,N,c,c,o,8,9","cc,o","cc,c,o,x","cc,o,x","a,x","cc,c,o,x,2","o,N,c,c,o,x","4,o,N,c,o,x","o,x,cc,o,Z"
100,v,1,"2,o,x,2,9","o,P2,cc,o,Z","cc,o,x,2","M,o,x,cc,8",$,$,$,$,$,$
100,v,2,"8,a,x,2,9","8,cc,8,9","9,N,cc,8,9","9,N,cc,o,cc,8,9","2,o,x,c,c,c,2,o,2",$,$,$,$,$
100,v,3,"c,M,c,o,2,a,x","cc,o,2","8,9,N,cc,a,x","9,M,cc,o,x","o,N,cc,c,o,Z",$,$,$,$,$
100,v,4,"cc,o,Z,9","cc,c,N,9","8,a,m","o,Z,c,9","cc,c,o,N,c,o,x","cc,c,c,c,a,x","o,N,a,Z","a,Z,a,Z,o,9","x,9","cc,o,9"
101,r,1,"cc,o,x,8,a,m","o,Z,a,m+","M,c,o,x","c^c,c,9","N,o,Z","4,o,N,c,o,x","?,o,N,c,9","4,o,N,cc,a,x","o,x,cc,c,9","o,x"
101,r,2,"o,c,c,o,Z","2,a,Z","cc,c,o,x",2,"M,c,c,o,x","c^c,c,c,c,N,c,c,9","cc,o,8,a,m","cc,cc,9","c^c,c,c,o,Z","c^c,c,o,N,c,c,9"
101,r,3,"a,n,o,x,8","o,m","o,N,c,o,x,9","N,o,x,c^c,c,9","cc,c,c,o,x","o,x","c^c,o","cc,2,9?","o,x","N,o,Z,a,c,M,c,9"
101,v,1,"2,o,Z,a,x,9","o,M,o,x,9","o,M,a,Z,a,Z","o,Z,a,Z","8,o,N,o,Z","9,M,?,?","o,M,a,x","o,M,a,x,8,9","2,a,i,Z,a,x,9",$
101,v,2,"o,x,a,Z,a,i","o,8,o,Z","8,o,x,a,Z,9","o,x,N,o,Z","8,9,M,o,x,9","o,2,?,?","o,Z,a,Z,a,Q","a,Z,o,Q","o,N,o,x",$
101,v,3,"8,?,8,9","cc,c,o,8,9","8,a,n","?,?,c,o,c,M,c,9","c,M,c,c,9","4,o,c,c,9","a,m","o,Z","cc,c,c,o,8,2","4,N,c,o,8,9"
101,v,4,"cc,c,c,9,N,c,o","cc,c,c,o?,8,9","8,a,m","?,?","8,a,?","c,M,c,c,c,9","cc,o,Z","cc,o,N,c,9",Z,"o,x,cc,o"
101,v,5,"4,N,o,Z","cc,o,x","cc,o,x,a,m","c,M,c,o,x","cc,c,o,x",Z,"?,c,o","?,?","c,M,cc,?","cc,c,o,x"
102,ra,1,"o,M,o,8,c,c,o,8,o,Z",$,$,$,$,$,$,$,$,$
102,ra,2,"8,8?,a?,x?,8?,c^c","o,N?,o?,x,a,x?,9","8,a,c,Z,o,8",$,$,$,$,$,$,$
102,ra,3,"o,N,o,8,a,m","o,x,8,9","9,N,c,c,o,x","8,a,m","8,a,n","4,o,N,o,x","c,N,c,9","cc,o,x","o,Z,a,Z,o,c,N,c,o,x","o,Z,a,n"
102,ra,4,"o,x,c,c,o,x","c^c,o,c,N,c,c,9","4,o,N,c,o,8,o,x","o,N,c,o,8,9","2,o,x,c^c,c,c,9","4,o,c,N,c,9","8,cc,c,o","c,M,c,c,8,9","8,o,x","8,o,x,c,a,8,a,m"
102,ra,5,"o,x,9","cc,o,c,N,c,o","2,o,8,9","o,x,8,a,m","a,Z,o,8,9","9,8,a,Z","8,o,Z","2,a,Z,a,x","8,o,c,o,c,a,2","o,N,c,o,x"
102,rb,1,"?,?","?,?","?,?","?,?","?,?",$,$,$,$,$
102,rb,2,"2,o,2,Z,9","o,M,c,o,8","cc,c,N,c,9","8,o,Z","o,N,c,o,x","4,o,N,c,o,8,9","o,N,o,8,9","8,a,m","cc,o,N,9","cc,o,x"
102,rb,3,"o,N,c,o,8,9","o,c,N,c,9","8,o,x","2,o,m","cc,c,o,8,9","o,N,c,c,9","o,x,o,c,N,c,9","9,M,cc,9","c,M,c,c,c,9","8,o,x"
102,rb,4,"x,cc,c,9","8,o","4,N,c,c,o","cc,c,o,8,9","9,8,c,c,a,x","cc,c,o,2","N,c,c,o,x","9,N,c,c,9","cc,o,8,9","N,c,c,o,8,9"
102,rb,5,"o,8,a,x,9,8,a,?,?","N,o,x,8,a,Z,o,8",$,$,$,$,$,$,$,$
102,va,1,"o,N,o?,2","o,M,o,Z,9","o,M,o,x","o,N,c,o,2","2,a,cc,9","cc?,o,Z","o,Z?,a?,Z",$,$,$
102,va,2,"o,N,o,x,N,9","2,o,a?,i?,8?,9","P2,o,Z,c^c,o,x,2",$,$,$,$,$,$,$
102,va,3,"M,o,?,?","o,x,Z,o,8,a,Z","2,a,Z,o,x","o,P2,cc,9","o,N,o,Z,o,c,c,9","cc,c,o,Z","o,N,o,8,9",$,$,$
102,va,4,"cc,9","o,Z","o,?,c,c,2","o,N,c,9","c^c,c,9","o,N,c,9","o,M,c,o","cc,o,x?","o,N,c,o,Z","o,N,c,o,8,9"
102,va,5,"o,N,o,c,N,c,9","o,N,c,c,o,Z,a,m","a,c,M?,9","o,2,a,i,Z?",$,$,$,$,$,$
102,va,6,"o,Z,a,n","cc,c,c,N,c,9","cc,c,o,Z","9,o,M,a,m","Z,a,m","o,N,c,c,o","9,N,c,c,9","c^c,o","cc,o,2","o,N,c,9"
102,vb,1,"o,P2,cc,9,M,c?,9?","9,P2,o,Z,9","8,a,n,2,a,x,9","o,N,c,o,8,9","o,N,c,o,8,9",$,$,$,$,$
102,vb,2,"N,c,o,Z,a,m?",$,$,$,$,$,$,$,$,$
102,vb,3,"a,c,N,c,c,N,9","o,M,c,o,x","c,N,c,c,9","cc,c,o,Z","cc,o,Z","2,a,n,Q","cc,c,c,9","o,a,m","4,o,N,a,Z","8,a,m"
102,vb,4,"o,P2,cc,8,a,Z,8","x,o,2,a,x,o,8,9","9,P2,cc,o,x,9",$,$,$,$,$,$,$
102,vb,5,"cc,c,o,x","4,o,o,Z","c,N,c,c,9","9,2,a,m","o,N,cc,o,8,9","o,8,a,n","cc,c,o,Z","o,x","4,o,c,N,c,c,9","c^c,c,o,8,9"
103,r,1,"a,x,9","cc,c,8,a,Z","x,o,M,9","cc,8,a,Z,o,x","o,N,c,9","4,o,N,c,c,9","o,N,c,8,9","4,o,N,c,8,9","9?,c^c,8,a,n","cc,a?,x"
103,r,2,"c^c,c,8,9","o,x","4,a,c,8,9","o,N,c,c,o,8,9","4,o,N,c,c,9","o,x,c^c,c,8,9","c^c,c","cc,c,9","2,a,n","a,Q"
103,r,3,"N,c,cc,8,9,x,o","?,M?,a,x","x?,M,?,?,8,9","?,P1,c,c,o","4,o,M,a,Z,a,8,cc,c,9","4,o,i,2,a,x","o,N,c,c,c,9","Z,a,n","o,N,c,9","cc,c,8,9"
103,r,4,"o,M,c,8,9","a,m","c^c,a,Z","4,o,N,c,o,x,N,c,c,8,9","o,M,c,c,9","c^c,c,N,c,9","c^c,c,9","o,a,n","8,a,c,N,c,9,N,9","N,c,9"
103,r,5,"c^c,N,a,n","4,o,M,c,9","c^c,a,x","4,o,N,c,c,9","4,o,M,c,8,9","4,o,N,9","cc,c,M,c,9","cc,N,a,n","cc,c,9","a,m"
103,r,6,"o,Z,a,n","o,M,9","4,o,N,a,x","cc,c,N,c,9","4,o,N,c,c,9","4,o,N,c,9,N,c,c,8,9","c^c,c,9","2,a,Z","c^c,N,9","M,cc,c,9"
103,r,7,"o,x,o,Z","c^c,c,8,9","4,o,N,a,n","c^c,c,9","4,o,N,a,m","c^c,c,N,c,9","9,cc,a,n","x,Z","x,N,x,8,9","o,N,a,Z,a,x"
103,r,8,"c^c,o,x","cc,c,N,c,9","x,cc,c,8,9","c^c,c,c,N,c,9","8,a,m","o,P2,cc,9","o,M,a,Z","cc,c,P2,a,Z","cc,c,M,c,9","4,o,M,a,Z"
103,r,9,"x,o,M,o,2","c^c,c,9","o,x,cc,c,c,8,a,Z","c^c,c,9","4,o,M,c,c,9","o,N,c,c,9","o,M,c,c,8,9","o,x","o,M,c,c,9","o,N,a,n"
103,r,10,"cc,c,8,9","cc,a,x","4,o,N,c,c,9","4,o,cc,c,9","c^c,o,N,c,c,9","4,o,N,c,c,c,cc,9","x,N,c,c,8,9","cc,c,c,9","o,x","a,n"
103,r,11,"o,Z,a,m","c^c,c,M,c,9","o,M,c,8,9","c^c,c,M,9","4,o,N,a,x","4,o,N,c,8,9","c^c,c,8,9","o,N,c,c,9","cc,M,9","o,N,a,m"
103,r,12,"cc,c,c,8,a,x,a,m","o,c^c,c,9","c^c,c,o,8","c^c,c,8,9","4,o,M,a,i,x","9,M,c,c,8,9","c^c,c,8,9",9,"4,o,N,a,x","cc,o,x,8,9"
103,r,13,"4,o,M,c,c,9","o,M,c,9","c^c,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","o,N,c,c,8,9","cc,c,8,9","o,N,o,o,x","x,cc,c,Q","9,N,c,c,8,9"
103,r,14,"o,M,c,c,9","c^c,c,8,9","4,o,M,a,x","x,c^c,c,c,9","4,o,N,c,c,9","9,N,c,c,8,9","o,N,c,c,9","c^c,c,8,9","x,o,N,a,n","cc,c,c,N,c,9"
103,r,15,"cc,a,x,a,x","cc,c,o,x,c^c,9","c^c,c,o,x","M,c^c,c,9","8,a,x","4,o,N,a,x","4,o,N,c,c,8,9","c^c,c,9","N,c,c,o,2","c^c,o"
103,r,16,"o,M,c^c,c,8,9","c^c,c,a,x","c^c,c,9","4,o,N,c,c,9","o,8,c,c,c,9","4,o,N,a,m","c^c,o,N,c,9","o,N,c,c^c,c,8,9","c^c,c,c,8,9","4,o,N,a,x"
103,r,17,"o,x,o,Z,a,m","x,cc,c,c,8,9","4,o,N,a,x,9","x,cc,c,9",x,"o,N,c,c,o","2,c^c,c,c,9","cc,c,8,a,i","x,a,m","o,x"
103,r,18,"cc,c,o,2,a,m","c^c,c,9","cc,c,M,c,c,9","2,a,m","4,o,M,a,n","cc,c,c,9","4,o,N,a,n","o,N,c,c,9","4,o,N,c,c,9","cc,c,9"
103,r,19,"4,o,M,9","4,o,N,c,9","8,a,Z,cc,c,8,9","4,o,M,c,c,c,9","8,c^c,c,c,9","x,o,M,9","x,cc,c,8,9","4,o,N,c,c,9","4,o,N,c,c,9","cc,c,8,9"
103,v,1,"9,N,c,c,8,9","4,o,M,c,c,8,9","o,x","x,N,c,c,2","o,N,c,c,9","4,o,N,c,c,9","9,cc,c,c,9","4,o,N,a,n","4,o,N,c,c,9","o,N,c,c,8,9"
103,v,2,"o,N,c,c,9","cc,c,N,a,a,x","8,a,i,Z","o,x,c^c,c,c,9","c^c,c,9","2,a,n","cc,c,8,9,8,9","o,x","4,o,N,a,m","c^c,c,8,9"
103,v,3,"c^c,c,8","4,o,N,a,x","4,o,N,9","o,x,N,c,c,c^c,9","4,o,N,c,c,8,9","o,x,x,8,9","4,o,M,a,n","c^c,c,o,Z","a,m","x,o,Z"
103,v,4,"o,x,c^c,c,9","o,N,a,n","a,n","x,Z","o,N,c,c,9","4,o,M,c^c,8,9","o,x,c^c,c,8,9","o,M,c,9","o,x,c^c,9","c^c,c,c,9"
103,v,5,"o,x,N,c,8,9","o,M,a,n","c^c,c,8,9","4,o,x","o,N,c,c,c^c,9","c^c,c,c,N,cc,9","8,o,m","o,M,a,x,9","o,M,a,n","o,M,a,n"
103,v,6,"o,Z","cc,c,a,x,a,n",x,"cc,c,c,c,9","cc,a,x,N,a,2","cc,c,9,x,N,c,c,9","8,a,m","x,a,Z,o,Z,o,x","4,o,N,c,c,8,a,x","o,M,c,c,8,9"
103,v,7,"x,o,x,a,n","4,o,N,c,c,9","c^c,c,8,9","4,o,M,a,x","o,N,a,n","o,M,c,a,x","c^c,a,c,M,c,9","o,N,a,n","o,M,a,Z","P2,o,x,cc,a,Z"
103,v,8,"o,M,c,a,m","x,c^c,c,8,9","o,M,c,c,9","c^c,c,c,M,9","4,o,N,c,c,9","9,M,c,c,9","o,M,c,c,a,Q","a,Z,a,Q","o,P2,a,Z","o,M,9"
103,v,9,"4,o,N,c,c,9","a,Z,a,m","2,a,x","cc,c,M,c,9","c^c,o","x,N,c,c,8,9","cc,c,9","o,x,cc,c,c,9",9,"a,m"
103,v,10,"o,x,N,a,Q","cc,c,8,9","c^c,a,x","cc,o,N,a,m","4,o,M,c,9","cc,c,9","4,o,N,c,c,c,9","o,x,a,n,9","2,a,Z","cc,c,N,c,9"
103,v,11,"o,x,c^c,c,8,9","o,c^c,c,9","4,o,N,c,c,9","c^c,c,9","2,a,m","o,M,a,x,9","o,N,c,8,9","o,M,9","cc,M,a,n","c^c,c,c,N,c,9"
103,v,12,"N,c,c,cc,9","cc,o,x","cc,c,9","cc,c,9","o,x","cc,c,c,2",x,"o,M,c,c,9","8,a,Z","cc,c,M,9"
103,v,13,"cc,2?,a,x,9","a,Z,o,x","Z,a,Z","cc,c,9","c^c,c,9,N,a,n","9,c^c,c,9","Z,a,Z","x,cc,8,9","?,M,c,9","c^c,c,8,9"
103,v,14,"cc,a,Z,9","o,Z,a,m","Z,a,x,9","cc,8,9","Z,o,Z,o,x","cc,c,N,c,9","4,o,N,a,n","c^c,o,x","M,a,n","o,x,9"
104,r,1,"cc,Z,9","4,o,8,a,m+","4,o,8,a,m","cc,c,8,a,x","4,o,N,c,c,8,9","c^c,c,c,8,9","o,x","8,a,Z,a,Q","o,N,a,x","o,N,9"
104,r,2,"8,a,Q","cc,c,c,o","4,o,N,o,x","4,o,N,c,cc,o","9,cc,c,c,o,9","o,M,a,Z,?,8,Z","o,N,a,Z","4,o,N,a,x","o,8,a,Z","4,o,N,a,Z"
104,r,3,"o,x,N,c,c,8,9","o,N,a,Z","cc,c,c,9","c^c,o,8,o,Z","o,M,o,x,9","4,o,N,a,i,Z","x,N,c,o,8,9","o,M,o,8,cc,9","o,M,a,x,Z","cc,o,x,P1,o,Z"
104,r,4,"cc,c,o,8,a,m","N,a,m","o,N,a,x","o,M,o,x,N,c,c,cc,8,9","o,N,a,Z","cc,o,8,9","cc,o,8,a,m","2,o,Z","o,x,o,c,c,a,x","o,M,a,x"
104,r,5,"N,c^c,c,8,9","o,M,a,x","cc,o,c,N,c,a,Z","o,Z","4,o,x,a,Z","4,o,N,a,n","8,cc,c,c,o,N,c,o,8,9","o,8,9","o,N,a,Z","cc,9,M,c,o,8,9"
104,r,6,"cc,a,Z,a,m","o,x,N,cc,c,8,9","cc,c,a,Z","4,o,N,a,m","8,c^c,c,c,8,9","a,x,a,Q","a,Z","a,n","a,Z","cc,c,c,c,N,a,i"
104,r,7,"c^c,c,o,8,9","N,a,Z","c^c,c,c,9","c^c,a,Z","a,i,2,a,Q","a,Z","o,M,a,n","Z,a,m",x,"cc,c,c,N,c,8"
104,r,8,"a,Z,o,8,x,9","cc,c,o,x,M,a,Z","a,i,Z","o,Z","cc,c,c,8,a,Z","9,M,c,c,8,9","c^c,o,8,9","8,a,m","9,c^c,c,o","o,M,a,Q"
104,r,9,"Z,o,x,9","cc,c,9","x,N,a,m","o,x,cc,c,o","o,x,N,c,c,c,9","cc,a,Z","4,o,N,a,x","o,N,cc,8,a,x","4,o,N,cc,c,c,8,9","o,N,cc,c,cc,9"
104,r,10,"o,x,a,x,9","cc,c,o,x","cc,o,x","cc,c,9","4,o,8,a,x","cc,c,8,a,m","4,o,cc,c,c,o,x","9,c^c,o,m","cc,o,x,Y,9","M,a,m"
104,r,11,"4,o,M,cc,8,9","N,cc,c,o,8,9","4,o,N,cc,o,x","a,Z,cc,c,o,x","o,N,a,m","4,o,M,a,Z","o,N,a,x","4,o,N,a,m","o,M,c,o,8,9","o,N,a,Z"
104,r,12,"cc,o,x,N,a,Z","x,c^c,c,8,9",9,"8,a,Z","o,4,o,c,N,c,9","4,o,N,a,n","9,M,c,c,8,9","x,N,a,m","4,o,N,x","4,o,M,9"
104,r,13,"o,M,a,n","o,M,a,m","4,o,N,a,m","cc,c,8,9","a,Z","o,M,a,n","a,m",2,x,"o,x,cc,c,c,o"
104,v,1,"cc,c,8,a,x","a,i,Z,o,x",2,"o,c,c,o,8,a,n","cc,8,c,c,9","8,cc,c,o,x","4,o,N,c,c,8,9","4,o,c,c,c,9","cc,c,8,9","4,o,x"
104,v,2,"cc,c,o,8,a,x,o,x","2,o,x","cc,c,8,9","cc,c,c,8,9","cc,c,8,9",o,"a,n","cc,c,o","4,o,c,N,9","cc,c,c,9"
104,v,3,"8,a,m","4,o,N,o,x","4,o,N,o,x","4,o,M,o,x","4,o,N,cc,8","cc,c,c,N,9","9,N,cc,c,8,o,Z","4,o,c,M,cc,9","9,cc,c,c,8,9","x,cc,c,9"
104,v,4,"8,a,n,8,x","cc,c,N,9","a,m",2,"x,cc,c,o,x,c^c,c,8,9","4,o,N,c,c,o","9,M,cc,c,8,9","cc,a,M,a,m","a,m","cc,c,c,M,a,Z"
104,v,5,"2,a,Z,a,n","o,M,cc,c,o,cc,9","9,M,a,m","x,N,a,Z","4,o,N,a,m","4,o,N,a,m+","8,cc,c,c,o,9","cc,c,o,x","o,Z,a,n","c^c,c,c,8,9"
104,v,6,"cc,o,8,a,n","4,o,N,c,c,9","c^c,o,N,cc,c,9","4,o,N,a,m","c^c,c,c,8,9","9,c^c,o,Z","o,M,a,Q","cc,8,a,Z","cc,o,Z,o,x","cc,o,Z"
104,v,7,"cc,o,cc,2","cc,o,8,a,Z","4,o,8,a,m","cc,c,c,9","9,c^c,c,o,Z","cc,c,8,9","a,m","o,x","2,a,i,Z","cc,c,c,9"
104,v,8,"cc,c,o,8,9","4,o,8,a,m","cc,o,8,9","8,a,m","4,o,N,cc,9","4,o,N,c,c,cc,9","o,x,cc,c,c,9","a,i,Z","x,?","o,x,c^c,o"
104,v,9,"x,N,c,c,8,9","cc,c,c,9","4,o,c,c,9","4,o,N,a,i,Z","c^c,c,o,8,9","cc,o,x","c,M,c,c,9","9,cc,c,o,Z,a,m","a,8,a,Q","a,Z"
104,v,10,"o,x,cc,o","cc,c,o,x","o,N,a,n","cc,o,N,a,n","o,N,a,m","4,o,M,a,n","x,N,c,c,8","9,cc,c,o","a,Z,9","a,i,Z"
104,v,11,"4,o,N,cc,c,o,8,a,m","o,N,c,c,8,9","4,o,m+","c^c,c,o,2","a,n,Z","2,a,Z","a,Q","M,o,P2,a,m","4,o,N,c,8,9","c^c,c,o,8,9"
104,v,12,"4,o,N,9","o,Z,cc,c,8,9","o,8,a,n","a,m","4,o,N,c,c,9","o,N,cc,c,8,9","4,o,N,c,c,c,9","a,x,o,8","Z,a,i,2",9
104,v,13,"o,N,c,c,9","o,N,c,c,9","4,o,N,c,c,c,9","o,N,c,c,c,9","cc,c,9","9,cc,c,c,?","8,a,m","o,Z,o,Q","o,N,a,n","4,o,M,?,o,8,a,m"
105,r,1,"o,M,c,9","o,M,c,c,8,9","a,n,2,o,c,N,c,9","o,Z","cc,c,o,8","9,x","9,M,c,c,c,o,8,9","9,M,c,c,8,9","8,a,m","4,o,M,a,Q"
105,r,2,"9,M,a,Q","8,o?,m+,8,9","o,Z,c","2,a,i,Z,9","o,N,cc,c,9","o,N,c,c,9","o,N,c,c,o?,8,9","o,c,c,o,x,c,c,9","o,c,2,a,x","x,cc,c,8,9"
105,r,3,"o,M","cc,c,c,8,9","4,o,M,c,o,8,9","c^c,c,8,9","4,o,N,c,8","8,a,x","cc,c,8,9","cc,c,8,9","4,o,N,8,9","8,9,M,c,c,9"
105,r,4,"o,2,a,x","o,M,c,c,8,9","o,n,Z","o,8,a,x","a,m","o,M,c,c,c,o,2","9,M,c,o,8,9","a,Z,a,x","8,a,m","c^c,o,8"
105,r,5,"cc,c,P1,cc,c,8,9","a,c,c,o,8,c,c,9","o,P2,cc,c,9","8,cc,c,c,2","o,x,2","a,Q","9,x,N,a,m","a,m",2,"N,c,c,9"
105,r,6,"a,i,Z,o,x,2","8,a,m,x,2","8,c,c,M,c,8,9","cc,c,8,9","cc,c,o,8,N,c,8,9","8,c,c,c,8,9","8,a,Q","8,a,m","8,a,x","P2,cc,c,c,9"
105,r,7,"c,P2,c,8,9","cc,c,c,2,9","x,a,x",Z,"a,x","cc,o","8,a,i,Z","4,o,N,c,8,9","4,ô,8,c,c,8,9","cc,8,c,8,9"
105,r,8,"cc,c,o,x,N,a,Z,9","4,o,N,o,x,N,9","cc,c,o,8,9","M,a,i,Z","9,M,c,c,9","o,m","8,a,Z","a,n,x,8,9","o,x,c,c,8,a,Z","9,N,a,Q"
105,r,9,"a,x,N,a,Q","o,Z","a,x","o,c,c,2","a,x","9,N,x","o,8,a,m","N,a,Z","cc,c,N,9","a,i,x"
105,r,10,"o,M,a,x,9","o,M,a,i,Z","cc,c,8,a,m","o,M,o,n,Z","o,M,a,m","9,M,c,8,9","o,M,a,Q","o,M,c,o,8,a,Z","4,o,M,a,Z","M,c,8"
105,v,1,"cc,c,8,a,m","N,c,c,o,x","o,x","o,x,a,Z","cc,8,o,Z","4,o,N,c,c,8,9","o,Z,cc,2,c,9","o,x,N,c,c,o,x","4,o,M,a,m","o,M,c,c,8,9"
105,v,2,"x,cc,c,8,Z","o,N,a,i,Z,o,8,9","o,x,N,a,m","o,x","o,M,a,i,Z","x,N,a,m","9,cc,c,c,o",Q,"9,M,a,m","o,M,c,o,8,9"
105,v,3,"x,N,cc,8,a,x","o,N,c,c,2","N,a,i,Z","o,M,a,Z,a,x","4,o,N,cc,8,9","o,P2,cc,c,8,9","2,a,m","a,Q","M,a,i,Z","o,M,a,x"
105,v,4,"o,x,N,a,m","8,m+","x,N,x,o,Z","8,x","x,N,x","x,Z,a,m","cc,c,9","a,m","o,x,Z","o,P2,a,n,Q"
105,v,5,"a,Q","Z,o,N,a,i,Y","N,cc,c,9","a,i?,x","o,N,c,c,8","M,a,m","cc,c,c,o","x,N,a,n,Z","o,M,x,c,c,9","a,m"
105,v,6,"cc,c,c,9","o,N,a,m","a,i,Z","cc,c,8,a,x","cc,c,o,8,a,m","8,a,m","a,n,N,a,Q","o,Z","4,o,P2,a,m","cc,9,N,c,o,8,9"
