,textstring
3.46,xlvi. jtem seued ayer hert vnd hack den totteren besunder thue ein rohes ay darunter. zwer aber milch ein schon melb daran dz es dick werd als ein teig schneid stucklein darauß vnd back sy in einem schmaltz so werden gut kuechlein darauß trucken zu essen oder in keß bruen.
3.47,xlvij. jtem wiltu machen ein guet gemueß von ayren so nym ayer vnd mel reib dz wol durcheinander. so geues ein heiße milch daran vnd mach es nit zu duen noch zu dick. thu recht saltz darein versuch es wol. das gemueß magstu in zwaierlay furmen machen nymstu ayer vnd mel so hack kleine griben vom alten schweinen fleisch darein das rein berge sey vnd seued es darinnen. hastu es nit so nim milchschmaltz vnd laß nit an brinen see lautter ingwer darauff an der an richt vnd gib es dar. wiltu das wol gelb haben so zwer saffran in ein labe milch vnd temperir es.
4.0,das vierd sagt von salssen von senfft vnd latwergen.
4.1,i. wiltu machen gut gruen salssen von kreuter. so klaub pfefferkraut. deymenten. mangolt. ampffer. streiff die stil darauß vnnd warn dich eines verglasten hafen mit einer deck nym weiß brot das weich in wein oder in essig gar woll reib leckuechen vnd stos dy kreuter vnd das alles miteinander gar wol treib es durch ein tuech mit essig. vnd wein darin dz brot ist geweicht mach es ab mit wurtzen vnd versuch die salssen vnd behalt sie in den glesen hafen vber iar.
4.2,ij. jtem etlich salssen stost man ab mit agrest. darzu nimpt man boley rauten. muentzen vnd brunkreß. das des agrest mer sey wen der kreueter wan dy vnzeitigen weinber heist man vnd ist agrest. dz gar ein liepliche seuer hat. dz stost man ab mit einem wein vnd mit essig vnd mit geriben leckuchen vnd schon brot.
4.3,iij. jtem etliche salssen stost man ab mit mailant garthenampffer. vnd mit sauren weinopffel mit brot geweicht mit eitel essig gehacket vnd gestossen mit einander vnd durch getriben in ein glesen heflein. wiltu die weinopffel vor sieden oder braten so gen sie dester baß durch. vnd versuch sie wol vnd verdeck sy du magst sie in glesseren kutterolffen behalten verstopf dz nur wol. vnd setz es in ein keler so dorret es nit.
4.4,iiij. knoblauch sals darff wenig brotz gebeuetelt brosem geweicht in essig vnd mit mager fleyschbrw gar wol gestossen abgemacht mit saltz. vnd ein wenig essigs die salse behalt in einem kutterolff wol verschoben so beleibt sie bey yrer kraft.
4.5,v. wiltu die gell haben. so thu saffran in essig vnd baiß in darin thu die salssen in ein pfenlein vber dz feuer. vnd laß erhytzen vnd mach sie dan mit wurtz vnd saltz ab. also thu einer yeden salssen so du sie wilt anrichten vnd fuertragen
4.6,vi. wiltu knoblauch salssen gruen haben so stoß deimenten vnd saur wurtz darunter mit brot geweicht in essig mit dem selben
4.7,vij. wiltu knoblauch salssen essig durchgetriben weiß vnd fein haben so thu mandelmilch darunter.
4.8,viij. knoblauc salß die vermischt ist mit wurmsamen ist gut mit allerley speiß zu essen fuer die wuerm
4.9,ix. wiltu machen ein gutte salssen von aschloch. weych brot in wein vnd stoß den aschloch in dem selben brot vnd wein vnd saltz. treib es durch. vnd mach in ab mit ingwer. die salsse ist gut zu rinderen braten oder wiltprat.
4.10,saluey salssen mach also stoß eytel saluey mit wein vnd brott
4.11,xi. von rauten salssen mach also. nym eytel rauten stoß sie mit essig vnd brot.
4.12,xij. boley salssen mach also nym eytel boley. stoß wol vnd brot gemischt darein vnd an der anricht gemacht alß ander salssen
4.13,xiij. ein salssen von baumerantzen dz sein klein wellisch saur opffel die druckt man auß von in selber vnd geben saurn wein woll geschmack. do thut man nichts zu dan zimetplue an der anricht dz ist ein fuerste gnoß salssen vnd kostenlich. dy ist nit zu behalten. wen die opffel mussen alweg also frisch auß getruckt werden. die salssen ist zu allen vogel huener vnd wiltpret gut.
4.14,xiiij. jtem die kreueter vorgenant die zu den salssen gehoren. wiltu die vber iar behalten dz sie ir sterck vnd geschmack nit verlieren so vach thaw wasser mit einem reinen neuegewaschen leinen tuch dz keg auf einer wissen hyn vnd her. druck es auß in ein sauber kandel vnd bayß die kreueter darinnen. es sey saluey peterling oder was krautz es ist einen tag vnd nacht. thu sie den auß vnd laß trucken gar wol vnd deer sie in einem bachoffen vnd behalt sie oben im hauß in einem korb. vnd wen du die salssen wilt machen. so bayß sy mit wein oder essig vnd stoß sy mit brot als der salssen recht ist wen du wilt.
4.15,xv. jtem wen da ein wein sals. oder essen auß schmeck der nem des selben gebeisten peterlings rautten oder saluey vnd esse dz keue es wol so verget im der geschmack vnd der stinckent attem.
4.16,xvi. jtem wz kreueter in dem mayen abgenomen werden als saluey. peterling. boley. meilant. rauten. dy also geschlacht vnd edel sein. deer sie in einem bachofen. stoß vnd bueluer sie woll. du magst sie vber iar behalten vnd zu allen essen nuetzen
4.17,xvij. senff mach also mal senff mit wurtz der sueß sey vnd wen er wol gemalen ist. so thu in yn ein pfannen vnd gib im einen wal ob einem feuer. ruer in wol mit wenig saltz vnd behalt in vnd mer in mit andern wurtzen gesotten vermach in gar wol. wiltu den zu essen machen. so seued ein guten honigwein vnd temperir den damit. salß in vnd wurtz in kaum zu brueffen so ist er gut. jtem ein andere weiß behendiglichen du magst honig nemen das temperir wol mit essig wein oder fleischbrue vnd ruer den senft dar ein.
4.18,xviij. jtem weinber vnd feigen gesotten mit wein oder wasser da mit senfft getemperiret das zimpt wol. oder mit roßez wasser das schmeckt wol. vnd gestoßen zimetrinden darein gethan subtilen leuthen.
4.19,xix. jtem senft ist heiß vnd trucken in dem vierden grat darumb so wedarf er der temperatur gar wol wenn er hilft den bloeden megen vnd schat guten augen zue vil gegessen.
4.20,xx. jtem weichselsalssen mach also stoß sie in einem morsser mit kernen vnd all. reib leckuchen darunter. treib es durch ein tuch mit gutem wein. schut es in einen verglasten hafen vnd stos negelein vnd allerley starcke wurtz vnd ein wenig saltz thu darein. erwelles bey dem feuer vnd thue es den auß in ein feucht beck vnd laß wol gesten vnd mach kuchlein darauß oder latwergen
4.21,xxi. jtem wiltu gut kuetten latwergen machenn. nym vnd seued oder brat sie gar wol stoß in einem morsser vnd geriben leckuchen treib sie durch mit guttem wein. mach sie ab mitt wurtz vnd thue ir als der weigselsalssen ob geschriben an das es mer leckuchens mueß haben.
4.22,xxij. wiltu machen gute latwerge von birnen als lue:etzbiren vnd ander guet birn. seued die schon wuerff die kern schefflen hin thue die birn in ein hafen geueß zilig wasser dar ann wen du sie zue stuecklein geschniten hast verdeck den hafen dz der dunst nit auß mueg. wen sie siedens genueg haben so erknutsch sie gar klein mit einem loffel. thue sy in ein kleines keßelein vnd setz sie auf ein drifueß vber ein klein feuer darnach ein gut gludt. ruer sie fuersich dar das sie nit werden alß ein mueß. thue honig wurtz darein. ruer eß noch baß du magst nemen negelein ingwer vnd muscat die stoß grob du darffest ir nit durch reden vnd schuett sie also grob darein vnd ruer sie noch baß vnd entzeuech dz feuer byß die wurtzen wol erhitzen vnd thu es herab so ist die latwergen gerecht. schlach sie auf ein weit teller oder auf ein schon bret vnd treib sie den als ein krapffen teig. laß wol kalten vnd schneid den kleine stuecklein dauon vnd legs ein.
4.23,xxiij. jtem ein gut nutz latwerg zu dem magen vnd fuer alle boß nebel. nym schwertelwurtz vnd schneid sie zu duennen scheueblein die laß acht oder zehen tag in rotten wein beyssen in einem glaß wol verdeckt darzu nim ein maß honig zulaß in einer kuepffern oder messin pfannen ob einem kolfeuer darein thu die wurtz vnd wein den du vor bereit hast vnd laß den drytten teil einsieden. darnach nym .iiij. lot ingwer zehen die nicht durch geseet werden ein lot negelein. ein lot muscat nuß.ij. lot zimmet rinden. vnd ein halb lot langpfeffer alle wol gestoßen die laß ein gut weil dar in sieden biß es dick werd zu einer latwerge vnd ruer sie stetz mit einer spateln das sie nit an brin so hastu ein gut latwergen.
4.24,xxiiij. czu der brust ein gut latwerg. nym weissen rettig ysop olant dyptan vnd ingwer die stoß zu puluer. temperir sie mit honig zu einer latwergen als es gewonhait ist latwergen zu machen. wiltu sie besser haben so thu darzu kubeben zimmet vnd muscatplue oder ander specerey die gut sein. du magst auch nemen entzian. venedisch zitwer. langenpfeffer calmus galgant vnd steinwurtz oder ander gewurtz nach dem vnd dir zimpt dinstlich dar zu sein vnd vntter ein ander temperiren. wie ob stet zu einer latwergen.
4.25,xxv. jtem von kraut essen die gewonlich zu essen sein als mangolt penetkol. compust das sol man schon durch lesen einlegen vnd sieden vnd alweg dz erst wasser wol abseigen halben weg wol gesotten vnd der ander anguß des wassers sol erst abgemachet sein mit saltz vnd gemecht biß an die stat. wie wol dz ist dz man die kraut brueet darumb sein sie gut zu hacken. noch ist dy gruß zu starck vnd vngeschmack darumb muß man im dz erst wasser entziehen man hack es oder werd gantz.
4.26,xxvi. jtem wiltu bald gut kumpost kaltz kraut wolgeschmack machen am herbst als rohe von kumpest hauhten. so nym ein reinen hafen vnd spreueß holtzlein vnten darein einer hent hoch. vnd geueß gutten rotten wein darein biß an die holtzlein vnd nit gar. so nym den dz krautz haupt vor wol geschwert vnd spalt dz in vier biß an dem dorssen vnd doch gantz bleib. vnd leg ein ander bellein krautz da hinten ein dz vorn offen zer vmbstuertz dz haubt also auf die holtzlein in hafen vnd verstuertz den gar eben vnd verkleib in wol mit muß. vnd setz in auf ein dryfuß. vnd mach ein geleich feuer darunter nicht zu groß. vnd laß steen also lang byß sunst ein kraut gesieden mag thu es dan auß. vnd laß kalten. vnd nym des rotten weinß im hafen den thu in ein pfenlein vnd seued kuemel. schlehen vnd krametper dar in vnd schuet es in dz haupt. teil es wol vmb vnd vmb vnd laß es zu vallen. erspalt es dan gar. geueß essig oder senff daran vnd trag es fuer.
5.0,das fuenfft teyl ist von essig vnd wein
5.1,i. der essig wirt manigfeltigklich gemacht. czum ersten nym die aller seuersten weinber druck sie auß seig sie durch ein tuch. geueß darein gutten alten essig laß es steen. so es sich gesetzt hat seig es von den hefen. vnd thu mer der außgetruckten suern weinber ein. laß es aber gesten. seig es wol ab. vnd thu dz also oft alß du sein vil wilt haben.
5.2,ij. jtem von wein macht man essig also. thu alten wein in ein klein feslein nur halb. vnd setz es an dy sunnen oder besser ist es zum feuer vnd laß es sten also an der werm so wirt gutter essig.
5.3,iij. jtem nym ein krug der von altem essig seer schmeckt vnd geueß darein wein biß zu halben teyl. verstopf in wol. vnd setz es in einen kessel vol siedens wassers vber dem feuer. wer dz dar innen etwas wenigs seudt so wirt er zu essig.
5.4,iiij. geueß in einen hafen oder krug alten wein. thu gutten rocken seuerteig einß ayes groß darein in ein thuechlein woll verbunden. vnd setz es zum feuer las es wenig sieden. vnd setz es hyn da wirt gutter essig von.
5.5,v. jtem thu alten wein in ein hafen oder in ein kessel laß sieden schaum in. mach in zu. begrab in yn ein keler in die erst. laß drey tag sten. grab in wider auß vnd las wider ein kleinen wal thun. setz es in. da wirt gut essig auß.
5.6,vi. thu wein in ein kolben glas oder in ein krug setz in einen kessel vol wassers. darin las den wein heys oder nur wol warm werden. du solt aber in den krug mit wein rot weidenholtz legen vnd ingwer. langpfeffer vnd ein vrhab von rohem teig oder heys gebachem brot dauon wirt der essig starck
5.7,vij. jtem wiltu schnelligklich essig haben. so nym stehelen blech vnd gluee die wol vnd lesch die dreymal in guttem starcken essig. leg sie hin vnd behalt sie zu deiner notturft. so du den schnelligklich essig machen wilt so nym sie vnd gluee sy wol vnd lesch sie in wein so wirt er auf der stet zu essig.
5.8,viij. wiltu vber lant essig mit dir tragen in der taschen wo du hin kumpst dz du bereiten essig habst. so nym die kern in der keltern auß der weinber hulse vnd trucken sie wol stoß sie wol zu buluer auf dz buluer geueß guten essig. vermisch wol las es sten dz sich dz buluer an den grunt setz geuß den essig ab vnd truckene dz bueluer an der sunne dz thu zu dreyenmalen vnd so du schnelligklich zur hant essig haben wilt wo du bist. so nim des buluers vnd streue sein wenig in ein becher vol weinß so hast essig
5.9,ix. oder also nym hefen von essig vnd knyt die mit rocken mel mach ein teig darauß mach ein brot darauß bach es im offen kaum halb. nym es auß dem ofen. leg es in gutten starcken essig dz es des essigs in sich zeuecht so las es aber im ofen bachen auf halb. nymß auß legs wider in guten starcken essig dz es aber des essigs in sich zeucht. also vill als es mag thue es wider in den ofen bachs woll vnd behaltz. vnd wen du essig haben wilt auf dem weg oder wo du bist rere des brotz ein wenig in ein becher weins so hastu essig.
5.10,x. oder also nym weinstein wol geriben mit starckem essig. zu drey mal an zu yedem reiben laß in wol trucken werden. den mach kuegelein darauß. laß sie trucken. der selben kuegelein thu .i. oder .ij. in ein becher weinß. als bald wirt essig auß dem wein du magst auch langenpfeffer gar wenig vnter den weinstein reiben
5.11,xi. gutten byressig zu machen. nim gut byr wurtz vnd werm die bey dem feuer. dz sie also warm werd dz du kaum die hand darein magst erleiden. thu darein ein wenig gutte byr heffen von dem die wurtz auf stost dy wirt in essig gewendt. vnd wirt es nit bald zu essig so leg hyn ein wenig weiß weiden holtz so wirt er besser.
5.12,xij. wiß das ein ytlicher essig er sey von wein oder von byr auf dz er sein seuer behalt. sol man im machen ein spunt von weiß weiden holtz der als lang sey. sol man in oben hyn ein stoß das er nit auf den boden ruer. der behelt des essig sein seueren wan von natuerlicher krafft ist der weiden aygenschafft seuerkeyt zu halten vnd zu meren.
5.13,xiij. czu machen ein wein zu kreftigung des leibs vnd wider bringung natuerlicher hitz. so bereit dir ein kleins feslein. vnd nym allerley guter wurtz auß dem kramen sol vil als dich dunckt darzu genuegen. vnd stoß sie klein in einem morsser. vnd thu zucker also vil darzu als der wurtz aller ist. vnd schuet dz alles in ein secklein gemacht in einer gestalt einß langen sackes. vnd henck den zipffel des seckleins mit der wuertz in ein kandel oder warein du wilt. vnd geueß gutten wein dar ein. las es durchseigen zwey oder drey mal auf dz. das der wein die krafft der wurtz alle in sich ziehe. so geueß den den wein in dz feslein vor wol gereiniget vnd verstopf es wol dz die kraft des weins nit verriech. also hastu ein wein der dem verkalten leibe sicherliche sein naturlich hytz wider bringe vnd in krefftigt.
5.14,xiiij. jtem ein mensch der lang kranck gelegen hat vnd auff kumpt. yedoch im dz haupt schwach ist von kranckheit des hirns dem hilff also. nim ein maß weins vnd ein lot muscatpluet die bindt also in ein thuechlein. vnd ein muscatnuß die zerstoß klein die bindt auch in ein reines tuechlein. nym die zwei knospeln heng sy in die maßweins. laß dz also sten .iij. tag vnd nacht dz der wein die krafft der kreuetter an sich neme so gib es dem krancken zu trincken. ye zu iiij. malen ein tag. des morgens nuechter. vnd ein halb stund vor der malzeit. vnd ein halbe stund vor dem abentessen vnd des abentz so er zu bette wil gon. vnd die weil er auß dem kandel trinckt die weil sol man im ein ander bestellen. auch als ob geseit ist auf dz so er einen wein auß getruncken hat dz er den andern zu hant hab. vnd man geb im sein alle mal zwu halb ayer schalen vol. vnd thu das also lang byß im baß wirt in dem haupt. wen lange siechtagen wollen lang ertzney haben dissen wein mag man auch geben den. die stete kranckheyt im haupt haben.
5.15,xv. jtem wiltu olant wein machen. nym olant wurtz woll gewaschen. schneid dz zu stuecklein vnd nym frischen most auß der kelter. geueß den in ein kessel. thu die wurtz darein las es sieden vnd wen die ober rind sich abloset von dem kern so ist genug gesotten. geueß dan den gesotten wein in dz faß in den most in den du den olant wein haben wilt vor wol gesigen durch ein tuch. vnd laß in wol vnter einander yeren. so hastu gutten olantz wein. also magstu auch von andern kreuetern wein temperiren vnd machen alß von salueyen. oder von welcherley kraut du wilt.
5.16,xvi. wiltu machen merrich wein. so schneyd in zu duennen breyten schnitzlein. leg die schnitz auf einander. vnd gut saltz er zwischen so werden sie nassen oder gestossen lorber. laß ein tag vnd nacht in einer schuessen steen. stoß in einem morsser. vnd stoß bertram darunter mit einem essig vnd zwing es durch ein tuch in ein zinnen schuesseln. behalt es in ein glaß wol verstopffet. wer den vor durst nit wol beleiben mag der eß brot vnd ander kost darauß der wirt gering. vnd das vberige das nicht durch dz tuch geet das magstu mit guttem zucker senften vnd yß das nuechtern das wert dem wuellen vnd stillet das guerren in dem bloden magen.
5.17,xvij. wiltu ein wein von bramber. nym ein maß honig saym vnd bramber fuenff maß dz misch vnd zwir es mit ein ander woll. darnach thu sechs mal so vill weinß darzu thu es zum feuer. laß wol sieden. scheuem es vnd setz es ab. seig es durch ein tuch laß es yeren. darnach thu es wider zum feur laß sieden. scheum es vnd geuß es in ein reines feßlein. las es yeren. vnd wen du dauon trincken wilt so bruf ob er dir zu starck ist so nym zu einem gleßlein vol. zwey gleser vol weinß misch darunter so hastu ein gutten tranck der der natuerlichen hitze wol hilft. vnd sie in ir natuerlichen masse behelt.
5.18,xviij. jtem wiltu ein zwiffelwein machen dem thut man geleich als dem bomrantz wein. vnd vermisch in mit gutem essig. der ist gut fuer die gebrechen. das bewer also. nym einen vergifften wurm als spinnen edechs oder schlangen vnd mach einen kreyß auf einem tisch mit rohem knoblauch oder mit zwiffeln. vnd setz den wurm da mitten ein. vnd laß in kriechen. wo er hin wil vnd wen er an den kreß kumpt er schnaltz wider. dz bewer mit wuermen die von den leuethen oben oder vntten auß gen. also mag man ein kreyß machen von triackers von merrich oder von nessell wurtz vnd von gebrantem wein vnd darumb so haben die alten mayster der ertzney vil vnd mancherley salssen erdacht vnd leren machen. nur zu einem zusatz vnd wendung vil vnreiner gebrechen. oder zu wenden vnrein gebrechen inwendig aller menschen zarter natur vnd gelider vnd besunder des magen der ein fuerst ist der gelider. vnnd darumb setzen die bewerten mayster alle salssen mer von nutz wegen dan wol lustes wegen.
5.19,xix. jtem wermut wein ist gut fuer vnlust getruncken vnd vermischt mit anderm wein oder salssen dauon gemacht mit nuß kern. vnd schonem brot geweicht in wein in die wermut geton wol gestossen. vnd durch getriben mit guttem wein. ist ein salssen damit ist gut zu essen alle kost von fleisch vnd fisch zu der zeit so der gebrech oder sterb vmb get. oder von vergifftigen luft ist oder von bosem wasser. es ist sit vnd gewonlich in hungern das boße wasser sein vnd vil nebel das die nechen leuet wermut wein sieden vnd machen in also gemeinlich als wir olant wein hie syeden am herbst recht als olant sueß ist also ist wermut bitter. vnd seindt die leuet starck vnd gesunt da bey in bosem mossigen landen.
5.20,xx. jtem nesseln mit einem gutten wein gestossen oder mit einem sauren essig. durch getriben. vnd in ein glaß gegossen vnd behalten. disser durch getribner wein sterbet die wuerm. wiltu gebranten wein darunter thun was du damit bestreichst dz weret den wuermen vnd vngeziffer vnd dem faulen fleisch. vnd wer yndert ein vich dz da fauel fleysch het in einen gebrechen thu ein wenig alaun darunter es etzt sich auß. also merck wo man den wermut wein. den merrich wein. den nessel wein hyn thut da kumpt keyn spynne hyn. weder mucken noch ander wuerme kroten oder schlangen.
5.21,xxi. jtem ein ytzlicher mensch der da hat einen kalten bosen magen. der hat ein bleiches angesicht.
5.22,xxij. jtem wer da ein verschlempten bosen magen hat in hilfft nichtz keinerley ertzney die bosen duenst dy da verschlossen sein in dem magen werden den vor gepurgirt vnd auß getriben
5.23,xxiij. jtem das sein die zeichen des kalten magens rupzung hesschung. bitterkeyt in der gurgel. der sodt. stettig auß spurtzen vil speichel. in hungert vil vnd durst selten. vnd ysset ser vnd ein solcher hat ein vngestaltz bleich antluetz. ist im oder der magen kalt mit truckenheit vermischt. so durstet in auch. dz kumpt im von melancolien.
5.24,xxiiij. jtem dz sein die zeichen einß hitzigen magens verhitzigett mit vnnaturlicher hitz. steter durst. seltzsamer hunger. bitter keyt des mundes. vndewen gelb als saffran. truckenheyt der zungen dz ist ein zeichen dz er hat hitzige dunst in den vachen des magens. gleicherweiß ist seltzemes hungers ein zeichen das er subtyle vnd weiche speiß nit verdewen mag. vnd dy groben speis dewet er wol vnd wirt von der hitzen also gepeiniget das er nit mag warmes getranck trincken.
5.25,xxv. jtem wiltu einem menschen seinen verhitzten magen in seinen natuerlichen standt bringen. so sol man im geben zum essen speiß die kalter natur ist. als ampffer. melden. lattuca. mohenbleter gesotten vnd nit heiß gessen. vnd visch mit schueppen die in frischem schnellen wassern gen.
5.26,xxvi. ein ander ertzney mach ein pflaster von kalten dingen als von rosen. haußwurtz. wutzerling. oder zu schlahen saur offel. coriander. gersten. ibisch. oder bestreich in mit rosen oder feil ol.
5.27,xxvij. jtem wer da ein verkalten magen hat als von kalter speyß oder tranck. dem sol man helffen mit wurtz vnd kreueter warmer natur nym kuemel .i. lot. galgan ein halb lot. ingwer ein lot. muscatnuß ein halb lot. muscatplue ein quinten. calmus ein quinten. zitwer ein halb quinten. langenpfeffer ein quinten. paradeis korner ein quinten. steinwurtz ein quinten. zimet rinden ein quinten. zuckers als vil als darzu genuget. vnd mach ein latwerg die nuetz alle tag vnd nacht drey mall im sumer morgens frue nuechtern. zu mittag. vnd des abentz am betgang im winter. morgens nuechtern. des abentz am betgang. vnd zu mitternacht. vnnd merck so du die latwerg zu dir nemen wilt. du solt daruor nuchtern sein .iij. stund vnd nach der nemung auch .iiij. stunden oder auf das kleinste .iij. stunde. die ersten drey tag so du ir brauchen wilt. nym ir einer haselnuß groß. die anderen vier tag einer kleinen muscaten groß. die dritte woche einer wellischen nuß groß. bey dem bleib biß dir baß wirt. vnd wirt dir an der pfecten gebresten. so laß dir ir mer machen vnd weill du der ertzney brauchst. hut dich vor kalter speiß vnd getrancke. vnd vor wasser vnd vor allerley visch gruen vnd gesaltzen. außgenomen gar kleine lebendige vischlein die laß dir woll abmachen mit gewurtz vnd saffran gekocht mit klein geschnitten zwiffel. hut dich auch vor kumpost kraut. vnd allerley milch speyß vnd vor gereuechtem fleisch vor garstigem fleysch. faystem fleysch. vor alten madigen kesen vnd vor allen vndewigen speisen.
5.28,xxviij. jtem bibenel. entzian. zit wer dy drey wurtzen gebueluert vnd geseet auf nasses brot getemperirt mit ingwer muscat. negelein ist dem kalten magen gut. vnd fuer durst dz dy wasser kelt nit vber hant nympt also dinet knoblauch merrich. lauch. rohe oder gesotten gesessen der groben natur dauon die natur der subtilen menschen wirt gekrenckt darumb sind die salssen erdacht
5.29,xxix. jtem fuer ein verkalten magen gib ein syrop von wermut vnd syrop von ertrauch an .i. wasser geprant de horagine absintho vnd menta. an libersemis. oximel dwreticum z. i. detur in aurora in quattor dies. postea detur gerapigra galieni que summe valet in stomacho frigido.
5.30,xxx. ein armer der ein verkalten magen hat der trinck so er zu bette wil gon in einem warmen byr galgan vnd kuemel vnd weiß weirauch. ist es im winter. im summer darf er sein nicht weimen aber der reich nem dyagalangan vnd dyaciminum auß der apoteck.
5.31,xxxi. jtem wer nicht lust hat zu essen der mache im ein salsse von knoblauch vnd nem .iij. pleter von saluen vnd wenigs brot vnd saltz zustoß dz vnd zu treibs mit essig vnd thu den knoblauch darein. nym zwu zehen ingwers vnd .xxx. pfefferkorner zu stoß die klein vnd thu sie darzu. vnd geueß essig darauf vnd meng es woll. solche salssen soltu drey oder vier tag essen so gewinstu guten lust zu essen.
5.32,xxxij. jtem merck alle speyß die der mensch zu im nympt vber die natur. das ist so er der mer nympt wen es seiner natur bequemer die bringt in kranckheit.
5.33,xxxiij. jtem merck der magen wirt geleidigt vnd verseret von der speiß die al zu kalt oder heiß ist. zu ser gesaltzen zu ser geessigt ist. vnd die bey dem feuer bruenslich ist worden. sunder sie fiellen alle ein maß haben.
5.34,xxxiiij. jtem merck der in dem leibe hert ist. also er nit stul behaben kan. er felt in ein kranckheyt. oder er gewint die schnoppe oder gewint den stein oder er hat in gereit.
5.35,xxxv. jtem merck dz auch alle deuetschen bolen vnd behem mit den bequemlichsten gepurgirt suellen werden durch stuelle. vnd alle walhen durch dz vndewen. das ist magens halben. oder vberiges plutes halben mogen alle gepurgirt werden durch das aderlassen vnd auch kopf setzen.
5.36,xxxvi. jtem alles dz auß erden ist. oder auß der erden wechst vnd all menschen. also wol die nemen an sich die aygenschaften der .iiij. element.heys. kalt. trucken. feuecht. vnd wer lang leben wil. der verwandel ye einß gen dem anderen. als die kelt mit der hitz. vnd die hitz mit dem kalten vnd das trucken mit der feuechte. vnd das feuech mit dem trucken also ist der selig vnd weis der der zeit achtet vnd dy maß solcher temperatur recht trifft vnd also mit weißheit ordenlichen lebt. wan es sprechen die mayster. ordenung sey weisheyt. vnd weisheyt sey ordenung. vnd dy gut gewonhayt behelt gute siten vnd gibt gut endt. so bewart messigkeyt den gesunt. wen alles das das dem leib zu gehort. sol vnnd muß messigklich geschehen.
5.37,wiltu den nit folgen gern rat. messigkeyt ordnung. vnd rechtem leben so wer doch besser gesunthayt zu haben. wen so du siech bist alle ertzte mit allen yren kuensten. darumb so einer lang gesunt wil sein on alle gebrechen. so muß messigkeyt fleyslich darzu dienen in allen seinen wercken. an essen. an trincken. an weiben. an baden. an arbeyten. an gen. an schlaffen. an wachen. an geselschafft. an bueberey. an zerung. an sorgueltigkeyt gut zu gewinnen. wen alle sorgueltgkyt verderbt die weißheyt vnd die vnmessigkeyt verderbt leib. sel. vnd gut gewonhait yedermanß noch seinen staten. doch die nit groß sorg haben in allen irem leben die nemen selten gut alter oder verderben. als iung leuet in yren halben tagen. darumb sol sorgueltigkaeit geschehen messigklich oder mit messigkeyt vermischt. vnd wer den die maße recht trift vnd also ordenlich der ist im selbs holt vnd beleibt bey gesuntheyt vnd bey langem leben.
5.38,oder ein weiplich bild in yren blumen schein zu yrer zeyt sol sich also messigklich halten mit getranck vnd mit kost vnd andern sachen das yren weiplichen rechten nit widerwertig sey wen ir gebrech meret sich den. sy nahent der schwint sucht vnd den bitteren grymmen im leibe vnd mag sein sterben. stirbt sie aber nit. so muß sie lang haupt wee habenn. auch wuellen spuertzen vnd husten ist ir kurtzweil. des wuerd sie vill lieber vber haben. darumb so werden die groben ee man machen solch leyden. dy yrer weiber nit schonen zu billicher zeit. vnd in nicht glaubig sein mit aller edlen guttat die man mag gehaben von kost vnd getranck mit edlen wurtzen vnd senfftigungen der ruhe aller guten pfleg. es schreibt albertus magnus ein heyliger man zu regenspurg ligende begraben im buch der frawen heymlichkeyt. das kein grober man sol wissen von frawen heymlichkeyt. aber die fraw mag im zeichen geben. vnd nit vil sagen. das sol in erbarmen vnd sol ir glaubig vnd hylflich sein mit aller lieb vnd vermuegen dauon suellen wir messig sein. seyt dem mal die messigkeytt ist die beste ertzney in essen vnd in trincken da durch wir lang muessen leben vnd in dissem leben gen got dem almechtigen muegen erwerben das ewig leben. amen.
