,textstring
5.6.4,hingegen machte ich mich lustig und suchte meine frend wo ich solche zu finden vermeynte doch solcher gestalt dass meinem hertzbruder an seiner pfleg nichts manglete
5.6.5,und weil ich mich einen witwer zu seyn wuste reitzten mich die gute tag und meine jugend wiederum zur bulerey deren ich dann trefflich nach hienge weil mir der zu einfidlen eingenommene schrecken wieder allerdings vergessen war
5.6.6,es befand sich im sauerbrunnen eine schone dame die sich vor eine von adel aussgab und meines erachtens doch mehr mobilis als nobilis war derselben manssallen wartet ich trefflich auff den dienst weil sie zimlich glattharig zu seyn schiene erhielte auch in kurtzer zeit nicht allein einen freyen zutritt sondern auch alle vergnugung die ich hatte wunschen und degehren mogen aber ich hatte gleich ein abscheuen ab ihrer leichtfertigkeit trachtet derhalben wie ich ihrer wieder mit manier loss werden konte dann wie mich dunckte so gieng sie mehr darauff umb meinen seckel zu scheren als mich zur ehe zu bekommen zu dem ubertrieb sie mich mit liebreitzenden feurigen blicken und andern bezeugungen ihrer brennenden affection wo ich gieng und stunde dass ich mich beydes vor mich und sie schamen muste
5.6.7,neben dem befand sich auch ein vornehmer reicher schweitzer im bad dem wurde nicht nur sein geld sondern auch seines weibs geschmuck der in gold silber perlen und edelgesteinen bestunde entfremdet
5.6.8,weil dann nun solche sachen eben so ungerne verloren werden als schwer sie zu erobern seyn derhalben suchte bemeldter schweitzer allerhand rath und mittel dadurch er selbige wieder zur hand bringen mochte massen er den beruhmten teuffelsbanner auss der geisshaut kommen liesse der durch seinen dieb dergestalt tribulirte dass er das gesiolene cut wieder in eigener person an seine gehorde liefern muste desswegen der hexenmeister dann reichsthaler zur verehrung bekam
5.6.9,diesen schwartzkunstler hatte ich gern gesehen und mit ihm conferirt es mochte aber wie ich darvor hielte ohne schmalerung meines ansehens dann ich dunckte mich damals keine sau seyn nit geschehen derhalben stellte ich meinen knecht an mit ihm denselben abend zu sauffen weil ich vernommen dass er ein aussbund eines weinbeissers seyn solte umb zu sehen ob ich vielleicht hierdurch mit ihm in kundschafft kommen mochte dann es wurden mir so viel seltzame sachen von ihm erzehlt die ich nit glauben konte ich hatte sie dann selbst von ihm vernommen
5.6.10,ich verkleidete mich wie ein landfahrer der salben feil hat setzte mich zu ihm an tisch und wolte vernehmen ob er errathen oder ihm der teuffel eingeben wurde wer ich ware
5.6.11,aber ich konte nit das geringste an ihm spuren dann er soff immer hin und hielte mich vor einen wie meine kleider anzeigten also dass er mir auch etliche glaser zubrachte und doch meinen knecht hoher als mich respectirte demselben erzehlte er vertraulich wann der jenige so den schweitzer bestolen nur das geringste darvon in ein fliessend wasser geworffen und also dem leydigen teuffel auch partem geben hatte so ware unmuglich gewesen weder den dieb zu nennen nvch das verlorne wieder zur hand zu bringen
5.6.12,diese narrische possen horte ich an und verwundert mich dass der heimtuckische und tausendlistige feind den armen menschen durch so geringe sachen in seine klauen bringt
5.6.13,jch konte leicht ermessen dass dieses stucklein ein theil dess pacts sey den er mit dem teuffel getroffen und konte wol gedencken dass solche kunst den dieb nichts helffen wurde wenn ein anderer teuffelsbanner geholt wurde den diebstal zu offenbaren in dessen pact diese clausul nicht stunde
5.6.14,befohl demnach meinem knecht welcher arger stelen konte als ein bohm dass er ihn gar voll sauffen und ihm hernach seine zehen reichsthaler stelen alsobalden aber ein paar batzen darvon in die rench werffen solte
5.6.15,diss that mein kerl gar fleissig
5.6.16,als nun der teuffelsbanner am morgen fruhe sein geld mangelte begab er sich gegen der wusten rench in einen busch ohne zweiffel seinen spiritum familiarem desswegen zu besprechen er wurde ader so ubel abgefertigt dass er mit einem blauen und zerkratzten angesicht wieder zuruck kam
5.6.17,wesswegen mich dann der arme alte schelm dergestalt daurte dass ich ihm sein geld wieder geben und darbey sagen liesse weil ernunmehr sehe was vor ein betruglicher boser gast der teuffel seye konte er hinfort dessen dienst und gesellschafft wol auffkunden und sich wieder zu gott bekehren
5.6.18,aber solche vermahnung bekam mir wie dem hund das gras dann ich hatte von dieser zeit an weder gluck noch stern mehr massen mir gleich hernach meine schone pferd durch zauberey hinfielen
5.6.19,und zwar was hatte davor seyn sollen
5.6.20,ich lebte gottlos wie ein epicurer und befohl das meinige niemal in gottes schutz warumb hatte sich dann dieser zauberer nicht wiederum an mir sollen rachen konnen
5.7.1,das vii capitel
5.7.2,der sauerbrunnen schlug mir je langer je besser zu weil sich nit allein die badgaste gleichsam taglich mehrten sondern weil der ort selbst und die manier zu leben mich anmuthig seyn dunckte
5.7.3,jch machte mit den lustigsten kundschafft die hin kamen und fienge an courtoise reden und complimenten zu lernen deren ich mein tag sonst niemal viel geachtet hatte
5.7.4,jch wurde vor einen vom adel gehalten weil mich meine leut herr hauptmann nenneten sintemal dergleichen stellen kein soldat von fortun so leichtlich in einem solchen alter erlangt darinnen ich mich damals befand
5.7.5,daunenhero machten die reichen stutzer mit mir und hingegen ich hinwiederumb mit ihnen nicht allein kundsondern auch gar bruderschafft und war alle kurtzweil spielen fressen und sauffen meine allergroste arbeit und sorg welches aber manche schone ducat hinweg nam ohne dass ichs sonderlich wahr genommen und geachtet hatte dann mein seckel von dem olivierischen erdgut war noch trefflich schwer
5.7.6,unterdessen wurde es mit hertzbrudern je langer je arger also dass er endlich die schuld der natur bezahlen muste nachdem ihn die medici und aertzt verlassen als sie sich zuvor genugsam an ihm begraset hatten
5.7.7,er bestetigte nachmalen sein testament und letzten willen und machte mich zum erben uber das jenige so er von seines vattern seel
5.7.8,verlassenschafft zu empfahen hingegen liess ich ihn gantz herrlich begraben und seine diener mit trauer kleidern und einem stuck geld ihres wegs lauffen
5.7.9,sein abschied that mir schmertzlich wehe vornemlich weil ihm vergeben worden und ob ichs zwar nit endern konte so enderts doch mich dann ich flohe alle gesellschafften und suchte nur die einsamkeit meinen betrubten gedancken audienz zu geben zu dem ende verbarg ich mich etwan irgends in einen busch und betrachtete nit allein was ich vor einen freund verloren sondern auch dass ich mein lebtag seines gleichen nit mehr bekommen wurde
5.7.10,mithin machte ich auch von anstellung meines kunfftigen lebens allerhand anschlag und beschloss doch nichts gewisses
5.7.11,bald wolt ich wieder in krieg und unversehens gedacht ich es hattens die geringste baurn in selbiger gegend besser als ein obrister dann in dasselbe geburg kamen keine parteyen so konte ich mir auch nit einbilden was eine armee darin zu schaffen haben muste dieselbe landsart zu ruiniren massen noch alle baurnhof gleich als zu friedenszeiten in trefflichem bau und alle stall voll viehe waren unangesehen auff dem ebenen land in den dorffern weder hund noch katz anzutreffen
5.7.12,als ich mich nun mit anhorung dess lieblichsten vogelgesangs ergetzte und mir einbildete dass die nachtigal durch ihre lieblichkeit andere vogel banne still zu schweigen und ihnen zuzuhoren entweder auss scham oder ihr etwas von solchem anmuthigen klang abzustehlen
5.7.13,da naherte sich jenseit dem wasser eine schonheit an das gestad die mich mehr bewegte weil sie nur den habit einer baurndirne antrug als eine stattliche damoiselle sonst nit hatte thun mogen diese hud einen korb vom kopff darin sie einen ballen frische butter trug solchen im sauerbrunnen zu verkauffen denselben erfrischte sie im wasser damit er wegen der grossen hitz nicht schmeltzen solte unterdessen setzte sie sich nider ins gras warff ihren schleyer und baurnhut von sich und wischte den schweiss vom angesicht also dass ich sie genug betrachten und meine vorwitzige augen an ihr weyden konte da dunckte mich ich hatte die tag meines lebens kein schoner mensch gesehen die proportion dess leibs schiene vollkomen und ohne tadel arm und hande schneeweiss das angesicht frisch und lieblich die schwartze augen aber voller feur und liebreitzender blick
5.7.14,als sie nun ihre butter wieder einpackte schrye ich hinuber
5.7.15,ach jungfer ihr habt zwar mit euren schonen handen eure butter im wasser abgekuhlt hingegen aber mein hertz durch eure klare augen ins feur gesetzt
5.7.16,so bald sie mich sahe und horte lieff sie darvon als ob man sie gejagt hatte ohne dass sie mir ein wortlein geantwort hatte mich mit all den jenigen thorheiten beladen hinderlassend damit die verliebte phantasten gepeinigt zu werden pflegen
5.7.17,aber meine begierden von dieser sonne mehr beschienen zu werden liessen mich nit in meiner einsamkeit die ich mir ausserwehlt sondern machten dass ich das gesang der nachtigallen nit hoher achtete als ein geheul der wolff
5.7.18,derhalben trollte ich auch dem saurbrunnen zu und schickte meinen jungen voran die butterverkaufferin anzupacken und mit ihr zu marcken biss ich hernach kame
5.7.19,dieser that das seinige und ich nach meiner ankunfft auch das meinige
5.7.20,aber ich fande ein steinern hertz und eine solche kaltsinnigkeit dergleichen ich hinder einem baurnmagdlein nimermehr zu finden getraut hatte welches mich aber viel verliebter machte ohnangesehen ich als einer der mehr in solchen schulen gewesen mir die rechnung leicht machen konnen dass sie sich nit so leicht bethoren lassen wurde
5.7.21,damals hatte ich entweder einen strengen feind oder einen guten freund haben sollen
5.7.22,einen feind damit ich meine gedancken gegen demselbigen hatte richten und der narrischen lieb vergessen mussen oder einen freund der mir ein anders gerathen und mich von meiner thorheit die ich vornam hatte abmahnen mogen
5.7.23,aber ach leyder ich hatte nichts als mein geld das mich verblendete meine blinde begierden die mich verfuhrten weil ich ihnen den zaum schiessen liesse und meine grobe unbesonnenheit die mich verderbte und in alles ungluck sturtzte ich narr hatte ja auss unsern kleidungen als auss einem bosen omen judiciren sollen dass mir ihre lieb nit wol aussschlagen wurde dann weil mir hertzbruder diesem magdlein aber ihre eltern gestorben und wir dahero alle beyde in trauerkleidern auffzogen als wir einander das erste mal sahen was hatte unsere bulschafft vor eine frolichkeit bedeuten sollen
5.7.24,mit einem wort ich war mit dem narrnsail rechtschaffen verstrickt und derhalben gantz blind und ohne verstand wie das kind cupido selbsten und weil ich meine viehische begierden nicht anders zu sattigen getraute entschloss ich sie zu heuraten
5.7.25,was gedacht ich du bist deines herkommens doch nur ein baurnsohn und wirst dein tag kein schloss be sitzen diese revier ist ein edel land das sich gleichwol diss grausame kriegswesen hindurch gegen andern orten zu rechnen im wolstand und flor befunden
5.7.26,uber das hast du noch geld genug auch den besten baurnhof in dieser gegend zu bezahlen du wilst diss ehrliche baurngretlein heuraten und dir einen geruhigen herrnhandel mitten unter den bauren schaffen wo woltestu dir eine lustigere wohnung ausssehen konnen als bey dem sauerbrunnen da du wegen der zu und abraisenden badgast gleichsam alle wochen ein neue welt sehen und dir dabey einbilden kanst wie sich der erdkrais von einem saeculo zum andern verandert
5.7.27,solche und dergleichen mehr tausendfaltige gedancken machte ich biss ich endlich meine geliebte zur ehe begehrte und wiewol nicht ohne muhe das jawort erhielte
5.8.1,das viii capitel
5.8.2,jch liesse trefflich zur hochzeit zurusten denn der himmel hieng mir voller geigen
5.8.3,das baurengut darauff meine braut geboren worden loste ich nit allein gantz an mich sondern fieng noch darzu einen schonen neuen bau an gleich als ob ich daselbst mehr hofals hausshalten hatte wollen und ehe ich die hochzeit vollzogen hatte ich bereits uber dreissig stuck vieh da stehen weil man so viel das jahr hindurch auff demselben gut erhalten konte
5.8.4,in suma ich bestellte alles auff das beste auch so gar mit kostlichem haussrath wie es mir nur meine thorheit eingab
5.8.5,aber die pfeiff fiel mir bald in dreck dann da ich nunmehr vermeynte mit gutem wind in england zu schiffen kam ich wider alle zuversicht in holland und damals aber viel zu spat wurde ich erst gewahr was ursach mich meine braut so ohngerne nemmen wollen das mich aber am allermeisten schmirtzte war dass ich mein spottlich anligen keinem menschen klagen dorffte
5.8.6,jch konte zwar wol erkennen dass ich nach dem maass der billichkeit schulden bezahlen muste aber solche erkantnus machte mich darumb nichts desto gedultiger viel weniger fromer sondern weil ich mich so betrogen befande gedachte ich meine betrugerin wieder zu betrugen massen ich anfienge grasen zu gehen wo ich zukommen konte uber das stack ich mehr bey guter gesellschafft im saurbrunnen als zu hauss
5.8.7,jn summa ich liesse meine hausshaltung allerdings ein gut jahr haben andern theils war meine frau eben so liederlich sie hatte einen ochsen den ich ins hauss schlagen lassen in etliche korb eingesaltzen
5.8.8,und als sie mir auff ein zeit eine spansau zurichten solte unterstunde sie solches wie einen vogel zu ropffen wie sie mir dann auch krebs auff dem rost und forellen an einem spiess braten wollen
5.8.9,bey diesen paar exempeln kan man ohnschwer abnehmen wie ich im ubrigen mit ihr bin versorgt gewesen nicht weniger tranck sie auch das liebe weingen gern und theilet andern guten leuten auch mit das mir dann mein kunfftig verderben prognosticirte
5.8.10,einsmals spazierte ich mit etlichen stutzern das thal hinunder eine gesellschafft im undern bad zu besuchen da begegnet uns ein alter baur mit einer geiss am strick die er verkauffen wolte und weil mich dunckte ich hatte dieselbe person mehr gesehen fragte ich ihn wo er mit dieser geiss her kame
5.8.11,er aber zoge sein hutlein ab und sagte
5.8.12,gnadiger hearr eich darffs auch werlich neit sahn
5.8.13,ich sagte du wirst sie ja nicht gestolen haben
5.8.14,nein antwort der baur sondern ich bring sie auss dem stattgen unden im thal welches ich eben gegen dem herrn nicht nennen darff dieweil wir vor einer geiss reden
5.8.15,solches bewegte meine gesellschafft zum lachen und weil ich mich im angesicht entfarbte gedachten sie ich hatte ein verdruss oder schamte mich weil mir der baur so artlich eingeschenckt
5.8.16,aber ich hatte andere gedancken dann an der grossen wartzen die der baur gleichsam wie das einhorn mitten auff der stirn stehen hatte wurde ich eigentlich versichert dass es mein knan auss dem spessert war wolte derhalben zuvor einen wahrsager agiren ehe ich mich ihm offenbaren und mit einem so stattlichen sohn als damals meine kleider ausswiesen erfreuen wolte sagte derhalben zu ihm
5.8.17,mein lieber alter vatter seyt ihr nicht im spessert zu hauss
5.8.18,ja hearr antwort der baur
5.8.19,da sagte ich haben euch nicht vor ungefahr jahren die reuter euer hauss und hof geplundert und verbrennt
5.8.20,ja gott erbarms antwortet der baur es ist aber noch nicht so lang
5.8.21,jch fragte weiter habt ihr nicht damals zwey kinder nemlich eine erwachsene tochter und einen jungen knaben gehabt der euch der schaf gehutet
5.8.22,herr antwortet mein knan die tochter war mein kind aber der bub nicht ich hab ihn aber an kindes statt auffziehen wollen
5.8.23,hierauss verstunde ich wol dass ich dieses groben knollfincken sohn nicht sey welches mich eins theils erfreute hingegen aber auch betrubte weil mir zugefallen ich muste sonsten ein banckert oder findling seyn
5.8.24,fragte derowegen meinen knan wo er dann denselben buben auffgetrieben
5.8.25,oder was er vor ursach gehabt denselben an kinds statt zu erziehen
5.8.26,ach sagte er es ist mir seltzam mit ihm gangen der krieg hat mir ihn geben und der krieg hat mir ihn wieder genommen
5.8.27,weil ich dann besorgte es dorffte wol ein facit herauss kommen das mir wegen meiner geburt nachtheilig seyn mochte verwendet ich meinen discurs wieder auff die geiss und fragte ob er sie der wirthin in die kuche verkaufft hatte
5.8.28,das mich befremde weil die saurbrunnengast kein alt geissenfleisch zu geniessen pflegten
5.8.29,ach nein herr antwort der baur die wirthin hat selber geissen genug und gibt auch nichts vor ein ding ich bring sie der grafin die im sauerbrunnen badet und ihr der doctor hans in allen gassen etliche krauter geordnet so die geiss essen muss und was sie dann vor milch darvon gibt die nimmt der doctor und macht der grafin noch so ein ertzney druber so muss sie die milch trincken und wieder gesund darvon werden man saht es mangel der grafin am gehenck und wenn ihr die geiss hilfft so vermag sie mehr als der doctor und seine abdecker miteinanger
5.8.30,unter wahrender solcher relation besann ich auff was weis ich mehr mit dem baurn reden mochte botte ihm derhalben einen thaler mehr umb die geiss als der doctor oder die grafin darum geben wolten
5.8.31,solches gieng er gleich ein dann ein geringer gewin persuadirt die leut bald anders doch mit dem beding er solte der grafin zuvor anzeigen dass ich ihm ein thaler mehr darauff gebotten wolte sie dann so viel drumb geben als ich so solte sie den vorkauff haben wo nicht so wolte er mir die geiss zukommen lassen und wie der handel stunde auff den abend anzeigen
5.8.32,also gieng mein knan seines wegs und ich mit meiner gesellschafft den unserigen auch doch konte und mochte ich nit langer bey der compagni bleiben sondern drehte mich ab und gieng hin wo ich meinen knan wieder fand der hatte seine geiss noch weil ihm andere nicht so viel als ich drumb geben wolten welches mich an so reichen leuten wunderte und doch nit karger machte
5.8.33,jch fuhrte ihn auff meinen neuerkaufften hof bezahlte ihm seine geiss und nachdem ich ihme einen halben rausch angehenckt fragte ich ihn woher ihm der jenige knad zugestanden ware von dem wir heut geredet
5.8.34,ach herr sagte er der mansfelder krieg hat mir ihn beschehrt und die nordlinger schlacht hat mir ihn wieder genommen
5.8.35,jch sagte das muss wol ein lustige histori seyn mit bitt weil wir doch sonst nichts zu reden hatten er wolte mirs doch vor die lange weil erzehlen
5.8.36,darauff fieng er an und sagte als der mansfelder bey hochst die schlacht verlor zerstreute sich sein fluchtig volck weit und breit berum weil sie nit alle wusten wohin sie sich retiriren solten viel kamen in spessert weil sie die busch suchten sich zu verbergen aber in dem sie dem todt auff der edne entgiengen fanden sie ihn bey uns in den bergen und weil beyde kriegende theil vor billich achteten einander auff unserm grund und boden zu berauden und nider zu machen griffen wir ihnen auch auff die hauben damals gieng selten ein bauer in den buschen ohne feurrohr weil wir zu hauss bey unsern hauen und pflugen nit bleiben konten
5.8.37,jn demselben tumult bekam ich nicht weit von meinem hof in einem wilden ungeheuren wald ein schone junge edelfrau sampt einem stattlichen pferd als ich zuvor nit weit darvon etliche buchsenschuss gehort hatte ich sahe sie anfanglich vor einen kerl an weil sie so mannlich daher ritte aber in dem ich sie beydes hand und augen gegen dem himmel auffheben sahe und auff welsch mit einer erbarmlichen stimm zu gott ruffen horte liess ich mein rohr damit ich feur auff sie geben wolte fincken und zog den hanen wieder zuruck weil mich ihr geschrey und geberden versicherten dass sie ein betrubtes weibsbild ware
5.8.38,mithin naherten wir uns einander und da sie mich sahe sagte sie
5.8.39,ach
5.8.40,wann ihr ein ehrlicher christenmensch seyt so bitte ich euch umb gottes und seiner barmhertzigkeit ja umb dess jungsten gerichts willen vor welchem wir alle umb unser thun und lassen rechenschafft geben mussen ihr wollet mich zu ehrlichen weibern fuhren die mich durch gottliche hulff von meiner leibesburde entledigen helffen
5.8.41,diese wort die mich so grosser ding erinnerten sampt der holdseeligen ausssprach und zwar betrubten doch uberauss schonen und anmuthigen gestalt der frauen zwangen mich zu solcher erbarmde dass ich ihr pferd beym ziegel nam und sie durch hecken und stauden an den allerdicksten ort dess gestrauchs fuhrte da ich selbst mein weid kind gesind und viehe hin geflehnt hatte daselbst genass sie ehender als in einer halben stund dess jenigen jungen knaben von dem wir heut miteinander geredet haben
5.8.42,hiemit beschloss mein knan seine erzehlung weil er eins tranck dann ich sprach ihm gar gutlich zu da er aber das glass aussgelehret hatte fragte ich und wie ists darnach weiter mit der frauen gangen
5.8.43,er antwortet als sie dergestalt kindbetterin worden bat sie mich zu gevattern und dass ich das kind ehistes zum tauff furdern wolte sagte mir auch ihres manns und ihren nabmen damit sie mochten in das tauffbuch geschriben werden und in dem that sie ihr felleysen auff darinnen sie wol kostliche sachen hatte und schenckte mir meinem weib und kind der magd und sonst noch einer frauen so viel dass wir wol mit ihr zu friden seyn konnen aber in dem sie so damit umbgieng und uns von ihrem mann erzehlte starb sie uns unter den handen als sie uns ihr kind zuvor wol befohlen hatte
5.8.44,weil es dann nun so gar ein grosser lermen im land war dass niemand bey hauss bleiben konte vermachten wir kaum ein pfarrherrn der bey der begrabnuss ware und das kind tauffte da aber endlich beydes geschehen wurde mir von unserm schultzen und pfarrherrn befohlen ich solte das kind auffziehen biss es gross wurd und vor meine muhe und kosten der frauen gantze verlassenschaft behalten aussgenommen etliche pater noster edelgestein und so geschmeiss welches ich vor das kind auffbehalten solte
5.8.45,also ernehrte mein frau das kind mit gaissmilch und wir behielten den buben gar gern und dachten wir wolten ihm wann er gross wurde unser madgen zur frauen geben aber nach der nordling
5.8.46,schlacht habe ich beydes das magd lein und den buben verlohren sampt allem dem was wir vermochten
5.8.47,jhr habt mir sagte ich zu meinem knan ein artliche geschicht erzehlt und doch das best vergessen dann ihr habt nicht gesagt weder wie die frau noch ihr mann oder das kind geheissen
5.8.48,herr antwortet er ich hab nicht gemeint dass ihrs auch gern hettet wissen mogen
5.8.49,die edelfrau hiesse susanna ramsi ihr mann capitain sternfelss von fuchsheim und weil ich melchior hiesse so liesse ich den buben bey der tauffe auch melchior sternfelss von fuchsheim nennen und ins tauffbuch schreiben
5.8.50,hierauss vernam ich umbstandlich dass ich meines einsidlers und dess gubernators ramsay schwester leiblicher sohn gewesen aber ach leider viel zu spat dann meine eltern waren beyde todt und von meinem vetter ramsay kondte ich anders nichts erfahren als dass die hanauer ihn mie sampt der schwedischen guarnison aussgeschafft hetten wesswegen er dann vor zorn und ungedult gantz unsinnig worden ware
5.8.51,jch deckte meinen pettern vollends mit wein zu und liesse den andern tag sein weib auch holen da ich mich ihnen nun offenbahrte wolten sie es nicht ehe glauben biss ich ihnen zuvor einen schwartzen haarigen flecken auffgewisen den ich fornen auff der brust hatte
5.9.1,das ix capitel
5.9.2,ohnlangst hernach nahme ich meinen pettern zu mir und that mit ihm einen ritt hinunder in spessert glaubwurdigen schein und urkund mei nes herkommens und ehelicher geburt halber zu wegen zu bringen welches ich obnschwer auss dem tauffbuch und meines pettern zeugnus erhielte
5.9.3,jch kehrte auch gleich bey dem pfarrer ein der sich zu hanau auffgehalten und meiner angenommen derselbe gab mir einen schrifftlichen beweiss mit wo mein vatter seel
5.9.4,gestorben und dass ich bey demselben biss in seinen todt und endlich unter dem nahmen simplici eine zeitlang bey herrn ramsay dem gubernator in hanau gewesen ware ja ich liesse uber meine gantze histori auss der zeugen mund durch einen notarium ein instrument auffrichten dann ich gedachte wer weiss wo du es noch einmal brauch est solche rais kostet mich uber thaler dann auff dem zuruckweg wurde ich von einer partey erhascht abgesetzt und geplundert also dass ich und mein knan oder petter allerdings nackend und kaum mit dem leben darvon kamen
5.9.5,jndessen giengs daheim auch schlim zu dan nachdem mein weib vernomen dass ihr mann ein juncker sey spielte sie nit allein der grossen frauen sondern verliederlicht auch alles in der hausshaltung welches ich weil sie grosses leibs war stillschweigend ubertrug uber das war mir ein ungluck in den stall kommen so mir das meiste und beste viehe hingerafft
5.9.6,dieses alles ware noch zu verschmirtzen gewesen aber o mirum
5.9.7,kein ungluck allein in der stund darinn mein weib genase wurde die magd auch kindbetterin das kind zwar so sie brachte sahe mir allerdings ahnlich das aber so mein weib gebar sahe dem knecht so gleich als wenns ihm auss dem gesicht geschnitten worden ware
5.9.8,zu dem hatte die jenige dame deren oben gedacht in eben derselben nacht auch eins vor meine thur legen lassen mit schrifft bericht dass ich der vatter ware also dass ich auff einmal drey kinder zusammen brachte und war mir nit anders zu sinn als es wurde auss jedem winckel noch eins herfur kriechen welches mir nit wenig graue haar machte
5.9.9,aber es gehet nit anders her wann man in einem so gottlosen und verruchten leben wie ich eins gefuhrt seinen viehischen begierden folget
5.9.10,nun was halffs
5.9.11,ich muste tauffen und mich noch darzu von der obrigkeit rechtschaffen straffen lassen und weil die herrschafft damals eben schwedisch war ich aber hiebevor dem kaiser gedient wurde mir die zech desto hoher gemacht welches lauter praeludia waren meines abermaligen gantzlichen verderbens
5.9.12,gleich wie mich nun so vielerley ungluckliche zufall hochlich betrubten also nam es andern theils mein weibgen nur auff die leichte achsel ja sie trillete mich noch darzu tag und nacht wegen dess schonen funds der mir vor die thur geleget und dass ich umb so viel gelds gestrafft worden war
5.9.13,hatte sie aber gewust wie es mit mir und der magd beschaffen gewesen so wurde sie mich noch wol arger gequalt haben aber das gute mensch war so auffrichtig dass sie sich durch so viel geld als ich sonst ihrentwegen hatte straff geben mussen bereden liesse ihr kind einem stutzer zuzuschreiben der mich das jahr zuvor unterweilen besucht und bey meiner hochzeit gewesen den sie aber sonst weiters nicht gekant doch muste sie auss dem hauss dann mein weib argwohnet was ich ihrentwegen vom knecht gedachte und dorfft doch nichts andenahnden dann ich hatte ihr sonst vorgehalten dass ich in einer stund nicht zugleich bey ihr und der magd seyn konnen
5.9.14,jndessen wurde ich mit dieser anfechtung hefftig gepeiniget dass ich meinem knecht ein kind auffziehen und die meinige nicht meine erben seyn solten und dass ich noch darzustill schweigen und froh seyn muste dass gleichwol sonst niemand nichts darvon wuste
5.9.15,mit solchen gedancken martert ich mich taglich aber mein weid delectrte sich stundlich mit wein denn sie hatte ihr das kanngen sint unserer hochzeit dergestalt angewehnt dass es ihr selten vom maul und sie selbsten gleichsam keine nacht ohne ein zimlichen rausch schlaffen gieng darvon soff sie ihrem kind zeitlich das leben ab und entzundet ihr selbsten das gehenck dergestalt dass es ihr auch bald hernach entfiele und mich wiederum zu einem witwer machte welches mir so zu hertzen gienge dass ich mich fast kranck hieruber gelacht hatte
5.10.1,das x capitel
5.10.2,da ich mich nun wieder solcher gestalt in meine erste freyheit gefetzt befande mein beutel aber von geld zimlich gelaeret hingegen meine grosse hausshaltung mit vielem viehe und gesind beladen nam ich meinen petter melchior vor einen vatter meine goth seine frau vor meine mutter und den banckert simplicium der mir vor die thur geleget worden vor meinen erben an und ubergab diesen beyden alten hauss und hof sampt meinem gantzen vermogen biss auff gar wenig gelbe batzen und cleinodien die ich noch auff die ausserste noth gespart und hinderhalten hatte dann ich hatte einen eckel ab aller weiber beywohnung und gemeinschafft gefast dass ich mir vornam weil mirs so ubel mit ihnen gangen mich nicht mehr zu verheuraten diese beyde alte eheleut welche in re rusticorum nit wol ihres gleichen mehr hatten gossen meine hausshaltung gleich in einen andern model sie schafften von gesind und viehe ab was nichts nutzte und bekamen hingegen auff den hof was etwas eintrug
5.10.3,mein alter knan sampt meiner alten mender vertrosteten mich alles guten und versprachen wenn ich sie nur hausen liesse so wolten sie mir allweg ein gut pferd auff der streu halten und so viel verschaffen dass ich je zu zeiten mit einem ehrlichen bidermann ein maass wein trincken konte
5.10.4,jch spurete auch gleich was vor leut meinem hof vorstunden mein petter bestellte mit dem gesind den feldbau schacherte mit viehe und mit dem holtz und hartzhandel arger als ein jud und meine goth legte sich auff die viehzucht und wuste die milchpfenning besser zu gewinnen und zusamm zu halten als zehen solcher weiber wie ich eins gehabt hatte
5.10.5,auff solche weis wurde mein baurenhof in kurtzer zeit mit allerhand nothwendigem vorrath auch gross und kleinem vieh genugsam versehen also dass er in balde vor den besten in der gantzen gegend geschatzt wurde ich aber gieng darbey spazieren und wartet allerhand contemplationen ab dann weil ich sahe dass meine goth mehr auss den jmmen an wachs und honig vorschlug als mein weib hiebevor auss rindvieh schweinen und anderm eroberte konte ich mir leicht einbilden dass sie im ubrigen nichts verschlaffen wurde
5.10.6,einsmals spazierte ich in sauerbrunnen mehr einen trunck frisch wasser zu thun als mich meiner vorigen gewonheit nach mit den stutzern bekant zu machen dann ich fieng an meiner alten kargheit nachzuohmen welche mir nicht riethen dass ich mit den leuten viel umbgehen solte die ihre und ihrer eltern haab so unnutzlich verschwendeten
5.10.7,gleichwol aber geriethe ich zu einer gesellschafft mittelmassigen stands weil sie von einer seltenen sach nemlich von dem mummelsee discurirten welcher unergrundlich und in der nachbarschafft auff einem von den hochsten bergen gelegen sey
5.10.8,sie hatten auch unterschiedliche alte bauersleut beschickt die erzehlen musten was einer oder der ander von diesem wunderbarlichen see gehoret hatte deren relation ich dann mit grossem lust zuhorte wiewol ichs vor eitel fabuln hielte denn es lautete so lugenhafftig als etliche schwenck dess plinii
5.10.9,einer sagte wenn man ungerad es seyen gleich erbsen steinlein oder etwas anders in ein nastuchlein binde und hinein hencke so verandere es sich in gerad
5.10.10,also auch wenn man gerad hinein hencke so finde man ungerad
5.10.11,ein anderer und zwar die meiste gaben vor und bestetigten es auch mit exempeln wenn man einen oder mehr stein hinein wurffe so erhebe sich gleich gott geb wie schon auch der himmel zuvor gewesen ein grausam ungewitter mit schrocklichem regen schlossen und sturmwinden
5.10.12,von diesem kamen sie auch auff allerhand seltzame historien so sich darbey zugetragen und was sich vor wunderbarliche spectra von erd und wassermannlein darbey hatten sehen lassen und was sie mit den leuten geredet
