i0,i2,textstring
18,3,"doun by his beddes syde sit she than, "
18,4,confortinge him as goodly as she may. 
18,5,"this damian, whan that his tyme he say,"
18,6,"in secree wise his purs, and eek his bille,"
18,7,"in which that he y-writen hadde his wille,"
18,8,"hath put in-to hir hand, with-outen more,"
18,9,"save that he syketh wonder depe and sore, "
18,10,and softely to hir right thus seyde he:
18,11,'mercy! and that ye nat discovere me;
18,12,"for i am deed, if that this thing be kid.'"
18,13,"this purs hath she inwith hir bosom hid, "
18,14,and wente hir wey; ye gete namore of me. 
18,15,"but un-to ianuarie y-comen is she,"
18,16,that on his beddes syde sit ful softe.
18,17,"he taketh hir, and kisseth hir ful ofte,"
18,18,"and leyde him doun to slepe, and that anon."
18,19,she feyned hir as that she moste gon 
18,20,ther-as ye woot that every wight mot nede.
18,21,"and whan she of this bille hath taken hede,"
18,22,"she rente it al to cloutes atte laste,"
18,23,and in the privee softely it caste. 
18,0,
18,1,who studieth now but faire fresshe may? 
18,2,"adoun by olde ianuarie she lay,"
18,3,"that sleep, til that the coughe hath him awaked;"
18,4,anon he preyde hir strepen hir al naked;
18,5,"he wolde of hir, he seyde, han som plesaunce,"
18,6,"and seyde, hir clothes dide him encombraunce, "
18,7,"and she obeyeth, be hir lief or looth."
18,8,"but lest that precious folk be with me wrooth,"
18,9,"how that he wroghte, i dar nat to yow telle;"
18,10,or whether hir thoughte it paradys or helle; 
18,11,but here i lete hem werken in hir wyse 
18,12,"til evensong rong, and that they moste aryse."
18,0,
18,1,"were it by destinee or aventure,"
18,2,"were it by influence or by nature,"
18,3,"or constellacion, that in swich estat"
18,4,"the hevene stood, that tyme fortunat "
18,5,was for to putte a bille of venus werkes
18,6,"for alle thing hath tyme, as seyn thise clerkes"
18,7,"to any womman, for to gete hir love,"
18,8,"i can nat seye; but grete god above, "
18,9,"that knoweth that non act is causelees, "
18,10,"he deme of al, for i wol holde my pees."
18,11,"but sooth is this, how that this fresshe may"
18,12,"hath take swich impression that day,"
18,13,"for pitee of this syke damian,"
18,14,that from hir herte she ne dryve can 
18,15,the remembraunce for to doon him ese.
18,16,"'certeyn,' thoghte she, 'whom that this thing displese,"
18,17,"i rekke noght, for here i him assure,"
18,18,"to love him best of any creature, "
18,19,though he na-more hadde than his sherte.' 
18,20,"lo, pitee renneth sone in gentil herte."
18,0,
18,1,heer may ye se how excellent franchyse
18,2,"in wommen is, whan they hem narwe avyse."
18,3,"som tyrant is, as ther be many oon,"
18,4,"that hath an herte as hard as any stoon, "
18,5,which wolde han lete him sterven in the place
18,6,wel rather than han graunted him hir grace;
18,7,"and hem reioysen in hir cruel pryde,"
18,8,and rekke nat to been an homicyde. 
18,0,
18,1,"this gentil may, fulfilled of pitee, "
18,2,"right of hir hande a lettre made she,"
18,3,in which she graunteth him hir verray grace;
18,4,"ther lakketh noght but only day and place,"
18,5,wher that she mighte un-to his lust suffyse:
18,6,for it shal be right as he wol devyse. 
18,7,"and whan she saugh hir time, up-on a day,"
18,8,"to visite this damian goth may,"
18,9,and sotilly this lettre doun she threste
18,10,"under his pilwe, rede it if him leste. "
18,11,"she taketh him by the hand, and harde him twiste "
18,12,"so secrely, that no wight of it wiste,"
18,13,"and bad him been al hool, and forth she wente"
18,14,"to ianuarie, whan that he for hir sente."
18,0,
18,1,"up ryseth damian the nexte morwe,"
18,2,al passed was his siknesse and his sorwe. 
18,3,"he kembeth him, he proyneth him and pyketh,"
18,4,he dooth al that his lady lust and lyketh;
18,5,and eek to ianuarie he gooth as lowe
18,6,as ever dide a dogge for the bowe. 
18,7,"he is so plesant un-to every man, "
18,8,"for craft is al, who-so that do it can"
18,9,that every wight is fayn to speke him good;
18,10,and fully in his lady grace he stood.
18,11,"thus lete i damian aboute his nede,"
18,12,and in my tale forth i wol procede. 
18,0,
18,1,somme clerkes holden that felicitee
18,2,"stant in delyt, and therefor certeyn he,"
18,3,"this noble ianuarie, with al his might,"
18,4,"in honest wyse, as longeth to a knight, "
18,5,shoop him to live ful deliciously. 
18,6,"his housinge, his array, as honestly"
18,7,to his degree was maked as a kinges.
18,8,"amonges othere of his honest thinges,"
18,9,"he made a gardin, walled al with stoon;"
18,10,so fair a gardin woot i nowher noon. 
18,11,"for out of doute, i verraily suppose,"
18,12,that he that wroot the romance of the rose
18,13,ne coude of it the beautee wel devyse;
18,14,"ne priapus ne mighte nat suffyse, "
18,15,"though he be god of gardins, for to telle "
18,16,"the beautee of the gardin and the welle,"
18,17,that stood under a laurer alwey grene.
18,18,"ful ofte tyme he, pluto, and his quene,"
18,19,"proserpina, and al hir fayërye"
18,20,disporten hem and maken melodye
18,21,"aboute that welle, and daunced, as men tolde."
18,0,
18,1,"this noble knight, this ianuarie the olde,"
18,2,"swich deintee hath in it to walke and pleye,"
18,3,that he wol no wight suffren bere the keye 
18,4,save he him-self; for of the smale wiket 
18,5,"he bar alwey of silver a smal cliket,"
18,6,"with which, whan that him leste, he it unshette."
18,7,and whan he wolde paye his wyf hir dette
18,8,"in somer seson, thider wolde he go,"
18,9,"and may his wyf, and no wight but they two;"
18,10,"and thinges whiche that were nat doon a-bedde,"
18,11,he in the gardin parfourned hem and spedde.
18,12,"and in this wyse, many a mery day,"
18,13,lived this ianuarie and fresshe may. 
18,14,but worldly ioye may nat alwey dure 
18,15,"to ianuarie, ne to no creature."
18,0,
18,1,"o sodeyn hap, o thou fortune instable, auctor."
18,2,"lyk to the scorpioun so deceivable,"
18,3,that flaterest with thyn heed when thou wolt stinge;
18,4,"thy tayl is deeth, thurgh thyn enveniminge. "
18,5,o brotil ioye! o swete venim queynte!
18,6,"o monstre, that so subtilly canst peynte"
18,7,"thy yiftes, under hewe of stedfastnesse,"
18,8,that thou deceyvest bothe more and lesse! 
18,9,"why hastow ianuarie thus deceyved, "
18,10,that haddest him for thy ful frend receyved?
18,11,"and now thou hast biraft him bothe hise yën,"
18,12,for sorwe of which desyreth he to dyen.
18,0,
18,1,"allas! this noble ianuarie free,"
18,2,"amidde his lust and his prosperitee, "
18,3,"is woxen blind, and that al sodeynly."
18,4,he wepeth and he wayleth pitously;
18,5,"and ther-with-al the fyr of ialousye,"
18,6,"lest that his wyf sholde falle in som folye, "
18,7,"so brente his herte, that he wolde fayn "
18,8,that som man bothe him and hir had slayn.
18,9,"for neither after his deeth, nor in his lyf,"
18,10,"ne wolde he that she were love ne wyf,"
18,11,"but ever live as widwe in clothes blake,"
18,12,soul as the turtle that lost hath hir make. 
18,13,"but atte laste, after a monthe or tweye,"
18,14,"his sorwe gan aswage, sooth to seye;"
18,15,"for whan he wiste it may noon other be,"
18,16,he paciently took his adversitee; 
18,17,"save, out of doute, he may nat forgoon "
18,18,that he nas ialous evermore in oon;
18,19,"which ialousye it was so outrageous,"
18,20,"that neither in halle, nin noon other hous,"
18,21,"ne in noon other place, never-the-mo,"
18,22,"he nolde suffre hir for to ryde or go, "
18,23,but-if that he had hand on hir alway;
18,24,"for which ful ofte wepeth fresshe may,"
18,25,"that loveth damian so benignely,"
18,26,"that she mot outher dyen sodeynly, "
18,27,or elles she mot han him as hir leste; 
18,28,she wayteth whan hir herte wolde breste.
18,0,
18,1,up-on that other syde damian
18,2,bicomen is the sorwefulleste man
18,3,that ever was; for neither night ne day
18,4,"ne mighte he speke a word to fresshe may, "
18,5,"as to his purpos, of no swich matere,"
18,6,"but-if that ianuarie moste it here,"
18,7,that hadde an hand up-on hir evermo.
18,8,"but nathelees, by wryting to and fro "
18,9,"and privee signes, wiste he what she mente; "
18,10,and she knew eek the fyn of his entente.
18,0,
18,1,"o ianuarie, what mighte it thee availle, auctor."
18,2,thou mightest see as fer as shippes saille?
18,3,"for also good is blind deceyved be,"
18,4,as be deceyved whan a man may se. 
18,5,"lo, argus, which that hadde an hondred yën,"
18,6,"for al that ever he coude poure or pryen,"
18,7,"yet was he blent; and, god wot, so ben mo,"
18,8,that wenen wisly that it be nat so. 
18,9,"passe over is an ese, i sey na-more. "
18,0,
18,1,"this fresshe may, that i spak of so yore,"
18,2,"in warme wex hath emprented the cliket,"
18,3,"that ianuarie bar of the smale wiket,"
18,4,by which in-to his gardin ofte he wente.
18,5,"and damian, that knew al hir entente, "
18,6,the cliket countrefeted prively;
18,7,"ther nis na-more to seye, but hastily"
18,8,"som wonder by this cliket shal bityde,"
18,9,"which ye shul heren, if ye wole abyde. "
18,0,
18,1,"o noble ovyde, ful sooth seystou, god woot! auctor."
18,2,"what sleighte is it, thogh it be long and hoot, "
18,3,that he nil finde it out in som manere?
18,4,by piramus and tesbee may men lere;
18,5,"thogh they were kept ful longe streite overal,"
18,6,"they been accorded, rouninge thurgh a wal, "
18,7,ther no wight coude han founde out swich a sleighte.
18,0,
18,1,but now to purpos; er that dayes eighte
18,2,"were passed, er the monthe of iuil, bifil"
18,3,"that ianuarie hath caught so greet a wil, "
18,4,"thurgh egging of his wyf, him for to pleye "
18,5,"in his gardin, and no wight but they tweye,"
18,6,that in a morwe un-to this may seith he:
18,7,"'rys up, my wyf, my love, my lady free;"
18,8,"the turtles vois is herd, my douve swete;"
18,9,"the winter is goon, with alle his reynes wete; "
18,10,"com forth now, with thyn eyën columbyn!"
18,11,how fairer been thy brestes than is wyn!
18,12,the gardin is enclosed al aboute;
18,13,"com forth, my whyte spouse; out of doute, "
18,14,"thou hast me wounded in myn herte, o wyf! "
18,15,no spot of thee ne knew i al my lyf.
18,16,"com forth, and lat us taken our disport;"
18,17,i chees thee for my wyf and my confort.'
18,0,
18,1,swiche olde lewed wordes used he;
18,2,"on damian a signe made she, "
18,3,that he sholde go biforen with his cliket:
18,4,"this damian thanne hath opened the wiket,"
18,5,"and in he stirte, and that in swich manere,"
18,6,that no wight mighte it see neither y-here; 
18,7,and stille he sit under a bush anoon. 
18,0,
18,1,"this ianuarie, as blind as is a stoon,"
18,2,"with maius in his hand, and no wight mo,"
18,3,"in-to his fresshe gardin is ago,"
18,4,and clapte to the wiket sodeynly.
18,0,
18,1,"'now, wyf,' quod he, 'heer nis but thou and i, "
18,2,that art the creature that i best love.
18,3,"for, by that lord that sit in heven above,"
18,4,"lever ich hadde dyen on a knyf,"
18,5,"than thee offende, trewe dere wyf! "
18,6,"for goddes sake, thenk how i thee chees, "
18,7,"noght for no coveityse, doutelees,"
18,8,but only for the love i had to thee.
18,9,"and though that i be old, and may nat see,"
18,10,"beth to me trewe, and i shal telle yow why."
18,11,"three thinges, certes, shul ye winne ther-by; "
18,12,"first, love of crist, and to your-self honour,"
18,13,"and al myn heritage, toun and tour;"
18,14,"i yeve it yow, maketh chartres as yow leste;"
18,15,this shal be doon to-morwe er sonne reste. 
18,16,"so wisly god my soule bringe in blisse, "
18,17,"i prey yow first, in covenant ye me kisse."
18,18,"and thogh that i be ialous, wyte me noght."
18,19,"ye been so depe enprented in my thoght,"
18,20,"that, whan that i considere your beautee,"
18,21,"and ther-with-al the unlykly elde of me, "
18,22,"i may nat, certes, thogh i sholde dye,"
18,23,forbere to been out of your companye
18,24,for verray love; this is with-outen doute.
18,25,"now kis me, wyf, and lat us rome aboute.' "
18,0,
18,1,"this fresshe may, whan she thise wordes herde, "
18,2,"benignely to ianuarie answerde,"
18,3,"but first and forward she bigan to wepe,"
18,4,"'i have,' quod she, 'a soule for to kepe"
18,5,"as wel as ye, and also myn honour,"
18,6,"and of my wyfhod thilke tendre flour, "
18,7,"which that i have assured in your hond,"
18,8,whan that the preest to yow my body bond;
18,9,wherfore i wole answere in this manere
18,10,"by the leve of yow, my lord so dere: "
18,11,"i prey to god, that never dawe the day "
18,12,"that i ne sterve, as foule as womman may,"
18,13,"if ever i do un-to my kin that shame,"
18,14,"or elles i empeyre so my name,"
18,15,"that i be fals; and if i do that lakke,"
18,16,"do strepe me and put me in a sakke, "
18,17,and in the nexte river do me drenche.
18,18,i am a gentil womman and no wenche.
18,19,"why speke ye thus? but men ben ever untrewe,"
18,20,and wommen have repreve of yow ay newe. 
18,21,"ye han non other contenance, i leve, "
18,22,but speke to us of untrust and repreve.'
18,0,
18,1,and with that word she saugh wher damian
18,2,"sat in the bush, and coughen she bigan,"
18,3,"and with hir finger signes made she,"
18,4,"that damian sholde climbe up-on a tree, "
18,5,"that charged was with fruit, and up he wente;"
18,6,"for verraily he knew al hir entente,"
18,7,and every signe that she coude make
18,8,"wel bet than ianuarie, hir owene make. "
18,9,for in a lettre she had told him al 
18,10,"of this matere, how he werchen shal."
18,11,"and thus i lete him sitte up-on the pyrie,"
18,12,and ianuarie and may rominge myrie.
18,0,
18,1,"bright was the day, and blew the firmament,"
18,2,"phebus of gold his stremes doun hath sent, "
18,3,to gladen every flour with his warmnesse.
18,4,"he was that tyme in geminis, as i gesse,"
18,5,but litel fro his declinacioun
18,6,"of cancer, iovis exaltacioun. "
18,7,"and so bifel, that brighte morwe-tyde, "
18,8,"that in that gardin, in the ferther syde,"
18,9,"pluto, that is the king of fayërye,"
18,10,"and many a lady in his companye,"
18,11,"folwinge his wyf, the quene proserpyne,"
18,12,"ech after other, right as any lyne— "
18,13,"whil that she gadered floures in the mede,"
18,14,"in claudian ye may the story rede,"
18,15,how in his grisly carte he hir fette:—
18,16,this king of fairye thanne adoun him sette 
18,17,"up-on a bench of turves, fresh and grene, "
18,18,and right anon thus seyde he to his quene.
18,0,
18,1,"'my wyf,' quod he, 'ther may no wight sey nay;"
18,2,thexperience so preveth every day
18,3,the treson whiche that wommen doon to man.
18,4,ten hondred thousand stories telle i can 
18,5,notable of your untrouthe and brotilnesse.
18,6,"o salomon, wys, richest of richesse,"
18,7,"fulfild of sapience and of worldly glorie,"
18,8,ful worthy been thy wordes to memorie 
18,9,to every wight that wit and reson can. 
18,10,thus preiseth he yet the bountee of man:
18,11,"""amonges a thousand men yet fond i oon,"
18,12,"but of wommen alle fond i noon."""
18,0,
18,1,thus seith the king that knoweth your wikkednesse;
18,2,"and iesus filius syrak, as i gesse, "
18,3,ne speketh of yow but selde reverence.
18,4,a wilde fyr and corrupt pestilence
18,5,so falle up-on your bodies yet to-night!
18,6,"ne see ye nat this honurable knight, "
18,7,"by-cause, allas! that he is blind and old, "
18,8,his owene man shal make him cokewold;
18,9,"lo heer he sit, the lechour, in the tree."
18,10,"now wol i graunten, of my magestee,"
18,11,un-to this olde blinde worthy knight
18,12,"that he shal have ayeyn his eyen sight, "
18,13,whan that his wyf wold doon him vileinye;
18,14,than shal he knowen al hir harlotrye
18,15,both in repreve of hir and othere mo.'
18,0,
18,1,"'ye shal,' quod proserpyne, 'wol ye so; "
18,2,"now, by my modres sires soule i swere, "
18,3,"that i shal yeven hir suffisant answere,"
18,4,"and alle wommen after, for hir sake;"
18,5,"that, though they be in any gilt y-take,"
18,6,"with face bold they shulle hem-self excuse,"
18,7,and bere hem doun that wolden hem accuse. 
18,8,"for lakke of answer, noon of hem shal dyen."
18,9,"al hadde man seyn a thing with bothe his yën,"
18,10,"yit shul we wommen visage it hardily,"
18,11,"and wepe, and swere, and chyde subtilly, "
18,12,so that ye men shul been as lewed as gees.
18,13,what rekketh me of your auctoritees?
18,0,
18,1,"i woot wel that this iew, this salomon,"
18,2,fond of us wommen foles many oon.
18,3,"but though that he ne fond no good womman,"
18,4,yet hath ther founde many another man 
18,5,"wommen ful trewe, ful gode, and vertuous."
18,6,"witnesse on hem that dwelle in cristes hous,"
18,7,with martirdom they preved hir constance.
18,8,the romayn gestes maken remembrance 
18,9,of many a verray trewe wyf also. 
18,10,"but sire, ne be nat wrooth, al-be-it so,"
18,11,"though that he seyde he fond no good womman,"
18,12,i prey yow take the sentence of the man;
18,13,"he mente thus, that in sovereyn bontee"
18,14,"nis noon but god, that sit in trinitee. "
18,0,
18,1,"ey! for verray god, that nis but oon,"
18,2,what make ye so muche of salomon?
18,3,"what though he made a temple, goddes hous?"
18,4,what though he were riche and glorious? 
18,5,"so made he eek a temple of false goddis, "
18,6,how mighte he do a thing that more forbode is?
18,7,"pardee, as faire as ye his name emplastre,"
18,8,he was a lechour and an ydolastre;
18,9,and in his elde he verray god forsook.
18,10,"and if that god ne hadde, as seith the book, "
18,11,"y-spared him for his fadres sake, he sholde"
18,12,have lost his regne rather than he wolde.
18,13,"i sette noght of al the vileinye,"
18,14,"that ye of wommen wryte, a boterflye. "
18,15,"i am a womman, nedes moot i speke, "
18,16,or elles swelle til myn herte breke.
18,17,"for sithen he seyde that we ben iangleresses,"
18,18,"as ever hool i mote brouke my tresses,"
18,19,"i shal nat spare, for no curteisye,"
18,20,to speke him harm that wolde us vileinye.' 
18,21,"'dame,' quod this pluto, 'be no lenger wrooth;"
18,22,i yeve it up; but sith i swoor myn ooth
18,23,"that i wolde graunten him his sighte ageyn,"
18,24,"my word shal stonde, i warne yow, certeyn. "
18,25,"i am a king, it sit me noght to lye.' "
18,0,
18,1,"'and i,' quod she, 'a queene of fayërye."
18,2,"hir answere shal she have, i undertake;"
18,3,lat us na-more wordes heer-of make.
18,4,"for sothe, i wol no lenger yow contrarie.'"
18,0,
18,1,"now lat us turne agayn to ianuarie, "
18,2,that in the gardin with his faire may
18,3,"singeth, ful merier than the papeiay,"
18,4,"'yow love i best, and shal, and other noon.'"
18,5,"so longe aboute the aleyes is he goon, "
18,6,"til he was come agaynes thilke pyrie, "
18,7,wher-as this damian sitteth fill myrie
18,8,"an heigh, among the fresshe leves grene."
18,0,
18,1,"this fresshe may, that is so bright and shene,"
18,2,"gan for to syke, and seyde, 'allas, my syde!"
18,3,"now sir,' quod she, 'for aught that may bityde, "
18,4,"i moste han of the peres that i see,"
18,5,"or i mot dye, so sore longeth me"
18,6,to eten of the smale peres grene.
18,7,"help, for hir love that is of hevene quene! "
18,8,"i telle yow wel, a womman in my plyt "
18,9,"may han to fruit so greet an appetyt,"
18,10,"that she may dyen, but she of it have.'"
18,0,
18,1,"'allas!' quod he, 'that i ne had heer a knave"
18,2,"that coude climbe; allas! allas!' quod he,"
18,3,"'that i am blind.' 'ye, sir, no fors,' quod she: "
18,4,"'but wolde ye vouche-sauf, for goddes sake,"
18,5,"the pyrie inwith your armes for to take,"
18,6,for wel i woot that ye mistruste me
18,7,"thanne sholde i climbe wel y-nogh,' quod she, "
18,8,'so i my foot mighte sette upon your bak.' 
18,0,
18,1,"'certes,' quod he, 'ther-on shal be no lak,"
18,2,mighte i yow helpen with myn herte blood.'
18,3,"he stoupeth doun, and on his bak she stood,"
18,4,"and caughte hir by a twiste, and up she gooth."
18,5,"ladies, i prey yow that ye be nat wrooth; "
18,6,"i can nat glose, i am a rude man."
18,7,and sodeynly anon this damian
18,8,"gan pullen up the smok, and in he throng."
18,0,
18,1,"and whan that pluto saugh this grete wrong, "
18,2,"to ianuarie he gaf agayn his sighte, "
18,3,"and made him see, as wel as ever he mighte."
18,4,"and whan that he hadde caught his sighte agayn,"
18,5,ne was ther never man of thing so fayn.
18,6,but on his wyf his thoght was evermo;
18,7,"up to the tree he caste his eyen two, "
18,8,and saugh that damian his wyf had dressed
18,9,"in swich manere, it may nat ben expressed"
18,10,but if i wolde speke uncurteisly:
18,11,and up he yaf a roring and a cry 
18,12,as doth the moder whan the child shal dye: 
18,13,"'out! help! allas! harrow!' he gan to crye,"
18,14,"'o stronge lady store, what dostow?'"
18,0,
18,1,"and she answerde, 'sir, what eyleth yow?"
18,2,"have pacience, and reson in your minde,"
18,3,i have yow holpe on bothe your eyen blinde. 
18,4,"up peril of my soule, i shal nat lyen,"
18,5,"as me was taught, to hele with your yën,"
18,6,was no-thing bet to make yow to see
18,7,than strugle with a man up-on a tree. 
18,8,"god woot, i dide it in ful good entente.' "
18,0,
18,1,"'strugle!' quod he, 'ye, algate in it wente!"
18,2,god yeve yow bothe on shames deeth to dyen!
18,3,"he swyved thee, i saugh it with myne yën,"
18,4,and elles be i hanged by the hals!'
18,0,
18,1,"'thanne is,' quod she, 'my medicyne al fals; "
18,2,"for certeinly, if that ye mighte see,"
18,3,ye wolde nat seyn thise wordes un-to me;
18,4,ye han som glimsing and no parfit sighte.'
18,0,
18,1,"'i see,' quod he, 'as wel as ever i mighte, "
18,2,"thonked be god! with bothe myne eyen two, "
18,3,"and by my trouthe, me thoughte he dide thee so.'"
18,0,
18,1,"'ye maze, maze, gode sire,' quod she,"
18,2,'this thank have i for i have maad yow see;
18,3,"allas!' quod she, 'that ever i was so kinde!'"
18,0,
18,1,"'now, dame,' quod he, 'lat al passe out of minde. "
18,2,"com doun, my lief, and if i have missayd,"
18,3,"god help me so, as i am yvel apayd."
18,4,"but, by my fader soule, i wende han seyn,"
18,5,"how that this damian had by thee leyn, "
18,6,and that thy smok had leyn up-on his brest.' 
18,0,
18,1,"'ye, sire,' quod she, 'ye may wene as yow lest;"
18,2,"but, sire, a man that waketh out of his sleep,"
18,3,he may nat sodeynly wel taken keep
18,4,"up-on a thing, ne seen it parfitly,"
18,5,til that he be adawed verraily; 
18,6,"right so a man, that longe hath blind y-be,"
18,7,"ne may nat sodeynly so wel y-see,"
18,8,"first whan his sighte is newe come ageyn,"
18,9,as he that hath a day or two y-seyn. 
18,10,"til that your sighte y-satled be a whyle, "
18,11,ther may ful many a sighte yow bigyle.
18,12,"beth war, i prey yow; for, by hevene king,"
18,13,"ful many a man weneth to seen a thing,"
18,14,and it is al another than it semeth.
18,15,"he that misconceyveth, he misdemeth.' "
18,16,and with that word she leep doun fro the tree.
18,0,
18,1,"this ianuarie, who is glad but he?"
18,2,"he kisseth hir, and clippeth hir ful ofte,"
18,3,"and on hir wombe he stroketh hir ful softe, "
18,4,and to his palays hoom he hath hir lad. 
18,5,"now, gode men, i pray yow to be glad."
18,6,thus endeth heer my tale of ianuarie;
18,7,god blesse us and his moder seinte marie!
18,0,
18,1,"'ey! goddes mercy!' seyde our hoste tho,"
18,2,'now swich a wyf i pray god kepe me fro! 
18,3,"lo, whiche sleightes and subtilitees"
18,4,in wommen been! for ay as bisy as bees
18,5,"ben they, us sely men for to deceyve,"
18,6,and from a sothe ever wol they weyve;
18,7,by this marchauntes tale it preveth weel. 
18,8,"but doutelees, as trewe as any steel"
18,9,"i have a wyf, though that she povre be;"
18,10,"but of hir tonge a labbing shrewe is she, "
18,11,and yet she hath an heep of vyces mo;
18,12,"ther-of no fors, lat alle swiche thinges go. "
18,13,"but, wite ye what? in conseil be it seyd,"
18,14,me reweth sore i am un-to hir teyd.
18,15,"for, and i sholde rekenen every vyce"
18,16,"which that she hath, y-wis, i were to nyce,"
18,17,and cause why; it sholde reported be 
18,18,and told to hir of somme of this meynee;
18,19,"of whom, it nedeth nat for to declare,"
18,20,sin wommen connen outen swich chaffare; 
18,21,and eek my wit suffyseth nat ther-to
18,22,to tellen al; wherfor my tale is do.' 
19,0,
19,1,"'squier, com neer, if it your wille be,"
19,2,"and sey somwhat of love; for, certes, ye"
19,3,connen ther-on as muche as any man.'
19,4,"'nay, sir,' quod he, 'but i wol seye as i can"
19,5,with hertly wille; for i wol nat rebelle 
19,6,agayn your lust; a tale wol i telle.
19,7,"have me excused if i speke amis,"
19,8,"my wil is good; and lo, my tale is this."
19,0,
19,1,"at sarray, in the land of tartarye, "
19,2,"ther dwelte a king, that werreyed russye, "
19,3,thurgh which ther deyde many a doughty man.
19,4,"this noble king was cleped cambinskan,"
19,5,which in his tyme was of so greet renoun
19,6,that ther nas no-wher in no regioun
19,7,so excellent a lord in alle thing; 
19,8,him lakked noght that longeth to a king.
19,9,as of the secte of which that he was born
19,10,"he kepte his lay, to which that he was sworn; "
19,11,"and ther-to be was hardy, wys, and riche,"
19,12,and pietous and iust alwey yliche 
19,13,"sooth of his word, benigne and honurable,"
19,14,of his corage as any centre stable;
19,15,"yong, fresh, and strong, in armes desirous"
19,16,as any bacheler of al his hous.
19,17,"a fair persone he was and fortunat, "
19,18,"and kepte alwey so wel royal estat,"
19,19,that ther was nowher swich another man.
19,20,"this noble king, this tartre cambinskan "
19,21,"hadde two sones on elpheta his wyf,"
19,22,"of whiche the eldeste highte algarsyf, "
19,23,that other sone was cleped cambalo.
19,24,"a doghter hadde this worthy king also,"
19,25,"that yongest was, and highte canacee."
19,26,"but for to telle yow al hir beautee,"
19,27,"it lyth nat in my tonge, nin my conning; "
19,28,i dar nat undertake so heigh a thing.
19,29,myn english eek is insufficient;
19,30,"it moste been a rethor excellent, "
19,31,"that coude his colours longing for that art,"
19,32,if he sholde hir discryven every part. 
19,33,"i am non swich, i moot speke as i can."
19,0,
19,1,"and so bifel that, whan this cambinskan"
19,2,"hath twenty winter born his diademe,"
19,3,"as he was wont fro yeer to yeer, i deme,"
19,4,he leet the feste of his nativitee 
19,5,"don cryen thurghout sarray his citee,"
19,6,"the last idus of march, after the yeer."
19,7,phebus the sonne ful iory was and cleer; 
19,8,for he was neigh his exaltacioun
19,9,"in martes face, and in his mansioun "
19,10,"in aries, the colerik hote signe."
19,11,"ful lusty was the weder and benigne,"
19,12,"for which the foules, agayn the sonne shene,"
19,13,"what for the seson and the yonge grene,"
19,14,ful loude songen hir affecciouns; 
19,15,him semed han geten hem protecciouns
19,16,agayn the swerd of winter kene and cold.
19,0,
19,1,"this cambinskan, of which i have yow told, "
19,2,"in royal vestiment sit on his deys,"
19,3,"with diademe, ful heighe in his paleys, "
19,4,"and halt his feste, so solempne and so riche"
19,5,that in this world ne was ther noon it liche.
19,6,"of which if i shal tellen al tharray,"
19,7,than wolde it occupye a someres day;
19,8,and eek it nedeth nat for to devyse 
19,9,at every cours the ordre of hir servyse.
19,10,"i wol nat tellen of hir strange sewes,"
19,11,"ne of hir swannes, ne of hir heronsewes. "
19,12,"eek in that lond, as tellen knightes olde,"
19,13,"ther is som mete that is ful deyntee holde, "
19,14,that in this lond men recche of it but smal;
19,15,ther nis no man that may reporten al.
19,16,"i wol nat tarien yow, for it is pryme,"
19,17,and for it is no fruit but los of tyme;
19,18,un-to my firste i wol have my recours. 
19,0,
19,1,"and so bifel that, after the thridde cours,"
19,2,"whyl that this king sit thus in his nobleye,"
19,3,herkninge his minstralles hir thinges pleye 
19,4,"biforn him at the bord deliciously,"
19,5,in at the halle-dore al sodeynly 
19,6,"ther cam a knight up-on a stede of bras,"
19,7,and in his hand a brood mirour of glas.
19,8,"upon his thombe he hadde of gold a ring,"
19,9,and by his syde a naked swerd hanging;
19,10,and up he rydeth to the heighe bord. 
19,11,in al the halle ne was ther spoke a word
19,12,for merveille of this knight; him to biholde
19,13,ful bisily ther wayten yonge and olde. 
19,0,
19,1,"this strange knight, that cam thus sodeynly,"
19,2,"al armed save his heed ful richely, "
19,3,"saluëth king and queen, and lordes alle,"
19,4,"by ordre, as they seten in the halle,"
19,5,with so heigh reverence and obeisaunce
19,6,"as wel in speche as in contenaunce,"
19,7,"that gawain, with his olde curteisye, "
19,8,"though he were come ageyn out of fairye,"
19,9,ne coude him nat amende with a word.
19,10,"and after this, biforn the heighe bord, "
19,11,"he with a manly voys seith his message,"
19,12,"after the forme used in his langage, "
19,13,with-outen vyce of sillable or of lettre;
19,14,"and, for his tale sholde seme the bettre,"
19,15,"accordant to his wordes was his chere,"
19,16,as techeth art of speche hem that it lere;
19,17,"al-be-it that i can nat soune his style, "
19,18,"ne can nat climben over so heigh a style,"
19,19,"yet seye i this, as to commune entente,"
19,20,"thus muche amounteth al that ever he mente, "
19,21,if it so be that i have it in minde.
19,0,
19,1,"he seyde, 'the king of arabie and of inde, "
19,2,"my lige lord, on this solempne day"
19,3,"saluëth yow as he best can and may,"
19,4,"and sendeth yow, in honour of your feste,"
19,5,"by me, that am al redy at your heste,"
19,6,"this stede of bras, that esily and wel "
19,7,"can, in the space of o day naturel,"
19,8,"this is to seyn, in foure and twenty houres,"
19,9,"wher-so yow list, in droghte or elles shoures, "
19,10,beren your body in-to every place
19,11,to which your herte wilneth for to pace 
19,12,"with-outen wem of yow, thurgh foul or fair;"
19,13,"or, if yow list to fleen as hye in the air"
