i0,i2,textstring
17,9,"lo heer he sit, the lechour, in the tree."
17,10,"now wol i graunten, of my magestee,"
17,11,un-to this olde blinde worthy knight
17,12,"that he shal have ayeyn his eyen sight, "
17,13,whan that his wyf wold doon him vileinye;
17,14,than shal he knowen al hir harlotrye
17,15,both in repreve of hir and othere mo.'
17,0,
17,1,"'ye shal,' quod proserpyne, 'wol ye so; "
17,2,"now, by my modres sires soule i swere, "
17,3,"that i shal yeven hir suffisant answere,"
17,4,"and alle wommen after, for hir sake;"
17,5,"that, though they be in any gilt y-take,"
17,6,"with face bold they shulle hem-self excuse,"
17,7,and bere hem doun that wolden hem accuse. 
17,8,"for lakke of answer, noon of hem shal dyen."
17,9,"al hadde man seyn a thing with bothe his yën,"
17,10,"yit shul we wommen visage it hardily,"
17,11,"and wepe, and swere, and chyde subtilly, "
17,12,so that ye men shul been as lewed as gees.
17,13,what rekketh me of your auctoritees?
17,0,
17,1,"i woot wel that this iew, this salomon,"
17,2,fond of us wommen foles many oon.
17,3,"but though that he ne fond no good womman,"
17,4,yet hath ther founde many another man 
17,5,"wommen ful trewe, ful gode, and vertuous."
17,6,"witnesse on hem that dwelle in cristes hous,"
17,7,with martirdom they preved hir constance.
17,8,the romayn gestes maken remembrance 
17,9,of many a verray trewe wyf also. 
17,10,"but sire, ne be nat wrooth, al-be-it so,"
17,11,"though that he seyde he fond no good womman,"
17,12,i prey yow take the sentence of the man;
17,13,"he mente thus, that in sovereyn bontee"
17,14,"nis noon but god, that sit in trinitee. "
17,0,
17,1,"ey! for verray god, that nis but oon,"
17,2,what make ye so muche of salomon?
17,3,"what though he made a temple, goddes hous?"
17,4,what though he were riche and glorious? 
17,5,"so made he eek a temple of false goddis, "
17,6,how mighte he do a thing that more forbode is?
17,7,"pardee, as faire as ye his name emplastre,"
17,8,he was a lechour and an ydolastre;
17,9,and in his elde he verray god forsook.
17,10,"and if that god ne hadde, as seith the book, "
17,11,"y-spared him for his fadres sake, he sholde"
17,12,have lost his regne rather than he wolde.
17,13,"i sette noght of al the vileinye,"
17,14,"that ye of wommen wryte, a boterflye. "
17,15,"i am a womman, nedes moot i speke, "
17,16,or elles swelle til myn herte breke.
17,17,"for sithen he seyde that we ben iangleresses,"
17,18,"as ever hool i mote brouke my tresses,"
17,19,"i shal nat spare, for no curteisye,"
17,20,to speke him harm that wolde us vileinye.' 
17,21,"'dame,' quod this pluto, 'be no lenger wrooth;"
17,22,i yeve it up; but sith i swoor myn ooth
17,23,"that i wolde graunten him his sighte ageyn,"
17,24,"my word shal stonde, i warne yow, certeyn. "
17,25,"i am a king, it sit me noght to lye.' "
17,0,
17,1,"'and i,' quod she, 'a queene of fayërye."
17,2,"hir answere shal she have, i undertake;"
17,3,lat us na-more wordes heer-of make.
17,4,"for sothe, i wol no lenger yow contrarie.'"
17,0,
17,1,"now lat us turne agayn to ianuarie, "
17,2,that in the gardin with his faire may
17,3,"singeth, ful merier than the papeiay,"
17,4,"'yow love i best, and shal, and other noon.'"
17,5,"so longe aboute the aleyes is he goon, "
17,6,"til he was come agaynes thilke pyrie, "
17,7,wher-as this damian sitteth fill myrie
17,8,"an heigh, among the fresshe leves grene."
17,0,
17,1,"this fresshe may, that is so bright and shene,"
17,2,"gan for to syke, and seyde, 'allas, my syde!"
17,3,"now sir,' quod she, 'for aught that may bityde, "
17,4,"i moste han of the peres that i see,"
17,5,"or i mot dye, so sore longeth me"
17,6,to eten of the smale peres grene.
17,7,"help, for hir love that is of hevene quene! "
17,8,"i telle yow wel, a womman in my plyt "
17,9,"may han to fruit so greet an appetyt,"
17,10,"that she may dyen, but she of it have.'"
17,0,
17,1,"'allas!' quod he, 'that i ne had heer a knave"
17,2,"that coude climbe; allas! allas!' quod he,"
17,3,"'that i am blind.' 'ye, sir, no fors,' quod she: "
17,4,"'but wolde ye vouche-sauf, for goddes sake,"
17,5,"the pyrie inwith your armes for to take,"
17,6,for wel i woot that ye mistruste me
17,7,"thanne sholde i climbe wel y-nogh,' quod she, "
17,8,'so i my foot mighte sette upon your bak.' 
17,0,
17,1,"'certes,' quod he, 'ther-on shal be no lak,"
17,2,mighte i yow helpen with myn herte blood.'
17,3,"he stoupeth doun, and on his bak she stood,"
17,4,"and caughte hir by a twiste, and up she gooth."
17,5,"ladies, i prey yow that ye be nat wrooth; "
17,6,"i can nat glose, i am a rude man."
17,7,and sodeynly anon this damian
17,8,"gan pullen up the smok, and in he throng."
17,0,
17,1,"and whan that pluto saugh this grete wrong, "
17,2,"to ianuarie he gaf agayn his sighte, "
17,3,"and made him see, as wel as ever he mighte."
17,4,"and whan that he hadde caught his sighte agayn,"
17,5,ne was ther never man of thing so fayn.
17,6,but on his wyf his thoght was evermo;
17,7,"up to the tree he caste his eyen two, "
17,8,and saugh that damian his wyf had dressed
17,9,"in swich manere, it may nat ben expressed"
17,10,but if i wolde speke uncurteisly:
17,11,and up he yaf a roring and a cry 
17,12,as doth the moder whan the child shal dye: 
17,13,"'out! help! allas! harrow!' he gan to crye,"
17,14,"'o stronge lady store, what dostow?'"
17,0,
17,1,"and she answerde, 'sir, what eyleth yow?"
17,2,"have pacience, and reson in your minde,"
17,3,i have yow holpe on bothe your eyen blinde. 
17,4,"up peril of my soule, i shal nat lyen,"
17,5,"as me was taught, to hele with your yën,"
17,6,was no-thing bet to make yow to see
17,7,than strugle with a man up-on a tree. 
17,8,"god woot, i dide it in ful good entente.' "
17,0,
17,1,"'strugle!' quod he, 'ye, algate in it wente!"
17,2,god yeve yow bothe on shames deeth to dyen!
17,3,"he swyved thee, i saugh it with myne yën,"
17,4,and elles be i hanged by the hals!'
17,0,
17,1,"'thanne is,' quod she, 'my medicyne al fals; "
17,2,"for certeinly, if that ye mighte see,"
17,3,ye wolde nat seyn thise wordes un-to me;
17,4,ye han som glimsing and no parfit sighte.'
17,0,
17,1,"'i see,' quod he, 'as wel as ever i mighte, "
17,2,"thonked be god! with bothe myne eyen two, "
17,3,"and by my trouthe, me thoughte he dide thee so.'"
17,0,
17,1,"'ye maze, maze, gode sire,' quod she,"
17,2,'this thank have i for i have maad yow see;
17,3,"allas!' quod she, 'that ever i was so kinde!'"
17,0,
17,1,"'now, dame,' quod he, 'lat al passe out of minde. "
17,2,"com doun, my lief, and if i have missayd,"
17,3,"god help me so, as i am yvel apayd."
17,4,"but, by my fader soule, i wende han seyn,"
17,5,"how that this damian had by thee leyn, "
17,6,and that thy smok had leyn up-on his brest.' 
17,0,
17,1,"'ye, sire,' quod she, 'ye may wene as yow lest;"
17,2,"but, sire, a man that waketh out of his sleep,"
17,3,he may nat sodeynly wel taken keep
17,4,"up-on a thing, ne seen it parfitly,"
17,5,til that he be adawed verraily; 
17,6,"right so a man, that longe hath blind y-be,"
17,7,"ne may nat sodeynly so wel y-see,"
17,8,"first whan his sighte is newe come ageyn,"
17,9,as he that hath a day or two y-seyn. 
17,10,"til that your sighte y-satled be a whyle, "
17,11,ther may ful many a sighte yow bigyle.
17,12,"beth war, i prey yow; for, by hevene king,"
17,13,"ful many a man weneth to seen a thing,"
17,14,and it is al another than it semeth.
17,15,"he that misconceyveth, he misdemeth.' "
17,16,and with that word she leep doun fro the tree.
17,0,
17,1,"this ianuarie, who is glad but he?"
17,2,"he kisseth hir, and clippeth hir ful ofte,"
17,3,"and on hir wombe he stroketh hir ful softe, "
17,4,and to his palays hoom he hath hir lad. 
17,5,"now, gode men, i pray yow to be glad."
17,6,thus endeth heer my tale of ianuarie;
17,7,god blesse us and his moder seinte marie!
17,0,
17,1,here is ended the marchantes tale of ianuarie.
17,0,
17,1,"'ey! goddes mercy!' seyde our hoste tho,"
17,2,'now swich a wyf i pray god kepe me fro! 
17,3,"lo, whiche sleightes and subtilitees"
17,4,in wommen been! for ay as bisy as bees
17,5,"ben they, us sely men for to deceyve,"
17,6,and from a sothe ever wol they weyve;
17,7,by this marchauntes tale it preveth weel. 
17,8,"but doutelees, as trewe as any steel"
17,9,"i have a wyf, though that she povre be;"
17,10,"but of hir tonge a labbing shrewe is she, "
17,11,and yet she hath an heep of vyces mo;
17,12,"ther-of no fors, lat alle swiche thinges go. "
17,13,"but, wite ye what? in conseil be it seyd,"
17,14,me reweth sore i am un-to hir teyd.
17,15,"for, and i sholde rekenen every vyce"
17,16,"which that she hath, y-wis, i were to nyce,"
17,17,and cause why; it sholde reported be 
17,18,and told to hir of somme of this meynee;
17,19,"of whom, it nedeth nat for to declare,"
17,20,sin wommen connen outen swich chaffare; 
17,21,and eek my wit suffyseth nat ther-to
17,22,to tellen al; wherfor my tale is do.' 
17,0,
17,1,
17,0,
17,1,the squire's prologue.
17,0,
17,1,"'squier, com neer, if it your wille be,"
17,2,"and sey somwhat of love; for, certes, ye"
17,3,connen ther-on as muche as any man.'
17,4,"'nay, sir,' quod he, 'but i wol seye as i can"
17,5,with hertly wille; for i wol nat rebelle 
17,6,agayn your lust; a tale wol i telle.
17,7,"have me excused if i speke amis,"
17,8,"my wil is good; and lo, my tale is this."
17,0,
17,1,
18,0,
18,1,here biginneth the squieres tale.
18,0,
18,1,"at sarray, in the land of tartarye, "
18,2,"ther dwelte a king, that werreyed russye, "
18,3,thurgh which ther deyde many a doughty man.
18,4,"this noble king was cleped cambinskan,"
18,5,which in his tyme was of so greet renoun
18,6,that ther nas no-wher in no regioun
18,7,so excellent a lord in alle thing; 
18,8,him lakked noght that longeth to a king.
18,9,as of the secte of which that he was born
18,10,"he kepte his lay, to which that he was sworn; "
18,11,"and ther-to be was hardy, wys, and riche,"
18,12,and pietous and iust alwey yliche 
18,13,"sooth of his word, benigne and honurable,"
18,14,of his corage as any centre stable;
18,15,"yong, fresh, and strong, in armes desirous"
18,16,as any bacheler of al his hous.
18,17,"a fair persone he was and fortunat, "
18,18,"and kepte alwey so wel royal estat,"
18,19,that ther was nowher swich another man.
18,20,"this noble king, this tartre cambinskan "
18,21,"hadde two sones on elpheta his wyf,"
18,22,"of whiche the eldeste highte algarsyf, "
18,23,that other sone was cleped cambalo.
18,24,"a doghter hadde this worthy king also,"
18,25,"that yongest was, and highte canacee."
18,26,"but for to telle yow al hir beautee,"
18,27,"it lyth nat in my tonge, nin my conning; "
18,28,i dar nat undertake so heigh a thing.
18,29,myn english eek is insufficient;
18,30,"it moste been a rethor excellent, "
18,31,"that coude his colours longing for that art,"
18,32,if he sholde hir discryven every part. 
18,33,"i am non swich, i moot speke as i can."
18,0,
18,1,"and so bifel that, whan this cambinskan"
18,2,"hath twenty winter born his diademe,"
18,3,"as he was wont fro yeer to yeer, i deme,"
18,4,he leet the feste of his nativitee 
18,5,"don cryen thurghout sarray his citee,"
18,6,"the last idus of march, after the yeer."
18,7,phebus the sonne ful iory was and cleer; 
18,8,for he was neigh his exaltacioun
18,9,"in martes face, and in his mansioun "
18,10,"in aries, the colerik hote signe."
18,11,"ful lusty was the weder and benigne,"
18,12,"for which the foules, agayn the sonne shene,"
18,13,"what for the seson and the yonge grene,"
18,14,ful loude songen hir affecciouns; 
18,15,him semed han geten hem protecciouns
18,16,agayn the swerd of winter kene and cold.
18,0,
18,1,"this cambinskan, of which i have yow told, "
18,2,"in royal vestiment sit on his deys,"
18,3,"with diademe, ful heighe in his paleys, "
18,4,"and halt his feste, so solempne and so riche"
18,5,that in this world ne was ther noon it liche.
18,6,"of which if i shal tellen al tharray,"
18,7,than wolde it occupye a someres day;
18,8,and eek it nedeth nat for to devyse 
18,9,at every cours the ordre of hir servyse.
18,10,"i wol nat tellen of hir strange sewes,"
18,11,"ne of hir swannes, ne of hir heronsewes. "
18,12,"eek in that lond, as tellen knightes olde,"
18,13,"ther is som mete that is ful deyntee holde, "
18,14,that in this lond men recche of it but smal;
18,15,ther nis no man that may reporten al.
18,16,"i wol nat tarien yow, for it is pryme,"
18,17,and for it is no fruit but los of tyme;
18,18,un-to my firste i wol have my recours. 
18,0,
18,1,"and so bifel that, after the thridde cours,"
18,2,"whyl that this king sit thus in his nobleye,"
18,3,herkninge his minstralles hir thinges pleye 
18,4,"biforn him at the bord deliciously,"
18,5,in at the halle-dore al sodeynly 
18,6,"ther cam a knight up-on a stede of bras,"
18,7,and in his hand a brood mirour of glas.
18,8,"upon his thombe he hadde of gold a ring,"
18,9,and by his syde a naked swerd hanging;
18,10,and up he rydeth to the heighe bord. 
18,11,in al the halle ne was ther spoke a word
18,12,for merveille of this knight; him to biholde
18,13,ful bisily ther wayten yonge and olde. 
18,0,
18,1,"this strange knight, that cam thus sodeynly,"
18,2,"al armed save his heed ful richely, "
18,3,"saluëth king and queen, and lordes alle,"
18,4,"by ordre, as they seten in the halle,"
18,5,with so heigh reverence and obeisaunce
18,6,"as wel in speche as in contenaunce,"
18,7,"that gawain, with his olde curteisye, "
18,8,"though he were come ageyn out of fairye,"
18,9,ne coude him nat amende with a word.
18,10,"and after this, biforn the heighe bord, "
18,11,"he with a manly voys seith his message,"
18,12,"after the forme used in his langage, "
18,13,with-outen vyce of sillable or of lettre;
18,14,"and, for his tale sholde seme the bettre,"
18,15,"accordant to his wordes was his chere,"
18,16,as techeth art of speche hem that it lere;
18,17,"al-be-it that i can nat soune his style, "
18,18,"ne can nat climben over so heigh a style,"
18,19,"yet seye i this, as to commune entente,"
18,20,"thus muche amounteth al that ever he mente, "
18,21,if it so be that i have it in minde.
18,0,
18,1,"he seyde, 'the king of arabie and of inde, "
18,2,"my lige lord, on this solempne day"
18,3,"saluëth yow as he best can and may,"
18,4,"and sendeth yow, in honour of your feste,"
18,5,"by me, that am al redy at your heste,"
18,6,"this stede of bras, that esily and wel "
18,7,"can, in the space of o day naturel,"
18,8,"this is to seyn, in foure and twenty houres,"
18,9,"wher-so yow list, in droghte or elles shoures, "
18,10,beren your body in-to every place
18,11,to which your herte wilneth for to pace 
18,12,"with-outen wem of yow, thurgh foul or fair;"
18,13,"or, if yow list to fleen as hye in the air"
18,14,"as doth an egle, whan him list to sore,"
18,15,this same stede shal bere yow ever-more
18,16,"with-outen harm, til ye be ther yow leste, "
18,17,though that ye slepen on his bak or reste;
18,18,"and turne ayeyn, with wrything of a pin."
18,19,he that it wroghte coude ful many a gin; 
18,20,he wayted many a constellacioun
18,21,er he had doon this operacioun; 
18,22,and knew ful many a seel and many a bond.
18,0,
18,1,"this mirour eek, that i have in myn hond,"
18,2,"hath swich a might, that men may in it see"
18,3,whan ther shal fallen any adversitee
18,4,un-to your regne or to your-self also; 
18,5,and openly who is your freend or foo.
18,6,"and over al this, if any lady bright"
18,7,"hath set hir herte on any maner wight, "
18,8,"if he be fals, she shal his treson see,"
18,9,his newe love and al his subtiltee 
18,10,"so openly, that ther shal no-thing hyde."
18,11,"wherfor, ageyn this lusty someres tyde,"
18,12,"this mirour and this ring, that ye may see,"
18,13,"he hath sent to my lady canacee,"
18,14,your excellente doghter that is here. 
18,0,
18,1,"the vertu of the ring, if ye wol here,"
18,2,"is this; that, if hir lust it for to were"
18,3,"up-on hir thombe, or in hir purs it bere, "
18,4,ther is no foul that fleeth under the hevene
18,5,"that she ne shal wel understonde his stevene, "
18,6,"and knowe his mening openly and pleyn,"
18,7,and answere him in his langage ageyn.
18,8,and every gras that groweth up-on rote
18,9,"she shal eek knowe, and whom it wol do bote,"
18,10,al be his woundes never so depe and wyde. 
18,0,
18,1,"this naked swerd, that hangeth by my syde,"
18,2,"swich vertu hath, that what man so ye smyte,"
18,3,"thurgh-out his armure it wol kerve and byte, "
18,4,were it as thikke as is a branched ook;
18,5,and what man that is wounded with the strook 
18,6,"shal never be hool til that yow list, of grace,"
18,7,to stroke him with the platte in thilke place
18,8,"ther he is hurt: this is as muche to seyn,"
18,9,ye mote with the platte swerd ageyn
18,10,"stroke him in the wounde, and it wol close; "
18,11,"this is a verray sooth, with-outen glose,"
18,12,it failleth nat whyl it is in your hold.'
18,0,
18,1,"and whan this knight hath thus his tale told, "
18,2,"he rydeth out of halle, and doun he lighte."
18,3,"his stede, which that shoon as sonne brighte, "
18,4,"stant in the court, as stille as any stoon."
18,5,"this knight is to his chambre lad anon,"
18,6,and is unarmed and to mete y-set.
18,0,
18,1,"the presentes ben ful royally y-fet,"
18,2,"this is to seyn, the swerd and the mirour, "
18,3,and born anon in-to the heighe tour
18,4,with certeine officers ordeyned therfore;
18,5,and un-to canacee this ring was bore 
18,6,"solempnely, ther she sit at the table."
18,7,"but sikerly, with-outen any fable, "
18,8,"the hors of bras, that may nat be remewed,"
18,9,it stant as it were to the ground y-glewed.
18,10,ther may no man out of the place it dryve
18,11,for noon engyn of windas or polyve;
18,12,"and cause why, for they can nat the craft. "
18,13,and therefore in the place they han it laft
18,14,til that the knight hath taught hem the manere
18,15,"to voyden him, as ye shal after here. "
18,0,
18,1,"greet was the prees, that swarmeth to and fro,"
18,2,to gauren on this hors that stondeth so; 
18,3,"for it so heigh was, and so brood and long,"
18,4,"so wel proporcioned for to ben strong,"
18,5,right as it were a stede of lumbardye;
18,6,"ther-with so horsly, and so quik of yë"
18,7,as it a gentil poileys courser were. 
18,8,"for certes, fro his tayl un-to his ere,"
18,9,nature ne art ne coude him nat amende
18,10,"in no degree, as al the peple wende. "
18,11,"but evermore hir moste wonder was,"
18,12,"how that it coude goon, and was of bras; "
18,13,"it was of fairye, as the peple semed."
18,14,diverse folk diversely they demed;
18,15,"as many hedes, as many wittes ther been."
18,16,"they murmureden as dooth a swarm of been,"
18,17,"and maden skiles after hir fantasyes, "
18,18,"rehersinge of thise olde poetryes,"
18,19,"and seyden, it was lyk the pegasee,"
18,20,the hors that hadde winges for to flee; 
18,21,"or elles it was the grekes hors synon,"
18,22,"that broghte troye to destruccion, "
18,23,"as men may in thise olde gestes rede,"
18,24,"'myn herte,' quod oon, 'is evermore in drede;"
18,25,"i trowe som men of armes been ther-inne,"
18,26,that shapen hem this citee for to winne.
18,27,it were right good that al swich thing were knowe.' 
18,28,"another rowned to his felawe lowe,"
18,29,"and seyde, 'he lyeth, it is rather lyk"
18,30,"an apparence y-maad by som magyk, "
18,31,as iogelours pleyen at thise festes grete.'
18,32,"of sondry doutes thus they iangle and trete, "
18,33,as lewed peple demeth comunly
18,34,of thinges that ben maad more subtilly
18,35,than they can in her lewednes comprehende;
18,36,they demen gladly to the badder ende.
18,0,
18,1,"and somme of hem wondred on the mirour, "
18,2,"that born was up in-to the maister-tour,"
18,3,how men mighte in it swiche thinges see.
18,4,"another answerde, and seyde it mighte wel be "
18,5,"naturelly, by composiciouns"
18,6,"of angles and of slye reflexiouns, "
18,7,"and seyden, that in rome was swich oon."
18,8,"they speken of alocen and vitulon,"
18,9,"and aristotle, that writen in hir lyves"
18,10,"of queynte mirours and of prospectyves,"
18,11,as knowen they that han hir bokes herd. 
18,0,
18,1,and othere folk han wondred on the swerd
18,2,that wolde percen thurgh-out every-thing;
18,3,"and fille in speche of thelophus the king, "
18,4,"and of achilles with his queynte spere,"
18,5,"for he coude with it bothe hele and dere, "
18,6,right in swich wyse as men may with the swerd
18,7,of which right now ye han your-selven herd.
18,8,"they speken of sondry harding of metal,"
18,9,"and speke of medicynes ther-with-al,"
18,10,"and how, and whanne, it sholde y-harded be; "
18,11,which is unknowe algates unto me.
18,0,
18,1,"tho speke they of canaceës ring,"
18,2,"and seyden alle, that swich a wonder thing "
18,3,"of craft of ringes herde they never non,"
18,4,"save that he, moyses, and king salomon "
18,5,hadde a name of konning in swich art.
18,6,"thus seyn the peple, and drawen hem apart."
18,7,"but nathelees, somme seyden that it was"
18,8,"wonder to maken of fern-asshen glas,"
18,9,and yet nis glas nat lyk asshen of fern; 
18,10,"but for they han y-knowen it so fern,"
18,11,therfore cesseth her iangling and her wonder.
18,12,"as sore wondren somme on cause of thonder, "
18,13,"on ebbe, on flood, on gossomer, and on mist,"
18,14,"and alle thing, til that the cause is wist. "
18,15,"thus iangle they and demen and devyse,"
18,16,til that the king gan fro the bord aryse.
18,0,
18,1,"phebus hath laft the angle meridional,"
18,2,"and yet ascending was the beest royal,"
18,3,"the gentil leon, with his aldiran, "
18,4,"whan that this tartre king, this cambinskan,"
18,5,"roos fro his bord, ther that he sat ful hye."
18,6,"toforn him gooth the loude minstralcye, "
18,7,"til he cam to his chambre of parements,"
18,8,"ther as they sownen diverse instruments, "
18,9,that it is lyk an heven for to here.
18,10,"now dauncen lusty venus children dere,"
18,11,"for in the fish hir lady sat ful hye,"
18,12,and loketh on hem with a freendly yë.
18,0,
18,1,this noble king is set up in his trone. 
18,2,"this strange knight is fet to him ful sone,"
18,3,and on the daunce he gooth with canacee.
18,4,heer is the revel and the iolitee 
18,5,that is nat able a dul man to devyse.
18,6,"he moste han knowen love and his servyse, "
18,7,"and been a festlich man as fresh as may,"
18,8,that sholde yow devysen swich array.
18,0,
18,1,"who coude telle yow the forme of daunces,"
18,2,"so uncouthe and so fresshe contenaunces,"
18,3,swich subtil loking and dissimulinges 
18,4,for drede of ialouse mennes aperceyvinges?
18,5,"no man but launcelot, and he is deed."
18,6,therefor i passe of al this lustiheed; 
18,7,"i seye na-more, but in this iolynesse"
18,8,"i lete hem, til men to the soper dresse. "
18,0,
18,1,"the styward bit the spyces for to hye,"
18,2,"and eek the wyn, in al this melodye."
18,3,the usshers and the squyers ben y-goon;
18,4,the spyces and the wyn is come anoon.
18,5,"they ete and drinke; and whan this hadde an ende, "
18,6,"un-to the temple, as reson was, they wende."
18,0,
18,1,"the service doon, they soupen al by day."
18,2,what nedeth yow rehercen hir array? 
18,3,"ech man wot wel, that at a kinges feeste"
18,4,"hath plentee, to the moste and to the leeste, "
18,5,and deyntees mo than been in my knowing.
18,6,at-after soper gooth this noble king
18,7,"to seen this hors of bras, with al the route"
18,8,of lordes and of ladyes him aboute.
18,0,
18,1,swich wondring was ther on this hors of bras 
18,2,"that, sin the grete sege of troye was,"
18,3,"ther-as men wondreden on an hors also,"
18,4,ne was ther swich a wondring as was tho. 
18,5,but fynally the king axeth this knight
18,6,"the vertu of this courser and the might, "
18,7,and preyede him to telle his governaunce.
18,0,
18,1,"this hors anoon bigan to trippe and daunce,"
18,2,"whan that this knight leyde hand up-on his reyne,"
18,3,"and seyde, 'sir, ther is na-more to seyne,"
18,4,"but, whan yow list to ryden any-where, "
18,5,"ye moten trille a pin, stant in his ere,"
18,6,which i shall telle yow bitwix vs two.
18,7,ye mote nempne him to what place also 
18,8,or to what contree that yow list to ryde.
18,9,"and whan ye come ther as yow list abyde, "
18,10,"bidde him descende, and trille another pin,"
18,11,"for ther-in lyth the effect of al the gin,"
18,12,and he wol doun descende and doon your wille;
18,13,"and in that place he wol abyde stille,"
18,14,though al the world the contrarie hadde y-swore; 
18,15,he shal nat thennes ben y-drawe ne y-bore.
18,16,"or, if yow liste bidde him thennes goon,"
18,17,"trille this pin, and he wol vanishe anoon "
18,18,"out of the sighte of every maner wight,"
18,19,"and come agayn, be it by day or night, "
18,20,when that yow list to clepen him ageyn
18,21,in swich a gyse as i shal to yow seyn
18,22,"bitwixe yow and me, and that ful sone."
18,23,"ryde whan yow list, ther is na-more to done.'"
18,0,
18,1,"enformed whan the king was of that knight, "
18,2,and hath conceyved in his wit aright
18,3,"the maner and the forme of al this thing,"
18,4,"thus glad and blythe, this noble doughty king "
18,5,repeireth to his revel as biforn.
18,6,"the brydel is un-to the tour y-born, "
18,7,and kept among his iewels leve and dere.
18,8,"the hors vanisshed, i noot in what manere,"
18,9,out of hir sighte; ye gete na-more of me.
18,10,but thus i lete in lust and iolitee
18,11,"this cambinskan his lordes festeyinge, "
18,12,til wel ny the day bigan to springe.
18,0,
18,1,explicit prima pars. sequitur pars secunda.
18,0,
18,1,"the norice of digestioun, the slepe,"
18,2,"gan on hem winke, and bad hem taken kepe, "
18,3,that muchel drink and labour wolde han reste;
18,4,"and with a galping mouth hem alle he keste, "
18,5,"and seyde, 'it was tyme to lye adoun,"
18,6,for blood was in his dominacioun;
18,7,"cherissheth blood, natures freend,' quod he."
18,8,"they thanken him galpinge, by two, by three,"
18,9,"and every wight gan drawe him to his reste, "
18,10,as slepe hem bad; they toke it for the beste.
18,11,hir dremes shul nat been y-told for me;
18,12,"ful were hir hedes of fumositee, "
18,13,"that causeth dreem, of which ther nis no charge."
18,14,"they slepen til that it was pryme large, "
18,15,"the moste part, but it were canacee;"
18,16,"she was ful mesurable, as wommen be."
18,17,for of hir fader hadde she take leve
18,18,"to gon to reste, sone after it was eve;"
18,19,"hir liste nat appalled for to be, "
18,20,nor on the morwe unfestlich for to see;
18,21,"and slepte hir firste sleep, and thanne awook."
18,22,for swich a ioye she in hir herte took 
18,23,"both of hir queynte ring and hir mirour,"
18,24,that twenty tyme she changed hir colour; 
18,25,"and in hir slepe, right for impressioun"
18,26,"of hir mirour, she hadde a visioun."
18,27,"wherfore, er that the sonne gan up glyde,"
18,28,"she cleped on hir maistresse hir bisyde,"
18,29,"and seyde, that hir liste for to ryse. "
18,0,
18,1,"thise olde wommen that been gladly wyse,"
18,2,"as is hir maistresse, answerde hir anoon,"
18,3,"and seyde, 'madame, whider wil ye goon "
18,4,thus erly? for the folk ben alle on reste.'
18,5,"'i wol,' quod she, 'aryse, for me leste "
18,6,"no lenger for to slepe, and walke aboute.'"
18,0,
18,1,"hir maistresse clepeth wommen a gret route,"
18,2,"and up they rysen, wel a ten or twelve;"
18,3,"up ryseth fresshe canacee hir-selve,"
18,4,"as rody and bright as dooth the yonge sonne, "
18,5,that in the ram is four degrees up-ronne;
18,6,"noon hyer was he, whan she redy was;"
18,7,"and forth she walketh esily a pas, "
18,8,arrayed after the lusty seson sote
18,9,"lightly, for to pleye and walke on fote; "
18,10,nat but with fyve or six of hir meynee;
18,11,"and in a trench, forth in the park, goth she."
18,12,"the vapour, which that fro the erthe glood,"
18,13,made the sonne to seme rody and brood;
18,14,"but nathelees, it was so fair a sighte "
18,15,"that it made alle hir hertes for to lighte,"
18,16,"what for the seson and the morweninge,"
18,17,and for the foules that she herde singe; 
18,18,for right anon she wiste what they mente
18,19,"right by hir song, and knew al hir entente. "
18,0,
18,1,"the knotte, why that every tale is told,"
18,2,if it be taried til that lust be cold
18,3,"of hem that han it after herkned yore,"
18,4,"the savour passeth ever lenger the more,"
18,5,for fulsomnesse of his prolixitee. 
18,6,"and by the same reson thinketh me,"
18,7,"i sholde to the knotte condescende,"
18,8,and maken of hir walking sone an ende. 
18,0,
18,1,"amidde a tree fordrye, as whyt as chalk,"
18,2,"as canacee was pleying in hir walk, "
18,3,"ther sat a faucon over hir heed ful hye,"
18,4,that with a pitous voys so gan to crye
18,5,that all the wode resouned of hir cry.
18,6,y-beten hath she hir-self so pitously
18,7,"with bothe hir winges, til the rede blood "
18,8,ran endelong the tree ther-as she stood.
18,9,"and ever in oon she cryde alwey and shrighte,"
18,10,"and with hir beek hir-selven so she prighte, "
18,11,"that ther nis tygre, ne noon so cruel beste,"
18,12,that dwelleth either in wode or in foreste 
18,13,"that nolde han wept, if that he wepe coude,"
18,14,"for sorwe of hir, she shrighte alwey so loude."
18,15,for ther nas never yet no man on lyve—
18,16,if that i coude a faucon wel discryve—
18,17,"that herde of swich another of fairnesse, "
18,18,as wel of plumage as of gentillesse
18,19,"of shap, and al that mighte y-rekened be."
18,20,a faucon peregryn than semed she 
18,21,"of fremde land; and evermore, as she stood,"
18,22,"she swowneth now and now for lakke of blood, "
18,23,til wel neigh is she fallen fro the tree.
18,0,
18,1,"this faire kinges doghter, canacee,"
18,2,"that on hir finger bar the queynte ring,"
18,3,thurgh which she understood wel every thing
18,4,"that any foul may in his ledene seyn, "
18,5,"and coude answere him in his ledene ageyn,"
18,6,"hath understonde what this faucon seyde,"
18,7,and wel neigh for the rewthe almost she deyde. 
18,8,"and to the tree she gooth ful hastily,"
18,9,"and on this faucon loketh pitously, "
18,10,"and heeld hir lappe abrood, for wel she wiste"
18,11,"the faucon moste fallen fro the twiste,"
